기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,평균소득,중위소득,평균처분가능소득,중위처분가능소득,소득분위배율,소득점유율,소득경계값,소득산출인구수,소득미산출인구수,소득미산출 인구포함 평균소득
2019-12-31,2800000000,인천광역시,전체,0,0,0,0,3329,2800,2704,2400,201.4,100,99900,2230291,2306662,3219
2019-12-31,2800000000,인천광역시,전체,0,0,0,1,1653,1700,1500,1500,100,4.7,1900,211452,287823,1215
2019-12-31,2800000000,인천광역시,전체,0,0,0,2,1991,2000,1747,1900,120.4,6.2,2100,230049,230049,1991
2019-12-31,2800000000,인천광역시,전체,0,0,0,3,2273,2300,1936,2200,137.5,7.6,2400,248674,248674,2273
2019-12-31,2800000000,인천광역시,전체,0,0,0,4,2537,2500,2161,2500,153.4,8.6,2700,250741,250741,2537
2019-12-31,2800000000,인천광역시,전체,0,0,0,5,2765,2800,2291,2700,167.2,8.5,2900,229033,229033,2765
2019-12-31,2800000000,인천광역시,전체,0,0,0,6,3035,3000,2503,2900,183.6,9.1,3200,222560,222560,3035
2019-12-31,2800000000,인천광역시,전체,0,0,0,7,3366,3400,2640,3166,203.6,9.8,3600,216344,216344,3366
2019-12-31,2800000000,인천광역시,전체,0,0,0,8,3936,3900,2971,3567,238.1,11.8,4400,222293,222293,3936
2019-12-31,2800000000,인천광역시,전체,0,0,0,9,5013,5000,4061,4500,303.2,14.5,5700,215369,215369,5013
2019-12-31,2800000000,인천광역시,전체,0,0,0,10,7753,6600,5985,5700,468.9,19.2,99900,183776,183776,7753
2019-12-31,2800000000,인천광역시,전체,0,0,1,0,4421,3700,2948,2900,279.3,100,99900,214245,214245,4421
2019-12-31,2800000000,인천광역시,전체,0,0,1,1,1583,1500,704,1296,100,0.3,1900,1691,1691,1583
2019-12-31,2800000000,인천광역시,전체,0,0,1,2,2021,2000,734,1438,127.7,1,2100,4607,4607,2021
2019-12-31,2800000000,인천광역시,전체,0,0,1,3,2283,2300,1024,1578,144.2,1.9,2400,7849,7849,2283
2019-12-31,2800000000,인천광역시,전체,0,0,1,4,2537,2500,1418,1932,160.3,2.7,2700,10172,10172,2537
2019-12-31,2800000000,인천광역시,전체,0,0,1,5,2782,2800,1816,2250,175.8,3.5,2900,12028,12028,2782
2019-12-31,2800000000,인천광역시,전체,0,0,1,6,3047,3000,2108,2539,192.5,7.7,3200,23905,23905,3047
2019-12-31,2800000000,인천광역시,전체,0,0,1,7,3391,3400,2398,2908,214.2,14,3600,39133,39133,3391
2019-12-31,2800000000,인천광역시,전체,0,0,1,8,3897,3800,2421,3087,246.2,21,4400,51007,51007,3897
2019-12-31,2800000000,인천광역시,전체,0,0,1,9,4999,5000,3383,4183,315.9,16.6,5700,31392,31392,4999
2019-12-31,2800000000,인천광역시,전체,0,0,1,10,9140,7100,6433,5700,577.4,31.3,99900,32461,32461,9140
2019-12-31,2800000000,인천광역시,전체,0,0,2,0,5543,5200,4282,4098,375,100,99900,53197,53197,5543
2019-12-31,2800000000,인천광역시,전체,0,0,2,1,1478,1500,1129,1243,100,0.4,1900,875,875,1478
2019-12-31,2800000000,인천광역시,전체,0,0,2,2,2013,2000,1415,1755,136.2,0.5,2100,759,759,2013
2019-12-31,2800000000,인천광역시,전체,0,0,2,3,2278,2300,1642,1967,154.1,1.1,2400,1421,1421,2278
2019-12-31,2800000000,인천광역시,전체,0,0,2,4,2533,2500,1817,2174,171.4,1.3,2700,1457,1457,2533
2019-12-31,2800000000,인천광역시,전체,0,0,2,5,2776,2800,2105,2474,187.8,1.4,2900,1506,1506,2776
2019-12-31,2800000000,인천광역시,전체,0,0,2,6,3041,3000,2339,2700,205.7,2.5,3200,2416,2416,3041
2019-12-31,2800000000,인천광역시,전체,0,0,2,7,3396,3400,2664,3049,229.8,4,3600,3474,3474,3396
2019-12-31,2800000000,인천광역시,전체,0,0,2,8,4002,4000,3156,3594,270.8,9.7,4400,7143,7143,4002
2019-12-31,2800000000,인천광역시,전체,0,0,2,9,5046,5000,3995,4402,341.4,21.8,5700,12741,12741,5046
2019-12-31,2800000000,인천광역시,전체,0,0,2,10,7892,7100,6037,5935,533.9,57.3,99900,21405,21405,7892
2019-12-31,2800000000,인천광역시,전체,0,0,3,0,3951,3400,2988,2732,256.3,100,99900,548720,548720,3951
2019-12-31,2800000000,인천광역시,전체,0,0,3,1,1542,1600,1214,1359,100,2.6,1900,35889,35889,1542
2019-12-31,2800000000,인천광역시,전체,0,0,3,2,2006,2000,1443,1754,130.1,2.6,2100,27905,27905,2006
2019-12-31,2800000000,인천광역시,전체,0,0,3,3,2275,2300,1607,1946,147.6,4.1,2400,39263,39263,2275
2019-12-31,2800000000,인천광역시,전체,0,0,3,4,2534,2500,1853,2201,164.4,4.6,2700,39255,39255,2534
2019-12-31,2800000000,인천광역시,전체,0,0,3,5,2774,2800,2116,2468,180,4.7,2900,36721,36721,2774
2019-12-31,2800000000,인천광역시,전체,0,0,3,6,3052,3000,2258,2654,198,7.2,3200,51379,51379,3052
2019-12-31,2800000000,인천광역시,전체,0,0,3,7,3361,3400,2481,2886,218,10.3,3600,66693,66693,3361
2019-12-31,2800000000,인천광역시,전체,0,0,3,8,3964,4000,3057,3499,257.1,15.1,4400,82497,82497,3964
2019-12-31,2800000000,인천광역시,전체,0,0,3,9,5001,5000,3955,4410,324.4,20.3,5700,88081,88081,5001
2019-12-31,2800000000,인천광역시,전체,0,0,3,10,7619,6700,5680,5700,494.2,28.5,99900,81037,81037,7619
2019-12-31,2800000000,인천광역시,전체,0,0,4,0,2840,2600,2497,2300,169.2,100,99900,1414129,1490500,2694
2019-12-31,2800000000,인천광역시,전체,0,0,4,1,1678,1700,1569,1500,100,7.2,1900,172997,249368,1164
2019-12-31,2800000000,인천광역시,전체,0,0,4,2,1988,2000,1815,1900,118.5,9.7,2100,196778,196778,1988
2019-12-31,2800000000,인천광역시,전체,0,0,4,3,2272,2300,2039,2200,135.4,11.3,2400,200141,200141,2272
2019-12-31,2800000000,인천광역시,전체,0,0,4,4,2537,2500,2262,2500,151.2,12.6,2700,199857,199857,2537
2019-12-31,2800000000,인천광역시,전체,0,0,4,5,2762,2700,2360,2700,164.6,12.3,2900,178778,178778,2762
2019-12-31,2800000000,인천광역시,전체,0,0,4,6,3028,3000,2659,3000,180.4,10.9,3200,144860,144860,3028
2019-12-31,2800000000,인천광역시,전체,0,0,4,7,3359,3300,2827,3200,200.2,9,3600,107044,107044,3359
2019-12-31,2800000000,인천광역시,전체,0,0,4,8,3927,3900,3213,3700,234,8,4400,81646,81646,3927
2019-12-31,2800000000,인천광역시,전체,0,0,4,9,5026,5000,4440,4700,299.5,10.4,5700,83155,83155,5026
2019-12-31,2800000000,인천광역시,전체,0,0,4,10,6994,5700,6171,5700,416.8,8.5,99900,48873,48873,6994
2019-12-31,2800000000,인천광역시,전체,0,15,0,0,1913,1800,1905,1500,111.4,100,16100,55321,102172,1036
2019-12-31,2800000000,인천광역시,전체,0,15,0,1,1718,1800,1709,0,100,48.8,1900,30089,76940,672
2019-12-31,2800000000,인천광역시,전체,0,15,0,2,1957,1900,1949,1900,113.9,29.9,2100,16146,16146,1957
2019-12-31,2800000000,인천광역시,전체,0,15,0,3,2241,2300,2234,2300,130.4,13.7,2400,6494,6494,2241
2019-12-31,2800000000,인천광역시,전체,0,15,0,4,2520,2500,2513,2500,146.7,2.4,2700,1028,1028,2520
2019-12-31,2800000000,인천광역시,전체,0,15,0,5,2772,2800,2756,2800,161.4,1.3,2900,500,500,2772
2019-12-31,2800000000,인천광역시,전체,0,15,0,6,3024,3000,3002,3000,176,0.9,3200,303,303,3024
2019-12-31,2800000000,인천광역시,전체,0,15,0,7,3366,3400,3355,3400,195.9,0.9,3600,293,293,3366
2019-12-31,2800000000,인천광역시,전체,0,15,0,8,3924,3900,3898,3900,228.4,1,4400,271,271,3924
2019-12-31,2800000000,인천광역시,전체,0,15,0,9,5004,5000,4997,5000,291.3,0.7,5700,148,148,5004
2019-12-31,2800000000,인천광역시,전체,0,15,0,10,6788,5700,6775,5700,395.2,0.3,16100,49,49,6788
2019-12-31,2800000000,인천광역시,전체,0,15,1,0,3068,2800,2987,2766,,100,5700,25,25,3068
2019-12-31,2800000000,인천광역시,전체,0,15,1,1,,,,,,,,2,2,
2019-12-31,2800000000,인천광역시,전체,0,15,1,3,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,0,15,1,4,,,,,,,,7,7,
2019-12-31,2800000000,인천광역시,전체,0,15,1,5,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,1,6,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,1,7,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,0,15,1,8,,,,,,,,3,3,
2019-12-31,2800000000,인천광역시,전체,0,15,1,9,,,,,,,,2,2,
2019-12-31,2800000000,인천광역시,전체,0,15,1,10,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,0,15,2,0,3311,3200,3239,3200,,100,5700,45,45,3311
2019-12-31,2800000000,인천광역시,전체,0,15,2,1,,,,,,,,2,2,
2019-12-31,2800000000,인천광역시,전체,0,15,2,2,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,2,3,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,2,4,,,,,,,,6,6,
2019-12-31,2800000000,인천광역시,전체,0,15,2,5,,,,,,,,3,3,
2019-12-31,2800000000,인천광역시,전체,0,15,2,6,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,2,7,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,0,15,2,8,4010,3950,4010,3950,,27.3,4300,10,10,4010
2019-12-31,2800000000,인천광역시,전체,0,15,2,9,,,,,,,,8,8,
2019-12-31,2800000000,인천광역시,전체,0,15,3,0,2012,1800,1971,1740,123.9,100,8100,979,979,2012
2019-12-31,2800000000,인천광역시,전체,0,15,3,1,1624,1700,1606,1700,100,48.2,1800,585,585,1624
2019-12-31,2800000000,인천광역시,전체,0,15,3,2,1996,2000,1930,2000,122.9,15.8,2100,156,156,1996
2019-12-31,2800000000,인천광역시,전체,0,15,3,3,2270,2300,2230,2223,139.7,7.9,2400,69,69,2270
2019-12-31,2800000000,인천광역시,전체,0,15,3,4,2514,2500,2403,2500,154.8,5.5,2600,43,43,2514
2019-12-31,2800000000,인천광역시,전체,0,15,3,5,2753,2700,2571,2700,169.5,4.2,2900,30,30,2753
2019-12-31,2800000000,인천광역시,전체,0,15,3,6,3021,3000,2942,3000,186,4.4,3200,29,29,3021
2019-12-31,2800000000,인천광역시,전체,0,15,3,7,3400,3400,3336,3400,209.3,4,3600,23,23,3400
2019-12-31,2800000000,인천광역시,전체,0,15,3,8,3859,3800,3751,3800,237.6,5.3,4300,27,27,3859
2019-12-31,2800000000,인천광역시,전체,0,15,3,9,4850,4800,4822,4737,298.6,3,5500,12,12,4850
2019-12-31,2800000000,인천광역시,전체,0,15,3,10,,,,,,,,5,5,
2019-12-31,2800000000,인천광역시,전체,0,15,4,0,1910,1800,1902,1500,111.1,100,16100,54272,101123,1025
2019-12-31,2800000000,인천광역시,전체,0,15,4,1,1720,1800,1711,0,100,48.9,1900,29500,76351,664
2019-12-31,2800000000,인천광역시,전체,0,15,4,2,1957,1900,1949,1900,113.8,30.2,2100,15986,15986,1957
2019-12-31,2800000000,인천광역시,전체,0,15,4,3,2240,2300,2234,2300,130.3,13.9,2400,6420,6420,2240
2019-12-31,2800000000,인천광역시,전체,0,15,4,4,2521,2500,2519,2500,146.6,2.4,2700,972,972,2521
2019-12-31,2800000000,인천광역시,전체,0,15,4,5,2773,2800,2768,2800,161.3,1.2,2900,463,463,2773
2019-12-31,2800000000,인천광역시,전체,0,15,4,6,3024,3000,3013,3000,175.9,0.8,3200,266,266,3024
2019-12-31,2800000000,인천광역시,전체,0,15,4,7,3363,3400,3357,3378,195.6,0.9,3600,265,265,3363
2019-12-31,2800000000,인천광역시,전체,0,15,4,8,3931,3900,3914,3900,228.6,0.9,4400,231,231,3931
2019-12-31,2800000000,인천광역시,전체,0,15,4,9,5010,5000,5005,5000,291.3,0.6,5700,126,126,5010
2019-12-31,2800000000,인천광역시,전체,0,15,4,10,6830,5700,6820,5700,397.2,0.3,16100,43,43,6830
2019-12-31,2800000000,인천광역시,전체,0,20,0,0,2445,2100,2229,1900,146.8,100,99900,390226,390623,2442
2019-12-31,2800000000,인천광역시,전체,0,20,0,1,1665,1700,1523,1604,100,20.7,1900,118585,118982,1660
2019-12-31,2800000000,인천광역시,전체,0,20,0,2,1968,1900,1820,1900,118.2,19.2,2100,93294,93294,1968
2019-12-31,2800000000,인천광역시,전체,0,20,0,3,2250,2200,2024,2200,135.1,12.9,2400,54775,54775,2250
2019-12-31,2800000000,인천광역시,전체,0,20,0,4,2524,2500,2202,2464,151.6,6.6,2700,24834,24834,2524
2019-12-31,2800000000,인천광역시,전체,0,20,0,5,2770,2800,2403,2700,166.4,4.9,2900,16850,16850,2770
2019-12-31,2800000000,인천광역시,전체,0,20,0,6,3032,3000,2658,2940,182.1,5,3200,15871,15871,3032
2019-12-31,2800000000,인천광역시,전체,0,20,0,7,3378,3400,3015,3300,202.8,6.1,3600,17305,17305,3378
2019-12-31,2800000000,인천광역시,전체,0,20,0,8,3950,3900,3616,3800,237.2,8.4,4400,20342,20342,3950
2019-12-31,2800000000,인천광역시,전체,0,20,0,9,5069,5000,4825,4900,304.4,10.5,5700,19691,19691,5069
2019-12-31,2800000000,인천광역시,전체,0,20,0,10,6179,5700,5832,5700,371,5.6,99900,8679,8679,6179
2019-12-31,2800000000,인천광역시,전체,0,20,1,0,3363,2800,2575,2459,208.9,100,99900,7307,7307,3363
2019-12-31,2800000000,인천광역시,전체,0,20,1,1,1610,1600,1106,1299,100,2,1900,302,302,1610
2019-12-31,2800000000,인천광역시,전체,0,20,1,2,2027,2000,1280,1634,125.9,3.2,2100,384,384,2027
2019-12-31,2800000000,인천광역시,전체,0,20,1,3,2273,2300,1555,1795,141.2,9.1,2400,984,984,2273
2019-12-31,2800000000,인천광역시,전체,0,20,1,4,2526,2500,1963,2268,156.9,11.7,2700,1139,1139,2526
2019-12-31,2800000000,인천광역시,전체,0,20,1,5,2763,2700,2125,2601,171.6,11.6,2900,1035,1035,2763
2019-12-31,2800000000,인천광역시,전체,0,20,1,6,3016,3000,2240,2685,187.3,9.3,3200,759,759,3016
2019-12-31,2800000000,인천광역시,전체,0,20,1,7,3374,3400,2519,3051,209.6,9.1,3600,665,665,3374
2019-12-31,2800000000,인천광역시,전체,0,20,1,8,3926,3900,2971,3585,243.9,13.1,4400,817,817,3926
2019-12-31,2800000000,인천광역시,전체,0,20,1,9,5111,5100,4206,4800,317.5,13.9,5700,668,668,5111
2019-12-31,2800000000,인천광역시,전체,0,20,1,10,7542,5850,6157,5700,468.5,17,99900,554,554,7542
2019-12-31,2800000000,인천광역시,전체,0,20,2,0,3678,3500,3182,3084,254.6,100,26000,9009,9009,3678
2019-12-31,2800000000,인천광역시,전체,0,20,2,1,1445,1500,1132,1200,100,2.6,1900,595,595,1445
2019-12-31,2800000000,인천광역시,전체,0,20,2,2,2006,2000,1612,1845,138.9,2.2,2100,362,362,2006
2019-12-31,2800000000,인천광역시,전체,0,20,2,3,2274,2300,1843,2100,157.4,4.4,2400,645,645,2274
2019-12-31,2800000000,인천광역시,전체,0,20,2,4,2528,2500,2096,2397,175,4.4,2700,579,579,2528
2019-12-31,2800000000,인천광역시,전체,0,20,2,5,2775,2800,2319,2614,192.1,5.2,2900,620,620,2775
2019-12-31,2800000000,인천광역시,전체,0,20,2,6,3043,3000,2579,2872,210.6,7.7,3200,834,834,3043
2019-12-31,2800000000,인천광역시,전체,0,20,2,7,3386,3400,2940,3200,234.4,11.6,3600,1139,1139,3386
2019-12-31,2800000000,인천광역시,전체,0,20,2,8,3977,4000,3478,3781,275.3,19.9,4400,1656,1656,3977
2019-12-31,2800000000,인천광역시,전체,0,20,2,9,5019,4900,4429,4681,347.4,26.2,5700,1732,1732,5019
2019-12-31,2800000000,인천광역시,전체,0,20,2,10,6166,5700,5480,5700,426.8,15.8,26000,847,847,6166
2019-12-31,2800000000,인천광역시,전체,0,20,3,0,2782,2500,2354,2094,185.8,100,90900,85799,85799,2782
2019-12-31,2800000000,인천광역시,전체,0,20,3,1,1497,1500,1193,1300,100,13.5,1900,21538,21538,1497
2019-12-31,2800000000,인천광역시,전체,0,20,3,2,1996,2000,1561,1817,133.4,8.1,2100,9645,9645,1996
2019-12-31,2800000000,인천광역시,전체,0,20,3,3,2266,2300,1773,2048,151.4,9.3,2400,9775,9775,2266
2019-12-31,2800000000,인천광역시,전체,0,20,3,4,2528,2500,2022,2304,168.8,8,2700,7510,7510,2528
2019-12-31,2800000000,인천광역시,전체,0,20,3,5,2774,2800,2259,2598,185.3,6.6,2900,5640,5640,2774
2019-12-31,2800000000,인천광역시,전체,0,20,3,6,3040,3000,2494,2861,203.1,7.9,3200,6222,6222,3040
2019-12-31,2800000000,인천광역시,전체,0,20,3,7,3372,3400,2830,3200,225.3,9.9,3600,7012,7012,3372
2019-12-31,2800000000,인천광역시,전체,0,20,3,8,3951,3900,3459,3800,263.9,13.1,4400,7893,7893,3951
2019-12-31,2800000000,인천광역시,전체,0,20,3,9,5066,5000,4757,4900,338.4,15.7,5700,7385,7385,5066
2019-12-31,2800000000,인천광역시,전체,0,20,3,10,6062,5700,5718,5700,404.9,8.1,90900,3179,3179,6062
2019-12-31,2800000000,인천광역시,전체,0,20,4,0,2283,2000,2154,1900,133.9,100,99900,288111,288508,2279
2019-12-31,2800000000,인천광역시,전체,0,20,4,1,1705,1800,1601,1700,100,24.9,1900,96150,96547,1698
2019-12-31,2800000000,인천광역시,전체,0,20,4,2,1964,1900,1853,1900,115.2,24.8,2100,82903,82903,1964
2019-12-31,2800000000,인천광역시,전체,0,20,4,3,2245,2200,2094,2200,131.7,14.8,2400,43371,43371,2245
2019-12-31,2800000000,인천광역시,전체,0,20,4,4,2523,2500,2310,2500,148,6,2700,15606,15606,2523
2019-12-31,2800000000,인천광역시,전체,0,20,4,5,2769,2800,2524,2700,162.4,4,2900,9555,9555,2769
2019-12-31,2800000000,인천광역시,전체,0,20,4,6,3027,3000,2833,3000,177.6,3.7,3200,8056,8056,3027
2019-12-31,2800000000,인천광역시,전체,0,20,4,7,3382,3400,3216,3300,198.4,4.4,3600,8489,8489,3382
2019-12-31,2800000000,인천광역시,전체,0,20,4,8,3947,3900,3817,3900,231.5,6,4400,9976,9976,3947
2019-12-31,2800000000,인천광역시,전체,0,20,4,9,5077,5000,4987,5000,297.8,7.6,5700,9906,9906,5077
2019-12-31,2800000000,인천광역시,전체,0,20,4,10,6088,5700,5949,5700,357.1,3.8,99900,4099,4099,6088
2019-12-31,2800000000,인천광역시,전체,0,30,0,0,3360,2800,2643,2400,205.3,100,99900,415961,417133,3351
2019-12-31,2800000000,인천광역시,전체,0,30,0,1,1637,1700,1278,1426,100,1.9,1900,16573,17745,1529
2019-12-31,2800000000,인천광역시,전체,0,30,0,2,2017,2000,1632,1900,123.2,5,2100,34928,34928,2017
2019-12-31,2800000000,인천광역시,전체,0,30,0,3,2274,2300,1889,2200,138.9,10.8,2400,66151,66151,2274
2019-12-31,2800000000,인천광역시,전체,0,30,0,4,2524,2500,2063,2400,154.2,10,2700,55611,55611,2524
2019-12-31,2800000000,인천광역시,전체,0,30,0,5,2766,2800,2193,2649,169,8.3,2900,41844,41844,2766
2019-12-31,2800000000,인천광역시,전체,0,30,0,6,3030,3000,2302,2749,185.1,7.9,3200,36603,36603,3030
2019-12-31,2800000000,인천광역시,전체,0,30,0,7,3372,3400,2463,2877,206,8.9,3600,36994,36994,3372
2019-12-31,2800000000,인천광역시,전체,0,30,0,8,3958,4000,2929,3396,241.9,12.7,4400,44944,44944,3958
2019-12-31,2800000000,인천광역시,전체,0,30,0,9,5047,5000,4044,4500,308.4,17.7,5700,48881,48881,5047
2019-12-31,2800000000,인천광역시,전체,0,30,0,10,6982,6000,5538,5700,426.6,16.7,99900,33432,33432,6982
2019-12-31,2800000000,인천광역시,전체,0,30,1,0,3938,3300,2551,2404,240.3,100,99900,30536,30536,3938
2019-12-31,2800000000,인천광역시,전체,0,30,1,1,1639,1700,914,1106,100,0.8,1900,603,603,1639
2019-12-31,2800000000,인천광역시,전체,0,30,1,2,2019,2000,982,1355,123.2,1.8,2100,1101,1101,2019
2019-12-31,2800000000,인천광역시,전체,0,30,1,3,2287,2300,1221,1641,139.5,4.6,2400,2406,2406,2287
2019-12-31,2800000000,인천광역시,전체,0,30,1,4,2535,2500,1586,1979,154.7,7,2700,3318,3318,2535
2019-12-31,2800000000,인천광역시,전체,0,30,1,5,2776,2800,1880,2248,169.4,7.6,2900,3295,3295,2776
2019-12-31,2800000000,인천광역시,전체,0,30,1,6,3032,3000,1966,2381,185,9.5,3200,3773,3773,3032
2019-12-31,2800000000,인천광역시,전체,0,30,1,7,3377,3400,2003,2507,206,10.6,3600,3775,3775,3377
2019-12-31,2800000000,인천광역시,전체,0,30,1,8,3913,3900,2200,2812,238.7,15.8,4400,4842,4842,3913
2019-12-31,2800000000,인천광역시,전체,0,30,1,9,5051,5000,3389,4165,308.2,15,5700,3562,3562,5051
2019-12-31,2800000000,인천광역시,전체,0,30,1,10,8511,6600,6260,5700,519.2,27.3,99900,3861,3861,8511
2019-12-31,2800000000,인천광역시,전체,0,30,2,0,4870,4700,3570,3505,311.6,100,96300,18168,18168,4870
2019-12-31,2800000000,인천광역시,전체,0,30,2,1,1563,1600,1147,1300,100,0.4,1900,247,247,1563
2019-12-31,2800000000,인천광역시,전체,0,30,2,2,2011,2000,1326,1689,128.7,0.6,2100,250,250,2011
2019-12-31,2800000000,인천광역시,전체,0,30,2,3,2282,2300,1592,1915,146,1.2,2400,464,464,2282
2019-12-31,2800000000,인천광역시,전체,0,30,2,4,2538,2500,1699,2043,162.4,1.7,2700,585,585,2538
2019-12-31,2800000000,인천광역시,전체,0,30,2,5,2782,2800,2033,2466,178,2,2900,648,648,2782
2019-12-31,2800000000,인천광역시,전체,0,30,2,6,3043,3000,2241,2562,194.7,3.5,3200,1011,1011,3043
2019-12-31,2800000000,인천광역시,전체,0,30,2,7,3399,3400,2561,2920,217.5,6,3600,1573,1573,3399
2019-12-31,2800000000,인천광역시,전체,0,30,2,8,3992,4000,3003,3380,255.4,14.7,4400,3251,3251,3992
2019-12-31,2800000000,인천광역시,전체,0,30,2,9,5041,5000,3779,4195,322.6,28.3,5700,4973,4973,5041
2019-12-31,2800000000,인천광역시,전체,0,30,2,10,7117,6500,5101,5557,455.4,41.6,96300,5166,5166,7117
2019-12-31,2800000000,인천광역시,전체,0,30,3,0,3553,3200,2593,2400,222.4,100,99900,152014,152014,3553
2019-12-31,2800000000,인천광역시,전체,0,30,3,1,1598,1600,1216,1400,100,3.4,1900,11372,11372,1598
2019-12-31,2800000000,인천광역시,전체,0,30,3,2,2004,2000,1423,1728,125.4,4,2100,10858,10858,2004
2019-12-31,2800000000,인천광역시,전체,0,30,3,3,2272,2300,1575,1915,142.2,6.2,2400,14732,14732,2272
2019-12-31,2800000000,인천광역시,전체,0,30,3,4,2531,2500,1779,2118,158.4,6.3,2700,13432,13432,2531
2019-12-31,2800000000,인천광역시,전체,0,30,3,5,2770,2800,2011,2332,173.4,5.7,2900,11029,11029,2770
2019-12-31,2800000000,인천광역시,전체,0,30,3,6,3047,3000,2131,2502,190.7,7.8,3200,13870,13870,3047
2019-12-31,2800000000,인천광역시,전체,0,30,3,7,3369,3400,2359,2713,210.9,10.9,3600,17414,17414,3369
2019-12-31,2800000000,인천광역시,전체,0,30,3,8,3964,4000,2837,3212,248.1,16.1,4400,21879,21879,3964
2019-12-31,2800000000,인천광역시,전체,0,30,3,9,5021,5000,3806,4278,314.3,21.4,5700,22967,22967,5021
2019-12-31,2800000000,인천광역시,전체,0,30,3,10,6856,6100,5223,5700,429.1,18.4,99900,14461,14461,6856
2019-12-31,2800000000,인천광역시,전체,0,30,4,0,3015,2600,2614,2400,173,100,99900,215243,216415,2999
2019-12-31,2800000000,인천광역시,전체,0,30,4,1,1742,1800,1495,1507,100,1.2,1900,4351,5523,1373
2019-12-31,2800000000,인천광역시,전체,0,30,4,2,2023,2000,1767,1951,116.1,7.1,2100,22719,22719,2023
2019-12-31,2800000000,인천광역시,전체,0,30,4,3,2273,2300,2021,2200,130.5,17,2400,48549,48549,2273
2019-12-31,2800000000,인천광역시,전체,0,30,4,4,2521,2500,2210,2500,144.7,14.9,2700,38276,38276,2521
2019-12-31,2800000000,인천광역시,전체,0,30,4,5,2762,2700,2310,2700,158.5,11.4,2900,26872,26872,2762
2019-12-31,2800000000,인천광역시,전체,0,30,4,6,3015,3000,2508,2900,173.1,8.3,3200,17949,17949,3015
2019-12-31,2800000000,인천광역시,전체,0,30,4,7,3370,3400,2702,3200,193.5,7.4,3600,14232,14232,3370
2019-12-31,2800000000,인천광역시,전체,0,30,4,8,3958,3900,3284,3700,227.2,9.1,4400,14972,14972,3958
2019-12-31,2800000000,인천광역시,전체,0,30,4,9,5082,5000,4570,4800,291.7,13.6,5700,17379,17379,5082
2019-12-31,2800000000,인천광역시,전체,0,30,4,10,6503,5700,5941,5700,373.3,10,99900,9944,9944,6503
2019-12-31,2800000000,인천광역시,전체,0,40,0,0,4001,3300,3077,2800,236.6,100,99900,459288,461860,3978
2019-12-31,2800000000,인천광역시,전체,0,40,0,1,1691,1800,1135,0,100,0,1900,239,2811,144
2019-12-31,2800000000,인천광역시,전체,0,40,0,2,2035,2000,1155,1546,120.3,0.7,2100,6622,6622,2035
2019-12-31,2800000000,인천광역시,전체,0,40,0,3,2304,2300,1730,2100,136.2,3.3,2400,26125,26125,2304
2019-12-31,2800000000,인천광역시,전체,0,40,0,4,2548,2600,2123,2473,150.6,7.3,2700,52713,52713,2548
2019-12-31,2800000000,인천광역시,전체,0,40,0,5,2764,2800,2256,2700,163.5,8.9,2900,59297,59297,2764
2019-12-31,2800000000,인천광역시,전체,0,40,0,6,3038,3000,2467,2900,179.7,10.3,3200,62194,62194,3038
2019-12-31,2800000000,인천광역시,전체,0,40,0,7,3364,3400,2557,3016,198.9,10.9,3600,59609,59609,3364
2019-12-31,2800000000,인천광역시,전체,0,40,0,8,3939,3900,2837,3324,232.9,13.2,4400,61806,61806,3939
2019-12-31,2800000000,인천광역시,전체,0,40,0,9,5023,5000,3914,4400,297,17.9,5700,65336,65336,5023
2019-12-31,2800000000,인천광역시,전체,0,40,0,10,7713,6600,5776,5700,456.1,27.4,99900,65347,65347,7713
2019-12-31,2800000000,인천광역시,전체,0,40,1,0,4629,3700,3029,2900,264.7,100,99900,57023,57023,4629
2019-12-31,2800000000,인천광역시,전체,0,40,1,1,1749,1800,807,1199,100,0,1900,39,39,1749
2019-12-31,2800000000,인천광역시,전체,0,40,1,2,2038,2000,414,973,116.5,0.5,2100,624,624,2038
2019-12-31,2800000000,인천광역시,전체,0,40,1,3,2282,2300,780,1338,130.5,1.5,2400,1686,1686,2282
2019-12-31,2800000000,인천광역시,전체,0,40,1,4,2538,2500,1173,1669,145.1,2,2700,2095,2095,2538
2019-12-31,2800000000,인천광역시,전체,0,40,1,5,2786,2800,1642,2039,159.3,2.8,2900,2673,2673,2786
2019-12-31,2800000000,인천광역시,전체,0,40,1,6,3048,3000,2032,2434,174.3,7.1,3200,6164,6164,3048
2019-12-31,2800000000,인천광역시,전체,0,40,1,7,3388,3400,2313,2759,193.7,13,3600,10155,10155,3388
2019-12-31,2800000000,인천광역시,전체,0,40,1,8,3898,3800,2319,2890,222.9,20.9,4400,14131,14131,3898
