기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,평균소득,중위소득,평균처분가능소득,중위처분가능소득,소득분위배율,소득점유율,소득경계값,소득산출인구수,소득미산출인구수,소득미산출 인구포함 평균소득
2019-12-31,2800000000,인천광역시,전체,1,40,2,10,8225,7500,5948,5994,747.7,77.4,99900,6849,6849,8225
2019-12-31,2800000000,인천광역시,전체,1,40,3,0,4806,4200,3348,3093,281.1,100,99900,85580,85580,4806
2019-12-31,2800000000,인천광역시,전체,1,40,3,1,1710,1700,1244,1468,100,0,1900,71,71,1710
2019-12-31,2800000000,인천광역시,전체,1,40,3,2,2028,2000,1224,1606,118.6,0.5,2100,1076,1076,2028
2019-12-31,2800000000,인천광역시,전체,1,40,3,3,2289,2300,1514,1880,133.9,1.9,2400,3355,3355,2289
2019-12-31,2800000000,인천광역시,전체,1,40,3,4,2538,2500,1793,2161,148.4,2.8,2700,4500,4500,2538
2019-12-31,2800000000,인천광역시,전체,1,40,3,5,2777,2800,1993,2354,162.4,3.3,2900,4928,4928,2777
2019-12-31,2800000000,인천광역시,전체,1,40,3,6,3052,3000,2088,2481,178.5,5.3,3200,7098,7098,3052
2019-12-31,2800000000,인천광역시,전체,1,40,3,7,3370,3400,2302,2685,197.1,8.3,3600,10131,10131,3370
2019-12-31,2800000000,인천광역시,전체,1,40,3,8,3973,4000,2800,3170,232.4,13.5,4400,14027,14027,3973
2019-12-31,2800000000,인천광역시,전체,1,40,3,9,5004,5000,3564,3935,292.7,21.8,5700,17913,17913,5004
2019-12-31,2800000000,인천광역시,전체,1,40,3,10,7787,6900,5378,5465,455.4,42.6,99900,22481,22481,7787
2019-12-31,2800000000,인천광역시,전체,1,40,4,0,3492,3000,2873,2700,204.7,100,99900,105105,106848,3435
2019-12-31,2800000000,인천광역시,전체,1,40,4,1,1706,1800,1374,0,100,0,1800,16,1759,16
2019-12-31,2800000000,인천광역시,전체,1,40,4,2,2053,2100,1378,1715,120.3,0.5,2100,913,913,2053
2019-12-31,2800000000,인천광역시,전체,1,40,4,3,2317,2300,1932,2200,135.8,4.9,2400,7757,7757,2317
2019-12-31,2800000000,인천광역시,전체,1,40,4,4,2548,2600,2233,2500,149.3,13.1,2700,18938,18938,2548
2019-12-31,2800000000,인천광역시,전체,1,40,4,5,2761,2700,2305,2700,161.8,14.2,2900,18919,18919,2761
2019-12-31,2800000000,인천광역시,전체,1,40,4,6,3033,3000,2630,3000,177.8,15.3,3200,18513,18513,3033
2019-12-31,2800000000,인천광역시,전체,1,40,4,7,3356,3300,2680,3167,196.7,11.1,3600,12102,12102,3356
2019-12-31,2800000000,인천광역시,전체,1,40,4,8,3944,3900,2912,3394,231.2,10.1,4400,9393,9393,3944
2019-12-31,2800000000,인천광역시,전체,1,40,4,9,4996,4900,4035,4455,292.8,14.3,5700,10480,10480,4996
2019-12-31,2800000000,인천광역시,전체,1,40,4,10,7499,6400,6074,5700,439.5,16.5,99900,8074,8074,7499
2019-12-31,2800000000,인천광역시,전체,1,50,0,0,4404,3500,3424,3000,255.1,100,99900,232660,236514,4333
2019-12-31,2800000000,인천광역시,전체,1,50,0,1,1727,1800,1203,0,100,0,1900,30,3884,13
2019-12-31,2800000000,인천광역시,전체,1,50,0,2,2048,2100,937,1471,118.6,0.3,2100,1503,1503,2048
2019-12-31,2800000000,인천광역시,전체,1,50,0,3,2311,2300,1771,2129,133.8,2.1,2400,9168,9168,2311
2019-12-31,2800000000,인천광역시,전체,1,50,0,4,2548,2600,2146,2500,147.6,5.3,2700,21129,21129,2548
2019-12-31,2800000000,인천광역시,전체,1,50,0,5,2767,2800,2295,2700,160.2,6.8,2900,25293,25293,2767
2019-12-31,2800000000,인천광역시,전체,1,50,0,6,3043,3000,2572,2905,176.2,9.4,3200,31514,31514,3043
2019-12-31,2800000000,인천광역시,전체,1,50,0,7,3369,3400,2686,3176,195.1,10.9,3600,33288,33288,3369
2019-12-31,2800000000,인천광역시,전체,1,50,0,8,3929,3900,2920,3470,227.5,13.7,4400,35780,35780,3929
2019-12-31,2800000000,인천광역시,전체,1,50,0,9,4975,4900,3858,4400,288.1,15.5,5700,31915,31915,4975
2019-12-31,2800000000,인천광역시,전체,1,50,0,10,8578,7500,6447,5976,496.8,36,99900,43040,43040,8578
2019-12-31,2800000000,인천광역시,전체,1,50,1,0,5000,4000,3371,3200,306.1,100,99900,40904,40904,5000
2019-12-31,2800000000,인천광역시,전체,1,50,1,1,,,,,,,,6,6,
2019-12-31,2800000000,인천광역시,전체,1,50,1,2,2047,2000,-179,646,125.3,0.3,2100,276,276,2047
2019-12-31,2800000000,인천광역시,전체,1,50,1,3,2287,2300,611,1263,140,0.8,2400,750,750,2287
2019-12-31,2800000000,인천광역시,전체,1,50,1,4,2538,2500,942,1761,155.4,1.1,2700,896,896,2538
2019-12-31,2800000000,인천광역시,전체,1,50,1,5,2782,2800,1588,2064,170.3,1.5,2900,1083,1083,2782
2019-12-31,2800000000,인천광역시,전체,1,50,1,6,3051,3000,2046,2515,186.8,4.9,3200,3253,3253,3051
2019-12-31,2800000000,인천광역시,전체,1,50,1,7,3406,3400,2450,2905,208.5,11.8,3600,7071,7071,3406
2019-12-31,2800000000,인천광역시,전체,1,50,1,8,3905,3900,2507,3154,239.1,22.1,4400,11559,11559,3905
2019-12-31,2800000000,인천광역시,전체,1,50,1,9,4981,4900,3362,4077,304.9,18.1,5700,7453,7453,4981
2019-12-31,2800000000,인천광역시,전체,1,50,1,10,9429,7500,6650,5900,577.3,39.4,99900,8557,8557,9429
2019-12-31,2800000000,인천광역시,전체,1,50,2,0,8104,7700,6385,6328,,100,92100,6023,6023,8104
2019-12-31,2800000000,인천광역시,전체,1,50,2,2,,,,,,,,5,5,
2019-12-31,2800000000,인천광역시,전체,1,50,2,3,2300,2300,1024,1597,,0.1,2400,19,19,2300
2019-12-31,2800000000,인천광역시,전체,1,50,2,4,2561,2600,1628,1960,,0.1,2700,28,28,2561
2019-12-31,2800000000,인천광역시,전체,1,50,2,5,2768,2700,1370,1772,,0.1,2900,19,19,2768
2019-12-31,2800000000,인천광역시,전체,1,50,2,6,3019,3000,1944,2391,,0.5,3200,85,85,3019
2019-12-31,2800000000,인천광역시,전체,1,50,2,7,3405,3400,2261,2687,,0.4,3600,64,64,3405
2019-12-31,2800000000,인천광역시,전체,1,50,2,8,4032,4100,3024,3394,,1.7,4400,207,207,4032
2019-12-31,2800000000,인천광역시,전체,1,50,2,9,5095,5100,4055,4445,,8,5700,766,766,5095
2019-12-31,2800000000,인천광역시,전체,1,50,2,10,8990,8300,7105,6900,,89,92100,4830,4830,8990
2019-12-31,2800000000,인천광역시,전체,1,50,3,0,5363,4500,4034,3655,357.5,100,99900,67509,67509,5363
2019-12-31,2800000000,인천광역시,전체,1,50,3,1,,,,,,,,3,3,
2019-12-31,2800000000,인천광역시,전체,1,50,3,2,2045,2000,671,1077,136.3,0.2,2100,320,320,2045
2019-12-31,2800000000,인천광역시,전체,1,50,3,3,2300,2300,1325,1626,153.3,0.7,2400,1072,1072,2300
2019-12-31,2800000000,인천광역시,전체,1,50,3,4,2544,2600,1754,2130,169.6,1.5,2700,2083,2083,2544
2019-12-31,2800000000,인천광역시,전체,1,50,3,5,2778,2800,2164,2528,185.2,2.2,2900,2855,2855,2778
2019-12-31,2800000000,인천광역시,전체,1,50,3,6,3058,3100,2256,2677,203.9,4.2,3200,5024,5024,3058
2019-12-31,2800000000,인천광역시,전체,1,50,3,7,3367,3400,2450,2868,224.5,7.2,3600,7694,7694,3367
2019-12-31,2800000000,인천광역시,전체,1,50,3,8,3978,4000,3121,3536,265.2,13.6,4400,12360,12360,3978
2019-12-31,2800000000,인천광역시,전체,1,50,3,9,4975,4900,3942,4400,331.7,19.2,5700,13967,13967,4975
2019-12-31,2800000000,인천광역시,전체,1,50,3,10,8393,7600,6192,5935,559.6,51.3,99900,22131,22131,8393
2019-12-31,2800000000,인천광역시,전체,1,50,4,0,3462,3000,2943,2800,193.9,100,99900,118224,122078,3353
2019-12-31,2800000000,인천광역시,전체,1,50,4,1,1786,1800,1530,0,100,0,1900,21,3875,10
2019-12-31,2800000000,인천광역시,전체,1,50,4,2,2050,2100,1371,1737,114.8,0.5,2100,902,902,2050
2019-12-31,2800000000,인천광역시,전체,1,50,4,3,2315,2300,1957,2200,129.6,4.1,2400,7327,7327,2315
2019-12-31,2800000000,인천광역시,전체,1,50,4,4,2549,2600,2252,2500,142.7,11.3,2700,18122,18122,2549
2019-12-31,2800000000,인천광역시,전체,1,50,4,5,2764,2800,2349,2700,154.8,14.4,2900,21336,21336,2764
2019-12-31,2800000000,인천광역시,전체,1,50,4,6,3039,3000,2717,3000,170.2,17.2,3200,23152,23152,3039
2019-12-31,2800000000,인천광역시,전체,1,50,4,7,3355,3300,2877,3200,187.9,15.1,3600,18459,18459,3355
2019-12-31,2800000000,인천광역시,전체,1,50,4,8,3899,3900,3116,3600,218.3,11.1,4400,11654,11654,3899
2019-12-31,2800000000,인천광역시,전체,1,50,4,9,4959,4900,4103,4500,277.7,11.8,5700,9729,9729,4959
2019-12-31,2800000000,인천광역시,전체,1,50,4,10,7890,6700,6540,5700,441.8,14.5,99900,7522,7522,7890
2019-12-31,2800000000,인천광역시,전체,1,60,0,0,3512,2900,2833,2600,202.7,100,99900,146323,151028,3402
2019-12-31,2800000000,인천광역시,전체,1,60,0,1,1733,1800,1487,0,100,0.9,1900,2531,7236,606
2019-12-31,2800000000,인천광역시,전체,1,60,0,2,2017,2000,1722,1936,116.4,4,2100,10078,10078,2017
2019-12-31,2800000000,인천광역시,전체,1,60,0,3,2276,2300,1965,2200,131.3,9,2400,20294,20294,2276
2019-12-31,2800000000,인천광역시,전체,1,60,0,4,2535,2500,2181,2500,146.3,9.6,2700,19473,19473,2535
2019-12-31,2800000000,인천광역시,전체,1,60,0,5,2768,2800,2305,2700,159.7,9.9,2900,18302,18302,2768
2019-12-31,2800000000,인천광역시,전체,1,60,0,6,3031,3000,2529,2900,174.9,10.5,3200,17768,17768,3031
2019-12-31,2800000000,인천광역시,전체,1,60,0,7,3366,3400,2649,3200,194.2,11.1,3600,16871,16871,3366
2019-12-31,2800000000,인천광역시,전체,1,60,0,8,3921,3900,2882,3600,226.3,11.7,4400,15367,15367,3921
2019-12-31,2800000000,인천광역시,전체,1,60,0,9,4954,4900,4018,4500,285.9,13.2,5700,13710,13710,4954
2019-12-31,2800000000,인천광역시,전체,1,60,0,10,8730,7000,6693,5900,503.8,20.3,99900,11929,11929,8730
2019-12-31,2800000000,인천광역시,전체,1,60,1,0,4655,3700,3079,3100,277.5,100,99900,24237,24237,4655
2019-12-31,2800000000,인천광역시,전체,1,60,1,1,,,,,,,,9,9,
2019-12-31,2800000000,인천광역시,전체,1,60,1,2,2043,2100,686,1449,121.7,0.4,2100,218,218,2043
2019-12-31,2800000000,인천광역시,전체,1,60,1,3,2282,2300,997,1689,136,1.2,2400,572,572,2282
2019-12-31,2800000000,인천광역시,전체,1,60,1,4,2543,2600,1285,1960,151.5,1.8,2700,778,778,2543
2019-12-31,2800000000,인천광역시,전체,1,60,1,5,2790,2800,1893,2351,166.3,3.1,2900,1259,1259,2790
2019-12-31,2800000000,인천광역시,전체,1,60,1,6,3050,3000,2191,2638,181.8,8.2,3200,3029,3029,3050
2019-12-31,2800000000,인천광역시,전체,1,60,1,7,3387,3400,2515,3079,201.9,15.5,3600,5148,5148,3387
2019-12-31,2800000000,인천광역시,전체,1,60,1,8,3888,3800,2426,3325,231.7,20.4,4400,5923,5923,3888
2019-12-31,2800000000,인천광역시,전체,1,60,1,9,5008,5000,3371,4401,298.5,15,5700,3369,3369,5008
2019-12-31,2800000000,인천광역시,전체,1,60,1,10,9918,7400,6413,5973,591.2,34.6,99900,3932,3932,9918
2019-12-31,2800000000,인천광역시,전체,1,60,2,0,5935,5400,5196,4900,,100,56900,1587,1587,5935
2019-12-31,2800000000,인천광역시,전체,1,60,2,1,,,,,,,,2,2,
2019-12-31,2800000000,인천광역시,전체,1,60,2,2,,,,,,,,8,8,
2019-12-31,2800000000,인천광역시,전체,1,60,2,3,2296,2300,1432,1710,,0.6,2400,24,24,2296
2019-12-31,2800000000,인천광역시,전체,1,60,2,4,2542,2500,1903,2293,,0.8,2700,31,31,2542
2019-12-31,2800000000,인천광역시,전체,1,60,2,5,2768,2800,2250,2554,,0.6,2900,19,19,2768
2019-12-31,2800000000,인천광역시,전체,1,60,2,6,3038,3000,2729,2900,,1.5,3200,45,45,3038
2019-12-31,2800000000,인천광역시,전체,1,60,2,7,3401,3400,2481,2919,,3,3600,84,84,3401
2019-12-31,2800000000,인천광역시,전체,1,60,2,8,4018,4000,3649,3800,,8.9,4400,209,209,4018
2019-12-31,2800000000,인천광역시,전체,1,60,2,9,5041,5000,4463,4800,,25.5,5700,477,477,5041
2019-12-31,2800000000,인천광역시,전체,1,60,2,10,8063,6800,7088,6500,,58.9,56900,688,688,8063
2019-12-31,2800000000,인천광역시,전체,1,60,3,0,4164,3500,3330,3035,245.9,100,99900,27935,27935,4164
2019-12-31,2800000000,인천광역시,전체,1,60,3,1,1693,1700,1365,1583,100,0.7,1900,508,508,1693
2019-12-31,2800000000,인천광역시,전체,1,60,3,2,2016,2000,1481,1822,119.1,2,2100,1138,1138,2016
2019-12-31,2800000000,인천광역시,전체,1,60,3,3,2281,2300,1596,2008,134.7,3.7,2400,1893,1893,2281
2019-12-31,2800000000,인천광역시,전체,1,60,3,4,2536,2500,1898,2316,149.8,4.3,2700,1976,1976,2536
2019-12-31,2800000000,인천광역시,전체,1,60,3,5,2774,2800,2171,2581,163.8,4.4,2900,1828,1828,2774
2019-12-31,2800000000,인천광역시,전체,1,60,3,6,3056,3100,2347,2794,180.5,7.9,3200,3000,3000,3056
2019-12-31,2800000000,인천광역시,전체,1,60,3,7,3356,3300,2596,3038,198.2,12.2,3600,4215,4215,3356
2019-12-31,2800000000,인천광역시,전체,1,60,3,8,3958,3900,3262,3700,233.7,15.6,4400,4597,4597,3958
2019-12-31,2800000000,인천광역시,전체,1,60,3,9,4939,4900,4161,4500,291.7,19.9,5700,4686,4686,4939
2019-12-31,2800000000,인천광역시,전체,1,60,3,10,8335,7200,6700,6100,492.3,29.3,99900,4094,4094,8335
2019-12-31,2800000000,인천광역시,전체,1,60,4,0,2974,2700,2577,2422,170.6,100,99900,92564,97269,2830
2019-12-31,2800000000,인천광역시,전체,1,60,4,1,1744,1800,1522,0,100,1.3,1900,2012,6717,522
2019-12-31,2800000000,인천광역시,전체,1,60,4,2,2017,2000,1780,1996,115.7,6.4,2100,8714,8714,2017
2019-12-31,2800000000,인천광역시,전체,1,60,4,3,2275,2300,2036,2200,130.5,14.7,2400,17805,17805,2275
2019-12-31,2800000000,인천광역시,전체,1,60,4,4,2534,2500,2257,2500,145.3,15.4,2700,16688,16688,2534
2019-12-31,2800000000,인천광역시,전체,1,60,4,5,2765,2800,2355,2700,158.6,15.3,2900,15196,15196,2765
2019-12-31,2800000000,인천광역시,전체,1,60,4,6,3019,3000,2662,3000,173.2,12.8,3200,11694,11694,3019
2019-12-31,2800000000,인천광역시,전체,1,60,4,7,3356,3300,2774,3200,192.5,9.1,3600,7424,7424,3356
2019-12-31,2800000000,인천광역시,전체,1,60,4,8,3923,3900,3053,3700,225,6.6,4400,4638,4638,3923
2019-12-31,2800000000,인천광역시,전체,1,60,4,9,4924,4800,4269,4500,282.4,9.3,5700,5178,5178,4924
2019-12-31,2800000000,인천광역시,전체,1,60,4,10,7922,6200,6941,5700,454.3,9.3,99900,3215,3215,7922
2019-12-31,2800000000,인천광역시,전체,1,70,0,0,2626,2200,2231,2000,151.4,100,99900,56976,61214,2445
2019-12-31,2800000000,인천광역시,전체,1,70,0,1,1734,1800,1553,0,100,4.7,1900,4056,8294,848
2019-12-31,2800000000,인천광역시,전체,1,70,0,2,2004,2000,1737,2000,115.6,27.7,2100,20709,20709,2004
2019-12-31,2800000000,인천광역시,전체,1,70,0,3,2256,2300,2012,2200,130.1,12.1,2400,8049,8049,2256
2019-12-31,2800000000,인천광역시,전체,1,70,0,4,2545,2600,2304,2500,146.8,13,2700,7641,7641,2545
2019-12-31,2800000000,인천광역시,전체,1,70,0,5,2755,2700,2315,2700,158.9,8.2,2900,4443,4443,2755
2019-12-31,2800000000,인천광역시,전체,1,70,0,6,3033,3000,2562,3000,174.9,6.8,3200,3360,3360,3033
2019-12-31,2800000000,인천광역시,전체,1,70,0,7,3369,3400,2626,3200,194.2,6.2,3600,2744,2744,3369
2019-12-31,2800000000,인천광역시,전체,1,70,0,8,3919,3900,2928,3700,226,6.2,4400,2362,2362,3919
2019-12-31,2800000000,인천광역시,전체,1,70,0,9,4950,4900,4154,4600,285.4,7.7,5700,2321,2321,4950
2019-12-31,2800000000,인천광역시,전체,1,70,0,10,8579,6200,6490,5700,494.7,7.4,99900,1291,1291,8579
2019-12-31,2800000000,인천광역시,전체,1,70,1,0,3818,3300,2536,2838,224.6,100,99900,5607,5607,3818
2019-12-31,2800000000,인천광역시,전체,1,70,1,1,,,,,,,,9,9,
2019-12-31,2800000000,인천광역시,전체,1,70,1,2,2001,2000,828,1894,117.7,9.6,2100,1032,1032,2001
2019-12-31,2800000000,인천광역시,전체,1,70,1,3,2288,2300,1022,1889,134.6,1.7,2400,158,158,2288
2019-12-31,2800000000,인천광역시,전체,1,70,1,4,2551,2600,1793,2324,150,3.2,2700,265,265,2551
2019-12-31,2800000000,인천광역시,전체,1,70,1,5,2784,2800,2034,2492,163.7,4.3,2900,331,331,2784
2019-12-31,2800000000,인천광역시,전체,1,70,1,6,3046,3000,2405,3000,179.2,10.8,3200,757,757,3046
2019-12-31,2800000000,인천광역시,전체,1,70,1,7,3384,3400,2553,3200,199,17.2,3600,1091,1091,3384
2019-12-31,2800000000,인천광역시,전체,1,70,1,8,3883,3800,2444,3600,228.4,16.2,4400,896,896,3883
2019-12-31,2800000000,인천광역시,전체,1,70,1,9,5055,5000,3527,4605,297.4,12.7,5700,539,539,5055
2019-12-31,2800000000,인천광역시,전체,1,70,1,10,9772,7300,6334,6000,574.8,24.1,99900,529,529,9772
2019-12-31,2800000000,인천광역시,전체,1,70,2,0,4125,4200,3776,4092,250,100,14400,194,194,4125
2019-12-31,2800000000,인천광역시,전체,1,70,2,1,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,1,70,2,2,2004,2000,1590,2000,121.4,6.8,2100,27,27,2004
2019-12-31,2800000000,인천광역시,전체,1,70,2,3,,,,,,,,6,6,
2019-12-31,2800000000,인천광역시,전체,1,70,2,4,,,,,,,,5,5,
2019-12-31,2800000000,인천광역시,전체,1,70,2,5,,,,,,,,3,3,
2019-12-31,2800000000,인천광역시,전체,1,70,2,6,3033,3000,2758,3000,183.8,5.7,3200,15,15,3033
2019-12-31,2800000000,인천광역시,전체,1,70,2,7,3400,3400,2653,3300,206.1,4.7,3600,11,11,3400
2019-12-31,2800000000,인천광역시,전체,1,70,2,8,4051,4100,3526,4013,245.5,19.7,4300,39,39,4051
2019-12-31,2800000000,인천광역시,전체,1,70,2,9,5007,5000,4772,4900,303.4,36.3,5700,58,58,5007
2019-12-31,2800000000,인천광역시,전체,1,70,2,10,6677,6500,6545,6236,404.7,21.7,14400,26,26,6677
2019-12-31,2800000000,인천광역시,전체,1,70,3,0,3024,2700,2484,2300,180.9,100,38700,4936,4936,3024
2019-12-31,2800000000,인천광역시,전체,1,70,3,1,1672,1700,1396,1592,100,5.4,1900,486,486,1672
2019-12-31,2800000000,인천광역시,전체,1,70,3,2,1998,2000,1556,1900,119.5,13.8,2100,1033,1033,1998
2019-12-31,2800000000,인천광역시,전체,1,70,3,3,2264,2300,1768,2100,135.4,6.8,2400,447,447,2264
2019-12-31,2800000000,인천광역시,전체,1,70,3,4,2539,2600,2019,2400,151.8,7,2700,412,412,2539
2019-12-31,2800000000,인천광역시,전체,1,70,3,5,2786,2800,2311,2700,166.6,7.7,2900,412,412,2786
2019-12-31,2800000000,인천광역시,전체,1,70,3,6,3042,3000,2585,2900,181.9,11.3,3200,553,553,3042
2019-12-31,2800000000,인천광역시,전체,1,70,3,7,3354,3400,2797,3200,200.6,12.4,3600,550,550,3354
2019-12-31,2800000000,인천광역시,전체,1,70,3,8,3935,3900,3362,3700,235.3,12.7,4400,480,480,3935
2019-12-31,2800000000,인천광역시,전체,1,70,3,9,4879,4800,4015,4556,291.8,12.8,5700,391,391,4879
2019-12-31,2800000000,인천광역시,전체,1,70,3,10,8852,6350,7277,5700,529.4,10.2,38700,172,172,8852
2019-12-31,2800000000,인천광역시,전체,1,70,4,0,2433,2100,2160,2000,139.6,100,99900,46239,50477,2229
2019-12-31,2800000000,인천광역시,전체,1,70,4,1,1743,1800,1575,0,100,5.5,1900,3557,7795,795
2019-12-31,2800000000,인천광역시,전체,1,70,4,2,2005,2000,1798,2000,115,33.2,2100,18617,18617,2005
2019-12-31,2800000000,인천광역시,전체,1,70,4,3,2255,2300,2048,2200,129.4,14.9,2400,7438,7438,2255
2019-12-31,2800000000,인천광역시,전체,1,70,4,4,2546,2600,2341,2500,146.1,15.7,2700,6959,6959,2546
2019-12-31,2800000000,인천광역시,전체,1,70,4,5,2749,2700,2341,2700,157.7,9,2900,3697,3697,2749
2019-12-31,2800000000,인천광역시,전체,1,70,4,6,3026,3000,2613,3000,173.6,5.5,3200,2035,2035,3026
2019-12-31,2800000000,인천광역시,전체,1,70,4,7,3361,3400,2612,3252,192.8,3.3,3600,1092,1092,3361
2019-12-31,2800000000,인천광역시,전체,1,70,4,8,3941,3900,3141,3800,226.1,3.3,4400,947,947,3941
2019-12-31,2800000000,인천광역시,전체,1,70,4,9,4925,4800,4421,4516,282.6,5.8,5700,1333,1333,4925
2019-12-31,2800000000,인천광역시,전체,1,70,4,10,7464,5700,6394,5700,428.2,3.7,99900,564,564,7464
2019-12-31,2800000000,인천광역시,전체,1,80,0,0,1724,1500,1412,1500,114.5,100,61900,13429,16189,1430
2019-12-31,2800000000,인천광역시,전체,1,80,0,1,1505,1500,1244,1500,100,77.4,1900,11905,14665,1222
2019-12-31,2800000000,인천광역시,전체,1,80,0,2,1994,2000,1715,2000,132.5,3.8,2100,443,443,1994
2019-12-31,2800000000,인천광역시,전체,1,80,0,3,2263,2300,1819,2200,150.4,1.8,2400,185,185,2263
2019-12-31,2800000000,인천광역시,전체,1,80,0,4,2526,2500,1915,2500,167.8,1.4,2700,127,127,2526
2019-12-31,2800000000,인천광역시,전체,1,80,0,5,2772,2800,2323,2700,184.2,1.2,2900,101,101,2772
2019-12-31,2800000000,인천광역시,전체,1,80,0,6,3033,3000,2609,3000,201.5,1.2,3200,91,91,3033
2019-12-31,2800000000,인천광역시,전체,1,80,0,7,3372,3400,2823,3300,224,1.8,3600,125,125,3372
2019-12-31,2800000000,인천광역시,전체,1,80,0,8,3953,4000,3564,3860,262.6,2.2,4400,130,130,3953
2019-12-31,2800000000,인천광역시,전체,1,80,0,9,5111,5100,4350,4800,339.5,3.8,5700,173,173,5111
2019-12-31,2800000000,인천광역시,전체,1,80,0,10,8264,5700,5222,5700,549,5.3,61900,149,149,8264
2019-12-31,2800000000,인천광역시,전체,1,80,1,0,2500,1500,862,1500,166.1,100,28200,646,646,2500
2019-12-31,2800000000,인천광역시,전체,1,80,1,1,1505,1500,340,1500,100,43.9,1800,471,471,1505
2019-12-31,2800000000,인천광역시,전체,1,80,1,2,1990,2000,1554,1950,132.2,2.5,2100,20,20,1990
2019-12-31,2800000000,인천광역시,전체,1,80,1,3,2314,2300,175,2300,153.8,2,2400,14,14,2314
2019-12-31,2800000000,인천광역시,전체,1,80,1,4,2550,2500,-1260,2500,169.4,1.9,2700,12,12,2550
2019-12-31,2800000000,인천광역시,전체,1,80,1,5,2773,2800,1608,2700,184.2,1.9,2900,11,11,2773
2019-12-31,2800000000,인천광역시,전체,1,80,1,6,,,,,,,,8,8,
2019-12-31,2800000000,인천광역시,전체,1,80,1,7,3400,3400,1419,3300,225.9,3.2,3600,15,15,3400
2019-12-31,2800000000,인천광역시,전체,1,80,1,8,3975,4000,2570,3850,264.1,3.9,4300,16,16,3975
2019-12-31,2800000000,인천광역시,전체,1,80,1,9,5161,5100,3947,4555,342.9,11.5,5700,36,36,5161
2019-12-31,2800000000,인천광역시,전체,1,80,1,10,10414,6700,3270,5700,691.9,27.7,28200,43,43,10414
2019-12-31,2800000000,인천광역시,전체,1,80,2,0,1764,1500,1514,1500,117.6,100,3400,11,11,1764
2019-12-31,2800000000,인천광역시,전체,1,80,2,1,,,,,,,,9,9,
2019-12-31,2800000000,인천광역시,전체,1,80,2,4,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,1,80,2,7,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,1,80,3,0,2197,1500,1429,1500,145.6,100,61900,350,350,2197
2019-12-31,2800000000,인천광역시,전체,1,80,3,1,1509,1500,845,1500,100,55.6,1900,281,281,1509
2019-12-31,2800000000,인천광역시,전체,1,80,3,2,1983,2000,1905,2000,131.4,3.1,2100,12,12,1983
2019-12-31,2800000000,인천광역시,전체,1,80,3,3,,,,,,,,5,5,
2019-12-31,2800000000,인천광역시,전체,1,80,3,4,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,1,80,3,5,,,,,,,,4,4,
2019-12-31,2800000000,인천광역시,전체,1,80,3,6,,,,,,,,2,2,
2019-12-31,2800000000,인천광역시,전체,1,80,3,7,,,,,,,,3,3,
2019-12-31,2800000000,인천광역시,전체,1,80,3,8,,,,,,,,8,8,
2019-12-31,2800000000,인천광역시,전체,1,80,3,9,5131,5100,3943,5050,340,10.8,5700,16,16,5131
2019-12-31,2800000000,인천광역시,전체,1,80,3,10,10580,6500,6989,5700,701,20.8,61900,15,15,10580
2019-12-31,2800000000,인천광역시,전체,1,80,4,0,1670,1500,1441,1500,111,100,25700,12422,15182,1367
2019-12-31,2800000000,인천광역시,전체,1,80,4,1,1505,1500,1292,1500,100,80.8,1900,11144,13904,1206
2019-12-31,2800000000,인천광역시,전체,1,80,4,2,1995,2000,1718,2000,132.5,4,2100,411,411,1995
2019-12-31,2800000000,인천광역시,전체,1,80,4,3,2260,2300,1947,2200,150.1,1.8,2400,166,166,2260
2019-12-31,2800000000,인천광역시,전체,1,80,4,4,2524,2500,2252,2500,167.7,1.3,2700,110,110,2524
2019-12-31,2800000000,인천광역시,전체,1,80,4,5,2774,2800,2396,2700,184.3,1.2,2900,86,86,2774
2019-12-31,2800000000,인천광역시,전체,1,80,4,6,3032,3000,2665,3000,201.4,1.2,3200,81,81,3032
2019-12-31,2800000000,인천광역시,전체,1,80,4,7,3368,3400,3059,3300,223.8,1.7,3600,106,106,3368
2019-12-31,2800000000,인천광역시,전체,1,80,4,8,3945,3900,3681,3800,262.1,2,4400,106,106,3945
2019-12-31,2800000000,인천광역시,전체,1,80,4,9,5093,5100,4524,4800,338.4,3,5700,121,121,5093
2019-12-31,2800000000,인천광역시,전체,1,80,4,10,6866,5700,5853,5700,456.2,3,25700,91,91,6866
2019-12-31,2800000000,인천광역시,전체,1,90,0,0,1586,1500,1486,0,105.2,100,3300,28,1511,29
2019-12-31,2800000000,인천광역시,전체,1,90,0,1,1508,1500,1470,0,100,100,1700,26,1509,26
2019-12-31,2800000000,인천광역시,전체,1,90,0,2,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,1,90,0,7,,,,,,,,1,1,
2019-12-31,2800000000,인천광역시,전체,1,90,4,0,1586,1500,1486,0,105.2,100,3300,28,1511,29
2019-12-31,2800000000,인천광역시,전체,1,90,4,1,1508,1500,1470,0,100,100,1700,26,1509,26
2019-12-31,2800000000,인천광역시,전체,1,90,4,2,,,,,,,,1,1,
