기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,평균소득,중위소득,평균처분가능소득,중위처분가능소득,소득분위배율,소득점유율,소득경계값,소득산출인구수,소득미산출인구수,소득미산출인구포함평균소득
2019-03-31,2820000000,인천광역시,남동구,2,60,3,10,6989,6100,5824,5700,501.7,9.5,16000,117,117,6989
2019-03-31,2820000000,인천광역시,남동구,2,60,3,8,3845,3800,3230,3600,276,14.9,4300,333,333,3845
2019-03-31,2820000000,인천광역시,남동구,2,70,3,10,,,,,,,,4,4,
2019-03-31,2820000000,인천광역시,남동구,2,60,3,6,2966,3000,2494,2842,212.9,10.8,3100,311,311,2966
2019-03-31,2820000000,인천광역시,남동구,2,60,3,4,2425,2400,1850,2300,174.1,10.8,2600,381,381,2425
2019-03-31,2820000000,인천광역시,남동구,2,70,3,6,2947,3000,2184,2800,207.4,7.8,3100,17,17,2947
2019-03-31,2820000000,인천광역시,남동구,2,60,3,2,1861,1900,1223,1555,133.6,4.6,2000,212,212,1861
2019-03-31,2820000000,인천광역시,남동구,2,60,3,0,3082,2800,2450,2440,221.3,100,16000,2782,2782,3082
2019-03-31,2820000000,인천광역시,남동구,2,70,3,2,1875,1900,1542,1800,132,25.4,2000,87,87,1875
2019-03-31,2820000000,인천광역시,남동구,2,60,2,9,4886,4800,4361,4539,325.8,38.8,5700,37,37,4886
2019-03-31,2820000000,인천광역시,남동구,2,60,2,7,,,,,,,,5,5,
2019-03-31,2820000000,인천광역시,남동구,2,70,2,9,,,,,,,,1,1,
2019-03-31,2820000000,인천광역시,남동구,2,60,2,5,,,,,,,,3,3,
2019-03-31,2820000000,인천광역시,남동구,2,60,2,3,,,,,,,,6,6,
2019-03-31,2820000000,인천광역시,남동구,2,70,2,2,,,,,,,,1,1,
2019-03-31,2820000000,인천광역시,남동구,2,60,2,1,,,,,,,,4,4,
2019-03-31,2820000000,인천광역시,남동구,2,60,1,10,8726,6800,6232,5700,686.2,17.2,99900,176,176,8726
2019-03-31,2820000000,인천광역시,남동구,2,70,1,8,3844,3800,2832,3600,293.5,15.4,4300,54,54,3844
2019-03-31,2820000000,인천광역시,남동구,2,60,1,8,3813,3800,2658,3496,299.9,24.7,4300,580,580,3813
2019-03-31,2820000000,인천광역시,남동구,2,60,1,6,2991,3000,2172,2557,235.2,9.9,3100,295,295,2991
2019-03-31,2820000000,인천광역시,남동구,2,70,1,4,,,,,,,,9,9,
2019-03-31,2820000000,인천광역시,남동구,2,60,1,4,2445,2500,1417,1812,192.3,2.1,2600,78,78,2445
2019-03-31,2820000000,인천광역시,남동구,2,60,1,2,1823,1800,129,887,143.4,1,2000,48,48,1823
2019-03-31,2820000000,인천광역시,남동구,2,70,1,0,3182,3200,2205,2600,243,100,18700,425,425,3182
2019-03-31,2820000000,인천광역시,남동구,2,60,1,0,3765,3400,2579,2900,296.1,100,99900,2377,2377,3765
2019-03-31,2820000000,인천광역시,남동구,2,60,0,9,4898,4800,4124,4500,361.2,9.3,5700,1332,1332,4898
2019-03-31,2820000000,인천광역시,남동구,2,70,0,7,3274,3300,2718,3200,226.8,3.7,3500,257,257,3274
2019-03-31,2820000000,인천광역시,남동구,2,60,0,7,3295,3300,2631,3140,243,8.9,3500,1904,1904,3295
2019-03-31,2820000000,인천광역시,남동구,2,60,0,5,2678,2700,2396,2600,197.5,13.8,2800,3628,3628,2678
2019-03-31,2820000000,인천광역시,남동구,2,70,0,3,2100,2100,1962,2100,145.5,27.3,2300,2967,2967,2100
2019-03-31,2820000000,인천광역시,남동구,2,60,0,3,2171,2200,1951,2100,160.1,15.6,2300,5051,5051,2171
2019-03-31,2820000000,인천광역시,남동구,2,60,0,1,1356,1300,540,0,100,2,1700,1038,1859,757
2019-03-31,2820000000,인천광역시,남동구,2,60,4,10,7293,5700,6786,5700,536.6,4.7,99900,336,336,7293
2019-03-31,2820000000,인천광역시,남동구,2,50,4,10,6562,5700,5937,5700,494.7,8,99900,1049,1049,6562
2019-03-31,2820000000,인천광역시,남동구,2,50,4,8,3823,3800,3039,3600,288.2,9.6,4300,2157,2157,3823
2019-03-31,2820000000,인천광역시,남동구,2,60,4,6,2938,2900,2579,2900,216.2,9.7,3100,1723,1723,2938
2019-03-31,2820000000,인천광역시,남동구,2,50,4,6,2951,2900,2573,2869,222.5,15.5,3100,4493,4493,2951
2019-03-31,2820000000,인천광역시,남동구,2,50,4,4,2450,2500,2162,2385,184.7,13.5,2600,4734,4734,2450
2019-03-31,2820000000,인천광역시,남동구,2,60,4,2,1896,1900,1622,1800,139.5,8.1,2000,2241,2241,1896
2019-03-31,2820000000,인천광역시,남동구,2,50,4,2,1904,2000,1058,1445,143.5,1.4,2000,652,652,1904
2019-03-31,2820000000,인천광역시,남동구,2,50,4,0,3052,2800,2620,2600,230.1,100,99900,28104,29460,2912
2019-03-31,2820000000,인천광역시,남동구,2,60,3,9,4909,4800,4172,4500,352.4,15.4,5700,269,269,4909
2019-03-31,2820000000,인천광역시,남동구,2,50,3,9,4878,4800,4141,4500,357.9,22.1,5700,1434,1434,4878
2019-03-31,2820000000,인천광역시,남동구,2,50,3,7,3309,3300,2708,3100,242.7,13,3500,1238,1238,3309
2019-03-31,2820000000,인천광역시,남동구,2,90,4,2,,,,,,,,2,2,
2019-03-31,2820000000,인천광역시,남동구,2,60,3,5,2684,2700,2173,2587,192.7,10.6,2800,340,340,2684
2019-03-31,2820000000,인천광역시,남동구,2,50,3,5,2700,2700,2216,2523,198.1,6,2800,701,701,2700
2019-03-31,2820000000,인천광역시,남동구,2,50,3,3,2161,2200,1214,1577,158.6,2.1,2300,313,313,2161
2019-03-31,2820000000,인천광역시,남동구,2,60,3,1,1393,1400,545,914,100,3.5,1700,213,213,1393
2019-03-31,2820000000,인천광역시,남동구,2,50,3,1,1363,1400,410,683,100,2.1,1700,498,498,1363
2019-03-31,2820000000,인천광역시,남동구,2,50,2,10,6992,6500,6037,6100,534.6,52.2,29600,186,186,6992
2019-03-31,2820000000,인천광역시,남동구,2,80,4,9,5250,5350,4546,5167,350.3,1.8,5700,14,14,5250
2019-03-31,2820000000,인천광역시,남동구,2,60,2,8,3963,4000,3216,3600,264.2,22.9,4300,27,27,3963
2019-03-31,2820000000,인천광역시,남동구,2,50,2,8,3955,4000,3445,3700,302.3,7,4300,44,44,3955
2019-03-31,2820000000,인천광역시,남동구,2,50,2,6,,,,,,,,4,4,
2019-03-31,2820000000,인천광역시,남동구,2,60,2,4,,,,,,,,4,4,
2019-03-31,2820000000,인천광역시,남동구,2,50,2,4,2377,2400,1538,1510,181.7,1.2,2500,13,13,2377
2019-03-31,2820000000,인천광역시,남동구,2,50,2,2,1831,1800,660,994,140,1.2,2000,16,16,1831
2019-03-31,2820000000,인천광역시,남동구,2,80,4,1,1499,1500,1396,1500,100,87.5,1700,2441,2678,1366
2019-03-31,2820000000,인천광역시,남동구,2,60,2,0,4239,4250,3474,3690,282.6,100,9800,110,110,4239
2019-03-31,2820000000,인천광역시,남동구,2,50,2,0,5166,5200,4341,4600,394.9,100,29600,482,482,5166
2019-03-31,2820000000,인천광역시,남동구,2,50,1,9,4932,4900,3307,4155,384.3,19.2,5700,891,891,4932
2019-03-31,2820000000,인천광역시,남동구,2,60,1,7,3330,3300,2607,3160,261.9,25.2,3500,676,676,3330
2019-03-31,2820000000,인천광역시,남동구,2,50,1,7,3333,3300,2376,2789,259.8,16.9,3500,1161,1161,3333
2019-03-31,2820000000,인천광역시,남동구,2,50,1,5,2694,2700,1646,1964,209.9,1.9,2800,163,163,2694
2019-03-31,2820000000,인천광역시,남동구,2,80,1,8,,,,,,,,1,1,
2019-03-31,2820000000,인천광역시,남동구,2,60,1,3,2168,2200,1065,1519,170.5,0.9,2300,38,38,2168
2019-03-31,2820000000,인천광역시,남동구,2,50,1,3,2148,2100,83,754,167.4,1.2,2300,126,126,2148
2019-03-31,2820000000,인천광역시,남동구,2,50,1,1,1283,1200,-571,98,100,1.6,1700,285,285,1283
2019-03-31,2820000000,인천광역시,남동구,2,60,0,10,7612,5700,6430,5700,561.3,7,99900,645,645,7612
2019-03-31,2820000000,인천광역시,남동구,2,50,0,10,7343,6000,6056,5700,552.1,14.1,99900,2750,2750,7343
2019-03-31,2820000000,인천광역시,남동구,2,50,0,8,3840,3800,3029,3504,288.8,15,4300,5567,5567,3840
2019-03-31,2820000000,인천광역시,남동구,2,80,0,10,6194,5700,5865,5700,413.3,2.3,12300,16,16,6194
2019-03-31,2820000000,인천광역시,남동구,2,60,0,6,2949,2900,2514,2900,217.4,9.8,3100,2333,2333,2949
2019-03-31,2820000000,인천광역시,남동구,2,50,0,6,2955,3000,2533,2828,222.2,11.8,3100,5716,5716,2955
2019-03-31,2820000000,인천광역시,남동구,2,50,0,4,2448,2500,2083,2305,184.1,9.1,2600,5318,5318,2448
2019-03-31,2820000000,인천광역시,남동구,2,60,0,2,1892,1900,1557,1800,139.5,6.7,2000,2505,2505,1892
2019-03-31,2820000000,인천광역시,남동구,2,50,0,2,1880,1900,842,1287,141.3,1.5,2000,1136,1136,1880
2019-03-31,2820000000,인천광역시,남동구,2,50,0,0,3357,3000,2737,2650,252.4,100,99900,42535,43891,3254
2019-03-31,2820000000,인천광역시,남동구,2,80,0,2,1894,1900,1799,1900,126.4,3.1,2000,71,71,1894
2019-03-31,2820000000,인천광역시,남동구,2,50,4,9,4915,4800,4304,4600,370.5,10.3,5700,1795,1795,4915
2019-03-31,2820000000,인천광역시,남동구,2,40,4,9,5010,5000,4513,4800,371.9,13.9,5700,2313,2313,5010
2019-03-31,2820000000,인천광역시,남동구,2,40,4,7,3265,3200,2707,3100,242.3,13.3,3500,3397,3397,3265
2019-03-31,2820000000,인천광역시,남동구,2,50,4,5,2679,2700,2436,2600,202,22.4,2800,7160,7160,2679
2019-03-31,2820000000,인천광역시,남동구,2,40,4,5,2682,2700,2427,2600,199.1,19.3,2800,6019,6019,2682
2019-03-31,2820000000,인천광역시,남동구,2,40,4,3,2185,2200,1662,1945,162.2,3,2300,1137,1137,2185
2019-03-31,2820000000,인천광역시,남동구,2,70,4,5,2641,2600,2516,2600,181.6,9.8,2800,767,767,2641
2019-03-31,2820000000,인천광역시,남동구,2,50,4,1,1326,1300,305,0,100,1.2,1700,763,2119,478
2019-03-31,2820000000,인천광역시,남동구,2,40,4,1,1347,1300,230,0,100,1.1,1700,662,2133,418
2019-03-31,2820000000,인천광역시,남동구,2,40,3,10,6897,6100,5630,5700,506.8,24.5,99900,1577,1577,6897
2019-03-31,2820000000,인천광역시,남동구,2,50,3,8,3875,3900,3228,3600,284.3,20.8,4300,1700,1700,3875
2019-03-31,2820000000,인천광역시,남동구,2,40,3,8,3877,3900,3047,3500,284.9,18.1,4300,2067,2067,3877
2019-03-31,2820000000,인천광역시,남동구,2,40,3,6,2965,3000,2343,2709,217.9,6.8,3100,1014,1014,2965
2019-03-31,2820000000,인천광역시,남동구,2,70,3,8,3850,3800,3086,3630,271,7.2,4300,12,12,3850
2019-03-31,2820000000,인천광역시,남동구,2,50,3,4,2435,2400,1558,1954,178.7,3.3,2600,422,422,2435
2019-03-31,2820000000,인천광역시,남동구,2,40,3,4,2435,2400,1713,2107,179,4.1,2600,750,750,2435
2019-03-31,2820000000,인천광역시,남동구,2,40,3,2,1860,1900,892,1164,136.7,1.8,2000,433,433,1860
2019-03-31,2820000000,인천광역시,남동구,2,50,3,0,3725,3400,2965,3000,273.3,100,95600,8483,8483,3725
2019-03-31,2820000000,인천광역시,남동구,2,40,3,0,3893,3600,3035,2955,286.1,100,99900,11383,11383,3893
2019-03-31,2820000000,인천광역시,남동구,2,40,2,9,5040,5100,4400,4600,379,29,5700,235,235,5040
2019-03-31,2820000000,인천광역시,남동구,2,70,3,0,2278,2000,1837,1800,160.3,100,9800,282,282,2278
2019-03-31,2820000000,인천광역시,남동구,2,50,2,7,3333,3300,2318,2517,254.8,1.6,3500,12,12,3333
2019-03-31,2820000000,인천광역시,남동구,2,40,2,7,3346,3400,2642,3014,251.6,2.1,3500,26,26,3346
2019-03-31,2820000000,인천광역시,남동구,2,40,2,5,2670,2650,1616,2067,200.8,0.7,2800,10,10,2670
2019-03-31,2820000000,인천광역시,남동구,2,50,2,3,2150,2150,1117,1219,164.4,0.9,2300,10,10,2150
2019-03-31,2820000000,인천광역시,남동구,2,40,2,3,2147,2100,1224,1476,161.5,1,2300,19,19,2147
2019-03-31,2820000000,인천광역시,남동구,2,40,2,1,1330,1300,255,670,100,0.7,1700,20,20,1330
2019-03-31,2820000000,인천광역시,남동구,2,70,1,10,8469,6850,5628,5858,646.6,10,18700,16,16,8469
2019-03-31,2820000000,인천광역시,남동구,2,50,1,10,9186,6800,6828,5700,715.9,25.4,99900,633,633,9186
2019-03-31,2820000000,인천광역시,남동구,2,40,1,10,7731,6600,5765,5700,594.5,24.8,99900,564,564,7731
2019-03-31,2820000000,인천광역시,남동구,2,40,1,8,3831,3800,2601,3115,294.6,24.9,4300,1140,1140,3831
2019-03-31,2820000000,인천광역시,남동구,2,50,1,6,2990,3000,2059,2370,233,3.5,3100,272,272,2990
2019-03-31,2820000000,인천광역시,남동구,2,40,1,6,2985,3000,1953,2384,229.6,5.4,3100,320,320,2985
2019-03-31,2820000000,인천광역시,남동구,2,40,1,4,2431,2400,1230,1733,186.9,1.9,2600,134,134,2431
2019-03-31,2820000000,인천광역시,남동구,2,70,1,2,1966,2000,977,1440,150.1,6.8,2000,47,47,1966
2019-03-31,2820000000,인천광역시,남동구,2,50,1,2,1833,1800,31,661,142.8,1,2000,120,120,1833
2019-03-31,2820000000,인천광역시,남동구,2,40,1,2,1849,1900,260,758,142.2,1.2,2000,115,115,1849
2019-03-31,2820000000,인천광역시,남동구,2,40,1,0,4043,3600,2728,2862,310.9,100,99900,4342,4342,4043
2019-03-31,2820000000,인천광역시,남동구,2,50,0,9,4911,4800,4047,4500,369.3,14.7,5700,4284,4284,4911
2019-03-31,2820000000,인천광역시,남동구,2,40,0,9,4983,4900,4223,4544,370.3,18.1,5700,5437,5437,4983
2019-03-31,2820000000,인천광역시,남동구,2,40,0,7,3286,3300,2631,3100,244.2,12.7,3500,5760,5760,3286
2019-03-31,2820000000,인천광역시,남동구,2,70,0,5,2643,2600,2481,2600,183.1,9.4,2800,810,810,2643
2019-03-31,2820000000,인천광역시,남동구,2,50,0,5,2681,2700,2401,2600,201.6,15.1,2800,8032,8032,2681
2019-03-31,2820000000,인천광역시,남동구,2,40,0,5,2682,2700,2373,2600,199.4,12.6,2800,7027,7027,2682
2019-03-31,2820000000,인천광역시,남동구,2,40,0,3,2179,2200,1498,1821,161.9,2.6,2300,1774,1774,2179
2019-03-31,2820000000,인천광역시,남동구,2,50,0,1,1330,1300,174,0,100,1.5,1700,1571,2927,714
2019-03-31,2820000000,인천광역시,남동구,2,40,0,1,1346,1300,81,0,100,1.3,1700,1451,2922,668
2019-03-31,2820000000,인천광역시,남동구,2,30,4,10,6170,5700,5970,5700,439.2,12.1,99900,1276,1276,6170
2019-03-31,2820000000,인천광역시,남동구,2,60,4,8,3835,3800,3115,3700,282.2,5,4300,690,690,3835
2019-03-31,2820000000,인천광역시,남동구,2,40,4,8,3832,3800,3059,3600,284.5,10.7,4300,2329,2329,3832
2019-03-31,2820000000,인천광역시,남동구,2,30,4,8,3882,3900,3441,3800,276.4,8.5,4300,1419,1419,3882
2019-03-31,2820000000,인천광역시,남동구,2,30,4,6,2940,2900,2481,2881,209.3,8.6,3100,1897,1897,2940
2019-03-31,2820000000,인천광역시,남동구,2,40,4,4,2455,2500,2133,2370,182.2,11,2600,3734,3734,2455
2019-03-31,2820000000,인천광역시,남동구,2,30,4,4,2422,2400,2197,2400,172.4,18,2600,4844,4844,2422
2019-03-31,2820000000,인천광역시,남동구,2,30,4,2,1899,1900,1578,1800,135.2,5.2,2000,1792,1792,1899
2019-03-31,2820000000,인천광역시,남동구,2,60,4,0,2612,2400,2316,2300,192.2,100,99900,20081,20902,2510
2019-03-31,2820000000,인천광역시,남동구,2,40,4,0,3228,2800,2770,2600,239.6,100,99900,25891,27362,3054
2019-03-31,2820000000,인천광역시,남동구,2,30,4,0,2972,2500,2647,2334,211.6,100,99900,21888,22828,2850
2019-03-31,2820000000,인천광역시,남동구,2,30,3,9,5006,5000,4354,4600,350.4,21.8,5700,1981,1981,5006
2019-03-31,2820000000,인천광역시,남동구,2,40,3,7,3310,3300,2574,2977,243.2,10.9,3500,1461,1461,3310
2019-03-31,2820000000,인천광역시,남동구,2,30,3,7,3296,3300,2525,2910,230.7,10,3500,1376,1376,3296
2019-03-31,2820000000,인천광역시,남동구,2,30,3,5,2681,2700,2031,2436,187.6,6.8,2800,1154,1154,2681
2019-03-31,2820000000,인천광역시,남동구,2,60,3,3,2173,2200,1654,1958,156,6.6,2300,259,259,2173
2019-03-31,2820000000,인천광역시,남동구,2,40,3,3,2170,2200,1358,1602,159.5,2.5,2300,504,504,2170
2019-03-31,2820000000,인천광역시,남동구,2,30,3,3,2158,2200,1633,1954,151.1,6.4,2300,1354,1354,2158
2019-03-31,2820000000,인천광역시,남동구,2,30,3,1,1429,1500,823,1159,100,3.3,1700,1042,1042,1429
2019-03-31,2820000000,인천광역시,남동구,2,40,2,10,7452,6800,6372,6100,560.3,53.1,99900,291,291,7452
2019-03-31,2820000000,인천광역시,남동구,2,30,2,10,6490,6000,5845,5700,499.2,32.2,30900,233,233,6490
2019-03-31,2820000000,인천광역시,남동구,2,30,2,8,3905,3900,3118,3449,300.4,18.7,4300,225,225,3905
2019-03-31,2820000000,인천광역시,남동구,2,60,2,6,,,,,,,,4,4,
2019-03-31,2820000000,인천광역시,남동구,2,40,2,6,2971,3000,1804,2466,223.4,1.2,3100,17,17,2971
2019-03-31,2820000000,인천광역시,남동구,2,30,2,6,2967,3000,2441,2800,228.2,5.2,3100,82,82,2967
2019-03-31,2820000000,인천광역시,남동구,2,30,2,4,2433,2400,1687,1965,187.2,2.2,2600,42,42,2433
2019-03-31,2820000000,인천광역시,남동구,2,40,2,2,1884,1900,523,1083,141.7,0.9,2000,19,19,1884
2019-03-31,2820000000,인천광역시,남동구,2,30,2,2,1900,1900,1222,1503,146.2,1.5,2000,37,37,1900
