시군구명,성별,연령,직업구분,소득분위,평균소득,평균소비,,,,,,,,
남동구,0,40,2,8,3417,17407,,,,,,,,
남동구,0,40,2,9,4192,19186,,,,,,,,
남동구,0,40,2,10,7361,29857,,,,,,,,
남동구,0,40,3,0,3932,22642,,,,,,,,
남동구,0,40,3,1,1262,21811,,,,,,,,
남동구,0,40,3,2,1822,18872,,,,,,,,
남동구,0,40,3,3,2081,16092,,,,,,,,
남동구,0,40,3,4,2323,12235,,,,,,,,
남동구,0,40,3,5,2552,12929,,,,,,,,
남동구,0,40,3,6,2768,14648,,,,,,,,
남동구,0,40,3,7,3011,17005,,,,,,,,
남동구,0,40,3,8,3369,20380,,,,,,,,
남동구,0,40,3,9,4070,24048,,,,,,,,
남동구,0,40,3,10,6681,34217,,,,,,,,
남동구,0,40,4,0,3044,14326,,,,,,,,
남동구,0,40,4,1,1266,10447,,,,,,,,
남동구,0,40,4,2,1834,15657,,,,,,,,
남동구,0,40,4,3,2082,11424,,,,,,,,
남동구,0,40,4,4,2339,7909,,,,,,,,
남동구,0,40,4,5,2558,7364,,,,,,,,
남동구,0,40,4,6,2753,11396,,,,,,,,
남동구,0,40,4,7,3014,18563,,,,,,,,
남동구,0,40,4,8,3324,25606,,,,,,,,
남동구,0,40,4,9,4048,31263,,,,,,,,
남동구,0,40,4,10,9736,32542,,,,,,,,
남동구,0,50,0,0,3495,15659,,,,,,,,
남동구,0,50,0,1,1240,13054,,,,,,,,
남동구,0,50,0,2,1826,15633,,,,,,,,
남동구,0,50,0,3,2080,11501,,,,,,,,
남동구,0,50,0,4,2339,7989,,,,,,,,
남동구,0,50,0,5,2560,7417,,,,,,,,
남동구,0,50,0,6,2754,9675,,,,,,,,
남동구,0,50,0,7,3012,14056,,,,,,,,
남동구,0,50,0,8,3349,16683,,,,,,,,
남동구,0,50,0,9,4047,21874,,,,,,,,
남동구,0,50,0,10,7416,32179,,,,,,,,
남동구,0,50,1,0,4174,26082,,,,,,,,
남동구,0,50,1,1,1234,25408,,,,,,,,
남동구,0,50,1,2,1814,26813,,,,,,,,
남동구,0,50,1,3,2053,23726,,,,,,,,
남동구,0,50,1,4,2343,23443,,,,,,,,
남동구,0,50,1,5,2550,19795,,,,,,,,
남동구,0,50,1,6,2772,18158,,,,,,,,
남동구,0,50,1,7,3030,17724,,,,,,,,
남동구,0,50,1,8,3395,15880,,,,,,,,
남동구,0,50,1,9,4002,23906,,,,,,,,
남동구,0,50,1,10,7401,46505,,,,,,,,
남동구,0,50,2,0,6406,22925,,,,,,,,
남동구,0,50,2,1,1208,19940,,,,,,,,
남동구,0,50,2,2,1792,12378,,,,,,,,
남동구,0,50,2,3,2072,25673,,,,,,,,
남동구,0,50,2,4,2320,21089,,,,,,,,
남동구,0,50,2,5,,,,,,,,,,
남동구,0,50,2,6,,,,,,,,,,
남동구,0,50,2,7,3021,16295,,,,,,,,
남동구,0,50,2,8,3379,17408,,,,,,,,
남동구,0,50,2,9,4244,16703,,,,,,,,
남동구,0,50,2,10,7373,24482,,,,,,,,
남동구,0,50,3,0,4225,18341,,,,,,,,
남동구,0,50,3,1,1245,18066,,,,,,,,
남동구,0,50,3,2,1807,15709,,,,,,,,
남동구,0,50,3,3,2075,16396,,,,,,,,
남동구,0,50,3,4,2336,14042,,,,,,,,
남동구,0,50,3,5,2558,10347,,,,,,,,
남동구,0,50,3,6,2772,10151,,,,,,,,
남동구,0,50,3,7,3000,12140,,,,,,,,
남동구,0,50,3,8,3367,14458,,,,,,,,
남동구,0,50,3,9,4076,17973,,,,,,,,
남동구,0,50,3,10,7069,27541,,,,,,,,
남동구,0,50,4,0,2945,11524,,,,,,,,
남동구,0,50,4,1,1240,8958,,,,,,,,
남동구,0,50,4,2,1839,12347,,,,,,,,
남동구,0,50,4,3,2084,9353,,,,,,,,
남동구,0,50,4,4,2339,6853,,,,,,,,
남동구,0,50,4,5,2561,6878,,,,,,,,
남동구,0,50,4,6,2751,9278,,,,,,,,
남동구,0,50,4,7,3013,14241,,,,,,,,
남동구,0,50,4,8,3313,18842,,,,,,,,
남동구,0,50,4,9,4042,25931,,,,,,,,
남동구,0,50,4,10,8598,30897,,,,,,,,
남동구,0,60,0,0,2845,10913,,,,,,,,
남동구,0,60,0,1,1282,9862,,,,,,,,
남동구,0,60,0,2,1842,6894,,,,,,,,
남동구,0,60,0,3,2090,5963,,,,,,,,
남동구,0,60,0,4,2312,6701,,,,,,,,
남동구,0,60,0,5,2547,8364,,,,,,,,
남동구,0,60,0,6,2759,10699,,,,,,,,
남동구,0,60,0,7,3003,12736,,,,,,,,
남동구,0,60,0,8,3360,15335,,,,,,,,
남동구,0,60,0,9,4078,19107,,,,,,,,
남동구,0,60,0,10,7814,30866,,,,,,,,
남동구,0,60,1,0,3844,21319,,,,,,,,
남동구,0,60,1,1,1204,21341,,,,,,,,
남동구,0,60,1,2,1799,42117,,,,,,,,
남동구,0,60,1,3,2049,16516,,,,,,,,
남동구,0,60,1,4,2336,19257,,,,,,,,
남동구,0,60,1,5,2541,14816,,,,,,,,
남동구,0,60,1,6,2783,14165,,,,,,,,
남동구,0,60,1,7,3025,12662,,,,,,,,
남동구,0,60,1,8,3377,14100,,,,,,,,
남동구,0,60,1,9,3981,21059,,,,,,,,
남동구,0,60,1,10,7598,46100,,,,,,,,
남동구,0,60,2,0,4832,14560,,,,,,,,
남동구,0,60,2,1,1200,14551,,,,,,,,
남동구,0,60,2,2,,,,,,,,,,
남동구,0,60,2,3,,,,,,,,,,
남동구,0,60,2,4,,,,,,,,,,
남동구,0,60,2,5,,,,,,,,,,
남동구,0,60,2,6,2746,12383,,,,,,,,
남동구,0,60,2,7,3008,14947,,,,,,,,
남동구,0,60,2,8,3362,10885,,,,,,,,
남동구,0,60,2,9,4168,10881,,,,,,,,
남동구,0,60,2,10,6379,16798,,,,,,,,
남동구,0,60,3,0,3319,13646,,,,,,,,
남동구,0,60,3,1,1285,13108,,,,,,,,
남동구,0,60,3,2,1819,10135,,,,,,,,
남동구,0,60,3,3,2075,9081,,,,,,,,
남동구,0,60,3,4,2324,9266,,,,,,,,
남동구,0,60,3,5,2552,10419,,,,,,,,
남동구,0,60,3,6,2761,10295,,,,,,,,
남동구,0,60,3,7,3015,11816,,,,,,,,
남동구,0,60,3,8,3366,12759,,,,,,,,
남동구,0,60,3,9,4088,16153,,,,,,,,
남동구,0,60,3,10,6516,23585,,,,,,,,
남동구,0,60,4,0,2561,8332,,,,,,,,
남동구,0,60,4,1,1297,7543,,,,,,,,
남동구,0,60,4,2,1846,5550,,,,,,,,
남동구,0,60,4,3,2092,5577,,,,,,,,
남동구,0,60,4,4,2311,6240,,,,,,,,
남동구,0,60,4,5,2547,7879,,,,,,,,
남동구,0,60,4,6,2756,10346,,,,,,,,
남동구,0,60,4,7,2993,13159,,,,,,,,
남동구,0,60,4,8,3335,19320,,,,,,,,
남동구,0,60,4,9,4173,20614,,,,,,,,
남동구,0,60,4,10,10648,25685,,,,,,,,
남동구,0,70,0,0,2268,6622,,,,,,,,
남동구,0,70,0,1,1344,6005,,,,,,,,
남동구,0,70,0,2,1867,4579,,,,,,,,
남동구,0,70,0,3,2039,4684,,,,,,,,
남동구,0,70,0,4,2304,7362,,,,,,,,
남동구,0,70,0,5,2547,7542,,,,,,,,
남동구,0,70,0,6,2753,9708,,,,,,,,
남동구,0,70,0,7,3015,12981,,,,,,,,
남동구,0,70,0,8,3329,11647,,,,,,,,
남동구,0,70,0,9,4113,15442,,,,,,,,
남동구,0,70,0,10,6794,32344,,,,,,,,
남동구,0,70,1,0,3328,16974,,,,,,,,
남동구,0,70,1,1,1181,16561,,,,,,,,
남동구,0,70,1,2,1900,12731,,,,,,,,
남동구,0,70,1,3,2009,12371,,,,,,,,
남동구,0,70,1,4,2330,12806,,,,,,,,
남동구,0,70,1,5,2554,12197,,,,,,,,
남동구,0,70,1,6,2805,9324,,,,,,,,
남동구,0,70,1,7,3011,14526,,,,,,,,
남동구,0,70,1,8,3318,10109,,,,,,,,
남동구,0,70,1,9,3990,19146,,,,,,,,
남동구,0,70,1,10,7223,54630,,,,,,,,
남동구,0,70,2,0,3489,7079,,,,,,,,
남동구,0,70,2,1,,,,,,,,,,
남동구,0,70,2,2,,,,,,,,,,
남동구,0,70,2,3,,,,,,,,,,
남동구,0,70,2,4,,,,,,,,,,
남동구,0,70,2,5,,,,,,,,,,
남동구,0,70,2,6,,,,,,,,,,
남동구,0,70,2,7,,,,,,,,,,
남동구,0,70,2,8,,,,,,,,,,
남동구,0,70,2,9,4000,7268,,,,,,,,
남동구,0,70,2,10,,,,,,,,,,
남동구,0,70,3,0,2607,9963,,,,,,,,
남동구,0,70,3,1,1309,8131,,,,,,,,
남동구,0,70,3,2,1837,7421,,,,,,,,
남동구,0,70,3,3,2047,11666,,,,,,,,
남동구,0,70,3,4,2304,8375,,,,,,,,
남동구,0,70,3,5,2553,9768,,,,,,,,
남동구,0,70,3,6,2770,7375,,,,,,,,
남동구,0,70,3,7,3011,8857,,,,,,,,
남동구,0,70,3,8,3357,10553,,,,,,,,
남동구,0,70,3,9,4043,13586,,,,,,,,
남동구,0,70,3,10,7291,18403,,,,,,,,
남동구,0,70,4,0,2172,5457,,,,,,,,
남동구,0,70,4,1,1357,5271,,,,,,,,
남동구,0,70,4,2,1868,4281,,,,,,,,
남동구,0,70,4,3,2040,4287,,,,,,,,
남동구,0,70,4,4,2304,7183,,,,,,,,
남동구,0,70,4,5,2547,7099,,,,,,,,
남동구,0,70,4,6,2744,10265,,,,,,,,
남동구,0,70,4,7,3017,13650,,,,,,,,
남동구,0,70,4,8,3338,17233,,,,,,,,
남동구,0,70,4,9,4243,13954,,,,,,,,
남동구,0,70,4,10,6121,14247,,,,,,,,
남동구,0,80,0,0,1561,3869,,,,,,,,
남동구,0,80,0,1,1492,3667,,,,,,,,
남동구,0,80,0,2,1870,3816,,,,,,,,
남동구,0,80,0,3,2015,5554,,,,,,,,
남동구,0,80,0,4,2333,5521,,,,,,,,
남동구,0,80,0,5,,,,,,,,,,
남동구,0,80,0,6,,,,,,,,,,
남동구,0,80,0,7,,,,,,,,,,
남동구,0,80,0,8,,,,,,,,,,
남동구,0,80,0,9,,,,,,,,,,
남동구,0,80,0,10,,,,,,,,,,
남동구,0,80,1,0,1771,10242,,,,,,,,
남동구,0,80,1,1,1488,9605,,,,,,,,
남동구,0,80,1,2,,,,,,,,,,
남동구,0,80,1,3,,,,,,,,,,
남동구,0,80,1,4,,,,,,,,,,
남동구,0,80,1,8,,,,,,,,,,
남동구,0,80,1,9,,,,,,,,,,
남동구,0,80,1,10,,,,,,,,,,
남동구,0,80,3,0,3059,8071,,,,,,,,
남동구,0,80,3,1,1453,5605,,,,,,,,
남동구,0,80,3,7,,,,,,,,,,
남동구,0,80,3,10,,,,,,,,,,
남동구,0,80,4,0,1532,3475,,,,,,,,
남동구,0,80,4,1,1493,3377,,,,,,,,
남동구,0,80,4,2,1861,3318,,,,,,,,
남동구,0,80,4,3,2016,4975,,,,,,,,
남동구,0,80,4,4,2327,5521,,,,,,,,
남동구,0,80,4,5,,,,,,,,,,
남동구,0,80,4,6,,,,,,,,,,
남동구,0,80,4,7,,,,,,,,,,
남동구,0,80,4,8,,,,,,,,,,
남동구,0,80,4,9,,,,,,,,,,
남동구,0,80,4,10,,,,,,,,,,
남동구,0,90,0,0,,3586,,,,,,,,
남동구,0,90,0,1,,3586,,,,,,,,
남동구,0,90,4,0,,3586,,,,,,,,
남동구,0,90,4,1,,3586,,,,,,,,
남동구,1,0,0,0,3202,15843,,,,,,,,
남동구,1,0,0,1,1392,8153,,,,,,,,
남동구,1,0,0,2,1817,6681,,,,,,,,
남동구,1,0,0,3,2078,9377,,,,,,,,
남동구,1,0,0,4,2317,10079,,,,,,,,
남동구,1,0,0,5,2551,10617,,,,,,,,
남동구,1,0,0,6,2760,13563,,,,,,,,
남동구,1,0,0,7,3009,17469,,,,,,,,
남동구,1,0,0,8,3357,20350,,,,,,,,
남동구,1,0,0,9,4065,25129,,,,,,,,
남동구,1,0,0,10,7707,35391,,,,,,,,
남동구,1,0,1,0,4366,30388,,,,,,,,
남동구,1,0,1,1,1248,27088,,,,,,,,
남동구,1,0,1,2,1812,40465,,,,,,,,
남동구,1,0,1,3,2059,22838,,,,,,,,
남동구,1,0,1,4,2336,23496,,,,,,,,
남동구,1,0,1,5,2549,20283,,,,,,,,
남동구,1,0,1,6,2770,18570,,,,,,,,
남동구,1,0,1,7,3023,19716,,,,,,,,
남동구,1,0,1,8,3382,19162,,,,,,,,
남동구,1,0,1,9,4016,27999,,,,,,,,
남동구,1,0,1,10,8755,55106,,,,,,,,
남동구,1,0,2,0,5379,24932,,,,,,,,
남동구,1,0,2,1,1273,15237,,,,,,,,
남동구,1,0,2,2,1815,15576,,,,,,,,
남동구,1,0,2,3,2074,15433,,,,,,,,
남동구,1,0,2,4,2320,15763,,,,,,,,
남동구,1,0,2,5,2544,18098,,,,,,,,
남동구,1,0,2,6,2759,16706,,,,,,,,
남동구,1,0,2,7,3004,19427,,,,,,,,
남동구,1,0,2,8,3366,20707,,,,,,,,
남동구,1,0,2,9,4128,22062,,,,,,,,
남동구,1,0,2,10,7230,29478,,,,,,,,
남동구,1,0,3,0,3718,20388,,,,,,,,
남동구,1,0,3,1,1333,12084,,,,,,,,
남동구,1,0,3,2,1805,12796,,,,,,,,
남동구,1,0,3,3,2078,14356,,,,,,,,
남동구,1,0,3,4,2319,14779,,,,,,,,
남동구,1,0,3,5,2552,15568,,,,,,,,
남동구,1,0,3,6,2768,15979,,,,,,,,
남동구,1,0,3,7,3006,17704,,,,,,,,
남동구,1,0,3,8,3368,19976,,,,,,,,
남동구,1,0,3,9,4080,22929,,,,,,,,
남동구,1,0,3,10,7051,31306,,,,,,,,
남동구,1,0,4,0,2586,9961,,,,,,,,
남동구,1,0,4,1,1446,5355,,,,,,,,
남동구,1,0,4,2,1819,5018,,,,,,,,
남동구,1,0,4,3,2079,7359,,,,,,,,
남동구,1,0,4,4,2316,7953,,,,,,,,
남동구,1,0,4,5,2551,8586,,,,,,,,
남동구,1,0,4,6,2756,11766,,,,,,,,
남동구,1,0,4,7,3007,16487,,,,,,,,
남동구,1,0,4,8,3328,21804,,,,,,,,
남동구,1,0,4,9,4064,27992,,,,,,,,
남동구,1,0,4,10,9244,30871,,,,,,,,
남동구,1,15,0,0,1767,1946,,,,,,,,
남동구,1,15,0,1,1501,1281,,,,,,,,
남동구,1,15,0,2,1802,2485,,,,,,,,
남동구,1,15,0,3,2051,5413,,,,,,,,
남동구,1,15,0,4,2289,4824,,,,,,,,
남동구,1,15,0,5,,,,,,,,,,
남동구,1,15,0,6,,,,,,,,,,
남동구,1,15,0,7,,,,,,,,,,
남동구,1,15,0,8,,,,,,,,,,
남동구,1,15,1,0,,,,,,,,,,
남동구,1,15,1,1,,,,,,,,,,
남동구,1,15,1,4,,,,,,,,,,
남동구,1,15,1,5,,,,,,,,,,
남동구,1,15,2,0,,,,,,,,,,
남동구,1,15,2,1,,,,,,,,,,
남동구,1,15,2,2,,,,,,,,,,
남동구,1,15,2,4,,,,,,,,,,
남동구,1,15,2,6,,,,,,,,,,
남동구,1,15,2,7,,,,,,,,,,
남동구,1,15,2,8,,,,,,,,,,
남동구,1,15,3,0,1737,5130,,,,,,,,
남동구,1,15,3,1,1329,4617,,,,,,,,
남동구,1,15,3,2,,,,,,,,,,
남동구,1,15,3,3,,,,,,,,,,
남동구,1,15,3,4,,,,,,,,,,
남동구,1,15,3,5,,,,,,,,,,
남동구,1,15,3,6,,,,,,,,,,
남동구,1,15,3,8,,,,,,,,,,
남동구,1,15,4,0,1766,1909,,,,,,,,
남동구,1,15,4,1,1508,1248,,,,,,,,
남동구,1,15,4,2,1802,2472,,,,,,,,
남동구,1,15,4,3,2050,5742,,,,,,,,
남동구,1,15,4,4,2291,4154,,,,,,,,
남동구,1,15,4,5,,,,,,,,,,
남동구,1,20,0,0,2022,8815,,,,,,,,
남동구,1,20,0,1,1450,6382,,,,,,,,
남동구,1,20,0,2,1811,5574,,,,,,,,
남동구,1,20,0,3,2068,11927,,,,,,,,
남동구,1,20,0,4,2298,16834,,,,,,,,
남동구,1,20,0,5,2539,20485,,,,,,,,
남동구,1,20,0,6,2761,20390,,,,,,,,
남동구,1,20,0,7,2998,20488,,,,,,,,
남동구,1,20,0,8,3363,23203,,,,,,,,
남동구,1,20,0,9,3988,28068,,,,,,,,
남동구,1,20,0,10,14049,43365,,,,,,,,
남동구,1,20,1,0,5150,27070,,,,,,,,
남동구,1,20,1,1,1313,30541,,,,,,,,
남동구,1,20,1,2,1835,25469,,,,,,,,
남동구,1,20,1,3,2093,39699,,,,,,,,
남동구,1,20,1,4,2340,19271,,,,,,,,
남동구,1,20,1,5,2564,27651,,,,,,,,
남동구,1,20,1,6,2755,14046,,,,,,,,
남동구,1,20,1,7,3002,21945,,,,,,,,
남동구,1,20,1,8,3350,29764,,,,,,,,
남동구,1,20,1,9,3958,37037,,,,,,,,
남동구,1,20,1,10,32787,70087,,,,,,,,
남동구,1,20,2,0,3206,18780,,,,,,,,
남동구,1,20,2,1,1310,10879,,,,,,,,
남동구,1,20,2,2,1802,13888,,,,,,,,
남동구,1,20,2,3,2085,13509,,,,,,,,
남동구,1,20,2,4,2312,15126,,,,,,,,
남동구,1,20,2,5,2525,15130,,,,,,,,
남동구,1,20,2,6,2744,15949,,,,,,,,
남동구,1,20,2,7,3002,17612,,,,,,,,
남동구,1,20,2,8,3370,20110,,,,,,,,
남동구,1,20,2,9,4054,22757,,,,,,,,
남동구,1,20,2,10,5971,29492,,,,,,,,
남동구,1,20,3,0,2255,14583,,,,,,,,
남동구,1,20,3,1,1349,8664,,,,,,,,
남동구,1,20,3,2,1789,12735,,,,,,,,
남동구,1,20,3,3,2077,14432,,,,,,,,
남동구,1,20,3,4,2307,15727,,,,,,,,
남동구,1,20,3,5,2545,18329,,,,,,,,
남동구,1,20,3,6,2766,19553,,,,,,,,
남동구,1,20,3,7,3003,19779,,,,,,,,
남동구,1,20,3,8,3360,21914,,,,,,,,
남동구,1,20,3,9,3959,30266,,,,,,,,
남동구,1,20,3,10,15543,47788,,,,,,,,
남동구,1,20,4,0,1863,6596,,,,,,,,
남동구,1,20,4,1,1506,5075,,,,,,,,
남동구,1,20,4,2,1813,4983,,,,,,,,
남동구,1,20,4,3,2064,10862,,,,,,,,
남동구,1,20,4,4,2290,17670,,,,,,,,
남동구,1,20,4,5,2531,23676,,,,,,,,
남동구,1,20,4,6,2763,28302,,,,,,,,
남동구,1,20,4,7,2985,23124,,,,,,,,
남동구,1,20,4,8,3372,28276,,,,,,,,
남동구,1,20,4,9,3939,29061,,,,,,,,
남동구,1,20,4,10,10273,37120,,,,,,,,
남동구,1,30,0,0,3092,19904,,,,,,,,
남동구,1,30,0,1,1353,13262,,,,,,,,
남동구,1,30,0,2,1834,12438,,,,,,,,
남동구,1,30,0,3,2091,9699,,,,,,,,
남동구,1,30,0,4,2310,11023,,,,,,,,
남동구,1,30,0,5,2542,16588,,,,,,,,
남동구,1,30,0,6,2759,20161,,,,,,,,
남동구,1,30,0,7,2991,23571,,,,,,,,
남동구,1,30,0,8,3361,25445,,,,,,,,
남동구,1,30,0,9,4057,30603,,,,,,,,
남동구,1,30,0,10,7365,40632,,,,,,,,
남동구,1,30,1,0,4311,38340,,,,,,,,
남동구,1,30,1,1,1264,36196,,,,,,,,
남동구,1,30,1,2,1811,57735,,,,,,,,
남동구,1,30,1,3,2072,25098,,,,,,,,
남동구,1,30,1,4,2338,21037,,,,,,,,
남동구,1,30,1,5,2554,20077,,,,,,,,
남동구,1,30,1,6,2769,19935,,,,,,,,
남동구,1,30,1,7,3011,26071,,,,,,,,
남동구,1,30,1,8,3372,33193,,,,,,,,
남동구,1,30,1,9,4020,45293,,,,,,,,
남동구,1,30,1,10,12171,78712,,,,,,,,
남동구,1,30,2,0,4457,26103,,,,,,,,
남동구,1,30,2,1,1340,18086,,,,,,,,
남동구,1,30,2,2,1827,15586,,,,,,,,
남동구,1,30,2,3,2069,16096,,,,,,,,
남동구,1,30,2,4,2326,15720,,,,,,,,
남동구,1,30,2,5,2552,18860,,,,,,,,
남동구,1,30,2,6,2771,17901,,,,,,,,
남동구,1,30,2,7,3002,20561,,,,,,,,
남동구,1,30,2,8,3358,21696,,,,,,,,
남동구,1,30,2,9,4107,24209,,,,,,,,
남동구,1,30,2,10,6252,33527,,,,,,,,
남동구,1,30,3,0,3189,21922,,,,,,,,
남동구,1,30,3,1,1381,12939,,,,,,,,
남동구,1,30,3,2,1810,12480,,,,,,,,
남동구,1,30,3,3,2078,15134,,,,,,,,
남동구,1,30,3,4,2316,17634,,,,,,,,
남동구,1,30,3,5,2552,19357,,,,,,,,
남동구,1,30,3,6,2768,19768,,,,,,,,
남동구,1,30,3,7,3003,22302,,,,,,,,
남동구,1,30,3,8,3364,23839,,,,,,,,
남동구,1,30,3,9,4058,27595,,,,,,,,
남동구,1,30,3,10,6541,36312,,,,,,,,
남동구,1,30,4,0,2635,13926,,,,,,,,
남동구,1,30,4,1,1300,10348,,,,,,,,
남동구,1,30,4,2,1862,8481,,,,,,,,
남동구,1,30,4,3,2096,7069,,,,,,,,
남동구,1,30,4,4,2307,8217,,,,,,,,
남동구,1,30,4,5,2536,14347,,,,,,,,
남동구,1,30,4,6,2752,20870,,,,,,,,
남동구,1,30,4,7,2972,25034,,,,,,,,
남동구,1,30,4,8,3352,27104,,,,,,,,
남동구,1,30,4,9,4036,38397,,,,,,,,
남동구,1,30,4,10,8210,36190,,,,,,,,
남동구,1,40,0,0,4004,21520,,,,,,,,
남동구,1,40,0,1,1231,14419,,,,,,,,
남동구,1,40,0,2,1823,21364,,,,,,,,
남동구,1,40,0,3,2095,13973,,,,,,,,
남동구,1,40,0,4,2336,9509,,,,,,,,
남동구,1,40,0,5,2554,8437,,,,,,,,
남동구,1,40,0,6,2759,12697,,,,,,,,
남동구,1,40,0,7,3017,18134,,,,,,,,
남동구,1,40,0,8,3357,22459,,,,,,,,
남동구,1,40,0,9,4076,26558,,,,,,,,
남동구,1,40,0,10,7791,37075,,,,,,,,
남동구,1,40,1,0,4594,34948,,,,,,,,
남동구,1,40,1,1,1231,30735,,,,,,,,
남동구,1,40,1,2,1806,39606,,,,,,,,
남동구,1,40,1,3,2073,32100,,,,,,,,
남동구,1,40,1,4,2333,30937,,,,,,,,
남동구,1,40,1,5,2541,24100,,,,,,,,
남동구,1,40,1,6,2765,22121,,,,,,,,
남동구,1,40,1,7,3030,21245,,,,,,,,
남동구,1,40,1,8,3377,21305,,,,,,,,
남동구,1,40,1,9,4025,32178,,,,,,,,
남동구,1,40,1,10,8852,59342,,,,,,,,
남동구,1,40,2,0,6848,28308,,,,,,,,
남동구,1,40,2,1,1133,26587,,,,,,,,
남동구,1,40,2,2,,,,,,,,,,
남동구,1,40,2,3,,,,,,,,,,
남동구,1,40,2,4,2346,22744,,,,,,,,
남동구,1,40,2,5,2570,29667,,,,,,,,
남동구,1,40,2,6,,,,,,,,,,
남동구,1,40,2,7,3035,21371,,,,,,,,
남동구,1,40,2,8,3410,17592,,,,,,,,
남동구,1,40,2,9,4197,19956,,,,,,,,
남동구,1,40,2,10,7738,30484,,,,,,,,
남동구,1,40,3,0,4304,23737,,,,,,,,
남동구,1,40,3,1,1220,22717,,,,,,,,
남동구,1,40,3,2,1836,17622,,,,,,,,
남동구,1,40,3,3,2088,14627,,,,,,,,
남동구,1,40,3,4,2324,11184,,,,,,,,
남동구,1,40,3,5,2554,12493,,,,,,,,
남동구,1,40,3,6,2767,14774,,,,,,,,
남동구,1,40,3,7,3012,16919,,,,,,,,
남동구,1,40,3,8,3370,21050,,,,,,,,
남동구,1,40,3,9,4087,23761,,,,,,,,
남동구,1,40,3,10,6906,34119,,,,,,,,
남동구,1,40,4,0,3285,14288,,,,,,,,
남동구,1,40,4,1,1247,8925,,,,,,,,
남동구,1,40,4,2,1819,14308,,,,,,,,
남동구,1,40,4,3,2105,9782,,,,,,,,
남동구,1,40,4,4,2340,7345,,,,,,,,
남동구,1,40,4,5,2555,6920,,,,,,,,
남동구,1,40,4,6,2756,11133,,,,,,,,
남동구,1,40,4,7,3018,18104,,,,,,,,
남동구,1,40,4,8,3328,25658,,,,,,,,
남동구,1,40,4,9,4077,28893,,,,,,,,
남동구,1,40,4,10,10065,30502,,,,,,,,
남동구,1,50,0,0,3937,17213,,,,,,,,
남동구,1,50,0,1,1216,12927,,,,,,,,
남동구,1,50,0,2,1814,16175,,,,,,,,
남동구,1,50,0,3,2092,10659,,,,,,,,
남동구,1,50,0,4,2340,7684,,,,,,,,
남동구,1,50,0,5,2557,7253,,,,,,,,
남동구,1,50,0,6,2760,9402,,,,,,,,
남동구,1,50,0,7,3015,12903,,,,,,,,
남동구,1,50,0,8,3352,15964,,,,,,,,
남동구,1,50,0,9,4059,21148,,,,,,,,
남동구,1,50,0,10,7605,31257,,,,,,,,
남동구,1,50,1,0,4413,27567,,,,,,,,
남동구,1,50,1,1,1241,25410,,,,,,,,
남동구,1,50,1,2,1806,27471,,,,,,,,
남동구,1,50,1,3,2058,19002,,,,,,,,
남동구,1,50,1,4,2338,22992,,,,,,,,
남동구,1,50,1,5,2549,19023,,,,,,,,
남동구,1,50,1,6,2774,19745,,,,,,,,
남동구,1,50,1,7,3033,16959,,,,,,,,
남동구,1,50,1,8,3400,16447,,,,,,,,
남동구,1,50,1,9,4020,23825,,,,,,,,
남동구,1,50,1,10,7554,47125,,,,,,,,
남동구,1,50,2,0,7251,24399,,,,,,,,
남동구,1,50,2,1,1107,17118,,,,,,,,
남동구,1,50,2,2,,,,,,,,,,
남동구,1,50,2,3,,,,,,,,,,
남동구,1,50,2,4,,,,,,,,,,
남동구,1,50,2,5,,,,,,,,,,
남동구,1,50,2,6,,,,,,,,,,
남동구,1,50,2,7,,,,,,,,,,
남동구,1,50,2,8,3381,21973,,,,,,,,
남동구,1,50,2,9,4254,18526,,,,,,,,
남동구,1,50,2,10,7823,25156,,,,,,,,
남동구,1,50,3,0,4757,19103,,,,,,,,
남동구,1,50,3,1,1198,19045,,,,,,,,
남동구,1,50,3,2,1802,15626,,,,,,,,
남동구,1,50,3,3,2081,14935,,,,,,,,
남동구,1,50,3,4,2344,12540,,,,,,,,
남동구,1,50,3,5,2556,10215,,,,,,,,
남동구,1,50,3,6,2773,10420,,,,,,,,
남동구,1,50,3,7,3000,12497,,,,,,,,
남동구,1,50,3,8,3372,14205,,,,,,,,
남동구,1,50,3,9,4102,17504,,,,,,,,
남동구,1,50,3,10,7319,26211,,,,,,,,
남동구,1,50,4,0,3139,11654,,,,,,,,
남동구,1,50,4,1,1217,7874,,,,,,,,
남동구,1,50,4,2,1826,10935,,,,,,,,
남동구,1,50,4,3,2101,8032,,,,,,,,
남동구,1,50,4,4,2340,6369,,,,,,,,
남동구,1,50,4,5,2558,6470,,,,,,,,
남동구,1,50,4,6,2757,8592,,,,,,,,
남동구,1,50,4,7,3017,12292,,,,,,,,
남동구,1,50,4,8,3316,16791,,,,,,,,
남동구,1,50,4,9,4031,24285,,,,,,,,
남동구,1,50,4,10,8665,30084,,,,,,,,
남동구,1,60,0,0,3095,12218,,,,,,,,
남동구,1,60,0,1,1267,10016,,,,,,,,
남동구,1,60,0,2,1838,7961,,,,,,,,
남동구,1,60,0,3,2091,5938,,,,,,,,
남동구,1,60,0,4,2315,6863,,,,,,,,
남동구,1,60,0,5,2551,8283,,,,,,,,
남동구,1,60,0,6,2761,9887,,,,,,,,
남동구,1,60,0,7,3006,11968,,,,,,,,
남동구,1,60,0,8,3363,15203,,,,,,,,
남동구,1,60,0,9,4078,18441,,,,,,,,
