시군구명,성별,연령,직업구분,소득분위,평균소득,평균소비,,,,,,,,
강화군,0,0,0,0,2789,11497,,,,,,,,
강화군,0,0,0,1,1376,7528,,,,,,,,
강화군,0,0,0,2,1815,5393,,,,,,,,
강화군,0,0,0,3,2062,6525,,,,,,,,
강화군,0,0,0,4,2322,7753,,,,,,,,
강화군,0,0,0,5,2548,8344,,,,,,,,
강화군,0,0,0,6,2759,11893,,,,,,,,
강화군,0,0,0,7,3009,15594,,,,,,,,
강화군,0,0,0,8,3358,17004,,,,,,,,
강화군,0,0,0,9,4030,24583,,,,,,,,
강화군,0,0,0,10,8655,31805,,,,,,,,
강화군,0,0,1,0,4070,22518,,,,,,,,
강화군,0,0,1,1,1246,21427,,,,,,,,
강화군,0,0,1,2,1833,21625,,,,,,,,
강화군,0,0,1,3,2029,14457,,,,,,,,
강화군,0,0,1,4,2348,16955,,,,,,,,
강화군,0,0,1,5,2539,17411,,,,,,,,
강화군,0,0,1,6,2778,15041,,,,,,,,
강화군,0,0,1,7,3021,15389,,,,,,,,
강화군,0,0,1,8,3381,14045,,,,,,,,
강화군,0,0,1,9,3955,26179,,,,,,,,
강화군,0,0,1,10,10313,47904,,,,,,,,
강화군,0,0,2,0,4798,23907,,,,,,,,
강화군,0,0,2,1,1267,14342,,,,,,,,
강화군,0,0,2,2,,,,,,,,,,
강화군,0,0,2,3,,,,,,,,,,
강화군,0,0,2,4,2315,19202,,,,,,,,
강화군,0,0,2,5,2500,17630,,,,,,,,
강화군,0,0,2,6,2775,20321,,,,,,,,
강화군,0,0,2,7,3020,23795,,,,,,,,
강화군,0,0,2,8,3400,18552,,,,,,,,
강화군,0,0,2,9,4112,19639,,,,,,,,
강화군,0,0,2,10,6652,29254,,,,,,,,
강화군,0,0,3,0,3321,17630,,,,,,,,
강화군,0,0,3,1,1318,13039,,,,,,,,
강화군,0,0,3,2,1803,12716,,,,,,,,
강화군,0,0,3,3,2078,14507,,,,,,,,
강화군,0,0,3,4,2320,13372,,,,,,,,
강화군,0,0,3,5,2558,13386,,,,,,,,
강화군,0,0,3,6,2765,14548,,,,,,,,
강화군,0,0,3,7,3010,16241,,,,,,,,
강화군,0,0,3,8,3370,18930,,,,,,,,
강화군,0,0,3,9,4073,22307,,,,,,,,
강화군,0,0,3,10,7137,27178,,,,,,,,
강화군,0,0,4,0,2420,7537,,,,,,,,
강화군,0,0,4,1,1405,4873,,,,,,,,
강화군,0,0,4,2,1816,4270,,,,,,,,
강화군,0,0,4,3,2062,5203,,,,,,,,
강화군,0,0,4,4,2322,6554,,,,,,,,
강화군,0,0,4,5,2548,7178,,,,,,,,
강화군,0,0,4,6,2756,10431,,,,,,,,
강화군,0,0,4,7,3005,15177,,,,,,,,
강화군,0,0,4,8,3321,19866,,,,,,,,
강화군,0,0,4,9,4066,26167,,,,,,,,
강화군,0,0,4,10,10408,20963,,,,,,,,
강화군,0,15,0,0,1782,1924,,,,,,,,
강화군,0,15,0,1,1504,1225,,,,,,,,
강화군,0,15,0,2,1771,2615,,,,,,,,
강화군,0,15,0,3,2100,7539,,,,,,,,
강화군,0,15,0,4,2276,1035,,,,,,,,
강화군,0,15,0,8,,,,,,,,,,
강화군,0,15,2,0,,,,,,,,,,
강화군,0,15,2,3,,,,,,,,,,
강화군,0,15,2,4,,,,,,,,,,
강화군,0,15,2,8,,,,,,,,,,
강화군,0,15,3,0,,,,,,,,,,
강화군,0,15,3,1,,,,,,,,,,
강화군,0,15,4,0,1782,1892,,,,,,,,
강화군,0,15,4,1,1508,1167,,,,,,,,
강화군,0,15,4,2,1771,2615,,,,,,,,
강화군,0,15,4,3,2100,9354,,,,,,,,
강화군,0,15,4,4,2276,83,,,,,,,,
강화군,0,20,0,0,1856,7994,,,,,,,,
강화군,0,20,0,1,1451,6800,,,,,,,,
강화군,0,20,0,2,1781,5719,,,,,,,,
강화군,0,20,0,3,2064,12567,,,,,,,,
강화군,0,20,0,4,2290,16724,,,,,,,,
강화군,0,20,0,5,2532,19911,,,,,,,,
강화군,0,20,0,6,2757,21337,,,,,,,,
강화군,0,20,0,7,3003,24019,,,,,,,,
강화군,0,20,0,8,3364,23493,,,,,,,,
강화군,0,20,0,9,4049,30356,,,,,,,,
강화군,0,20,0,10,6921,49041,,,,,,,,
강화군,0,20,1,0,2972,25342,,,,,,,,
강화군,0,20,1,1,,,,,,,,,,
강화군,0,20,1,2,,,,,,,,,,
강화군,0,20,1,3,,,,,,,,,,
강화군,0,20,1,4,,,,,,,,,,
강화군,0,20,1,5,2583,16083,,,,,,,,
강화군,0,20,1,6,2757,14353,,,,,,,,
강화군,0,20,1,7,,,,,,,,,,
강화군,0,20,1,8,,,,,,,,,,
강화군,0,20,1,9,,,,,,,,,,
강화군,0,20,1,10,,,,,,,,,,
강화군,0,20,2,0,2781,15827,,,,,,,,
강화군,0,20,2,1,,,,,,,,,,
강화군,0,20,2,3,,,,,,,,,,
강화군,0,20,2,4,,,,,,,,,,
강화군,0,20,2,5,,,,,,,,,,
강화군,0,20,2,6,,,,,,,,,,
강화군,0,20,2,7,,,,,,,,,,
강화군,0,20,2,8,,,,,,,,,,
강화군,0,20,2,9,,,,,,,,,,
강화군,0,20,2,10,,,,,,,,,,
강화군,0,20,3,0,1890,13847,,,,,,,,
강화군,0,20,3,1,1346,9406,,,,,,,,
강화군,0,20,3,2,1782,13760,,,,,,,,
강화군,0,20,3,3,2084,15923,,,,,,,,
강화군,0,20,3,4,2320,16498,,,,,,,,
강화군,0,20,3,5,2540,18955,,,,,,,,
강화군,0,20,3,6,2758,21460,,,,,,,,
강화군,0,20,3,7,3006,27665,,,,,,,,
강화군,0,20,3,8,3352,23734,,,,,,,,
강화군,0,20,3,9,4114,29120,,,,,,,,
강화군,0,20,3,10,,,,,,,,,,
강화군,0,20,4,0,1816,6214,,,,,,,,
강화군,0,20,4,1,1517,5099,,,,,,,,
강화군,0,20,4,2,1781,5096,,,,,,,,
강화군,0,20,4,3,2060,11310,,,,,,,,
강화군,0,20,4,4,2277,17851,,,,,,,,
강화군,0,20,4,5,2516,24392,,,,,,,,
강화군,0,20,4,6,2760,30237,,,,,,,,
강화군,0,20,4,7,,,,,,,,,,
강화군,0,20,4,8,,,,,,,,,,
강화군,0,20,4,9,4027,26955,,,,,,,,
강화군,0,20,4,10,,,,,,,,,,
강화군,0,30,0,0,3055,16501,,,,,,,,
강화군,0,30,0,1,1359,14313,,,,,,,,
강화군,0,30,0,2,1837,9989,,,,,,,,
강화군,0,30,0,3,2090,9379,,,,,,,,
강화군,0,30,0,4,2310,10774,,,,,,,,
강화군,0,30,0,5,2546,16672,,,,,,,,
강화군,0,30,0,6,2759,21871,,,,,,,,
강화군,0,30,0,7,2992,24711,,,,,,,,
강화군,0,30,0,8,3362,26814,,,,,,,,
강화군,0,30,0,9,4022,33211,,,,,,,,
강화군,0,30,0,10,18934,36751,,,,,,,,
강화군,0,30,1,0,3190,30164,,,,,,,,
강화군,0,30,1,1,1225,39003,,,,,,,,
강화군,0,30,1,2,1777,17742,,,,,,,,
강화군,0,30,1,3,,,,,,,,,,
강화군,0,30,1,4,2340,19545,,,,,,,,
강화군,0,30,1,5,2556,17620,,,,,,,,
강화군,0,30,1,6,2761,20692,,,,,,,,
강화군,0,30,1,7,2988,25815,,,,,,,,
강화군,0,30,1,8,3380,30799,,,,,,,,
강화군,0,30,1,9,3963,43014,,,,,,,,
강화군,0,30,1,10,6246,54242,,,,,,,,
강화군,0,30,2,0,4067,26486,,,,,,,,
강화군,0,30,2,1,,,,,,,,,,
강화군,0,30,2,2,,,,,,,,,,
강화군,0,30,2,3,,,,,,,,,,
강화군,0,30,2,4,,,,,,,,,,
강화군,0,30,2,5,,,,,,,,,,
강화군,0,30,2,6,,,,,,,,,,
강화군,0,30,2,7,,,,,,,,,,
강화군,0,30,2,8,3431,21822,,,,,,,,
강화군,0,30,2,9,4058,24640,,,,,,,,
강화군,0,30,2,10,6222,37610,,,,,,,,
강화군,0,30,3,0,3198,18874,,,,,,,,
강화군,0,30,3,1,1383,12481,,,,,,,,
강화군,0,30,3,2,1814,12515,,,,,,,,
강화군,0,30,3,3,2082,14952,,,,,,,,
강화군,0,30,3,4,2316,17582,,,,,,,,
강화군,0,30,3,5,2552,18617,,,,,,,,
강화군,0,30,3,6,2758,22982,,,,,,,,
강화군,0,30,3,7,3005,23651,,,,,,,,
강화군,0,30,3,8,3356,23874,,,,,,,,
강화군,0,30,3,9,4021,28906,,,,,,,,
강화군,0,30,3,10,19147,30341,,,,,,,,
강화군,0,30,4,0,2894,11929,,,,,,,,
강화군,0,30,4,1,1313,12329,,,,,,,,
강화군,0,30,4,2,1869,6489,,,,,,,,
강화군,0,30,4,3,2094,6826,,,,,,,,
강화군,0,30,4,4,2307,8588,,,,,,,,
강화군,0,30,4,5,2542,15297,,,,,,,,
강화군,0,30,4,6,2759,21372,,,,,,,,
강화군,0,30,4,7,2981,26075,,,,,,,,
강화군,0,30,4,8,3345,31502,,,,,,,,
강화군,0,30,4,9,4059,39594,,,,,,,,
강화군,0,30,4,10,51075,26484,,,,,,,,
강화군,0,40,0,0,3370,17310,,,,,,,,
강화군,0,40,0,1,1217,16374,,,,,,,,
강화군,0,40,0,2,1826,18618,,,,,,,,
강화군,0,40,0,3,2085,13577,,,,,,,,
강화군,0,40,0,4,2341,9154,,,,,,,,
강화군,0,40,0,5,2551,7703,,,,,,,,
강화군,0,40,0,6,2762,12602,,,,,,,,
강화군,0,40,0,7,3011,17245,,,,,,,,
강화군,0,40,0,8,3358,20400,,,,,,,,
강화군,0,40,0,9,4041,28238,,,,,,,,
강화군,0,40,0,10,8044,34182,,,,,,,,
강화군,0,40,1,0,4835,26726,,,,,,,,
강화군,0,40,1,1,1203,24805,,,,,,,,
강화군,0,40,1,2,1810,34354,,,,,,,,
강화군,0,40,1,3,2078,24924,,,,,,,,
강화군,0,40,1,4,2346,20706,,,,,,,,
강화군,0,40,1,5,2542,18339,,,,,,,,
강화군,0,40,1,6,2774,18270,,,,,,,,
강화군,0,40,1,7,3037,18400,,,,,,,,
강화군,0,40,1,8,3381,17222,,,,,,,,
강화군,0,40,1,9,3981,30299,,,,,,,,
강화군,0,40,1,10,15351,52706,,,,,,,,
강화군,0,40,2,0,5688,30910,,,,,,,,
강화군,0,40,2,4,,,,,,,,,,
강화군,0,40,2,5,,,,,,,,,,
강화군,0,40,2,6,,,,,,,,,,
강화군,0,40,2,7,,,,,,,,,,
강화군,0,40,2,8,,,,,,,,,,
강화군,0,40,2,9,4187,16209,,,,,,,,
강화군,0,40,2,10,6726,35747,,,,,,,,
강화군,0,40,3,0,3505,19866,,,,,,,,
강화군,0,40,3,1,1208,20336,,,,,,,,
강화군,0,40,3,2,1819,14684,,,,,,,,
강화군,0,40,3,3,2083,15052,,,,,,,,
강화군,0,40,3,4,2323,10731,,,,,,,,
강화군,0,40,3,5,2556,12138,,,,,,,,
강화군,0,40,3,6,2766,14503,,,,,,,,
강화군,0,40,3,7,3011,15323,,,,,,,,
강화군,0,40,3,8,3370,20355,,,,,,,,
강화군,0,40,3,9,4078,25030,,,,,,,,
강화군,0,40,3,10,5801,28743,,,,,,,,
강화군,0,40,4,0,2796,12197,,,,,,,,
강화군,0,40,4,1,1234,11985,,,,,,,,
강화군,0,40,4,2,1843,13399,,,,,,,,
강화군,0,40,4,3,2087,10788,,,,,,,,
강화군,0,40,4,4,2347,7929,,,,,,,,
강화군,0,40,4,5,2551,6676,,,,,,,,
강화군,0,40,4,6,2760,11387,,,,,,,,
강화군,0,40,4,7,3005,18389,,,,,,,,
강화군,0,40,4,8,3316,25267,,,,,,,,
강화군,0,40,4,9,4031,34078,,,,,,,,
강화군,0,40,4,10,7666,28560,,,,,,,,
강화군,0,50,0,0,3315,13904,,,,,,,,
강화군,0,50,0,1,1221,13123,,,,,,,,
강화군,0,50,0,2,1813,13282,,,,,,,,
강화군,0,50,0,3,2070,10713,,,,,,,,
강화군,0,50,0,4,2357,6285,,,,,,,,
강화군,0,50,0,5,2553,6487,,,,,,,,
강화군,0,50,0,6,2756,9040,,,,,,,,
강화군,0,50,0,7,3014,13400,,,,,,,,
강화군,0,50,0,8,3362,14745,,,,,,,,
강화군,0,50,0,9,4005,21251,,,,,,,,
강화군,0,50,0,10,7477,32650,,,,,,,,
강화군,0,50,1,0,4109,22909,,,,,,,,
강화군,0,50,1,1,1231,21112,,,,,,,,
강화군,0,50,1,2,1842,18692,,,,,,,,
강화군,0,50,1,3,2020,20351,,,,,,,,
강화군,0,50,1,4,2355,17018,,,,,,,,
강화군,0,50,1,5,2515,19635,,,,,,,,
강화군,0,50,1,6,2772,16293,,,,,,,,
강화군,0,50,1,7,3033,14384,,,,,,,,
강화군,0,50,1,8,3404,13210,,,,,,,,
강화군,0,50,1,9,3933,21501,,,,,,,,
강화군,0,50,1,10,9027,55170,,,,,,,,
강화군,0,50,2,0,6288,21589,,,,,,,,
강화군,0,50,2,5,,,,,,,,,,
강화군,0,50,2,7,,,,,,,,,,
강화군,0,50,2,8,,,,,,,,,,
강화군,0,50,2,9,4340,14209,,,,,,,,
강화군,0,50,2,10,6958,21877,,,,,,,,
강화군,0,50,3,0,3925,17094,,,,,,,,
강화군,0,50,3,1,1206,20510,,,,,,,,
강화군,0,50,3,2,1789,14577,,,,,,,,
강화군,0,50,3,3,2048,16236,,,,,,,,
강화군,0,50,3,4,2344,12687,,,,,,,,
강화군,0,50,3,5,2571,8129,,,,,,,,
강화군,0,50,3,6,2770,9064,,,,,,,,
강화군,0,50,3,7,3007,12386,,,,,,,,
강화군,0,50,3,8,3375,15174,,,,,,,,
강화군,0,50,3,9,4068,18701,,,,,,,,
강화군,0,50,3,10,6499,24734,,,,,,,,
강화군,0,50,4,0,2847,9703,,,,,,,,
강화군,0,50,4,1,1223,9054,,,,,,,,
강화군,0,50,4,2,1813,11100,,,,,,,,
강화군,0,50,4,3,2082,8217,,,,,,,,
강화군,0,50,4,4,2358,5524,,,,,,,,
강화군,0,50,4,5,2552,6078,,,,,,,,
강화군,0,50,4,6,2752,8616,,,,,,,,
강화군,0,50,4,7,3012,13279,,,,,,,,
강화군,0,50,4,8,3314,16932,,,,,,,,
강화군,0,50,4,9,4024,24989,,,,,,,,
강화군,0,50,4,10,7842,24295,,,,,,,,
강화군,0,60,0,0,2813,9428,,,,,,,,
강화군,0,60,0,1,1232,9072,,,,,,,,
강화군,0,60,0,2,1864,4364,,,,,,,,
강화군,0,60,0,3,2085,4547,,,,,,,,
강화군,0,60,0,4,2311,5418,,,,,,,,
강화군,0,60,0,5,2546,7349,,,,,,,,
강화군,0,60,0,6,2765,9848,,,,,,,,
강화군,0,60,0,7,3005,12234,,,,,,,,
강화군,0,60,0,8,3359,12980,,,,,,,,
강화군,0,60,0,9,4053,22960,,,,,,,,
강화군,0,60,0,10,8536,25759,,,,,,,,
강화군,0,60,1,0,4046,18917,,,,,,,,
강화군,0,60,1,1,1213,19354,,,,,,,,
강화군,0,60,1,2,1813,14020,,,,,,,,
강화군,0,60,1,3,2047,8776,,,,,,,,
강화군,0,60,1,4,2363,8719,,,,,,,,
강화군,0,60,1,5,2530,15426,,,,,,,,
강화군,0,60,1,6,2796,9951,,,,,,,,
강화군,0,60,1,7,3021,12111,,,,,,,,
강화군,0,60,1,8,3368,10995,,,,,,,,
강화군,0,60,1,9,3960,29076,,,,,,,,
강화군,0,60,1,10,9699,34212,,,,,,,,
강화군,0,60,2,0,4229,13704,,,,,,,,
강화군,0,60,2,1,,,,,,,,,,
강화군,0,60,2,2,,,,,,,,,,
강화군,0,60,2,6,,,,,,,,,,
강화군,0,60,2,8,,,,,,,,,,
강화군,0,60,2,9,,,,,,,,,,
강화군,0,60,2,10,,,,,,,,,,
강화군,0,60,3,0,3396,15119,,,,,,,,
강화군,0,60,3,1,1231,12311,,,,,,,,
강화군,0,60,3,2,1835,9110,,,,,,,,
강화군,0,60,3,3,2061,7919,,,,,,,,
강화군,0,60,3,4,2315,7281,,,,,,,,
강화군,0,60,3,5,2561,10696,,,,,,,,
강화군,0,60,3,6,2764,12008,,,,,,,,
강화군,0,60,3,7,3018,13477,,,,,,,,
강화군,0,60,3,8,3393,13593,,,,,,,,
강화군,0,60,3,9,4106,16224,,,,,,,,
강화군,0,60,3,10,6316,29794,,,,,,,,
강화군,0,60,4,0,2521,6693,,,,,,,,
강화군,0,60,4,1,1237,6946,,,,,,,,
강화군,0,60,4,2,1867,3891,,,,,,,,
강화군,0,60,4,3,2087,4396,,,,,,,,
강화군,0,60,4,4,2310,5259,,,,,,,,
강화군,0,60,4,5,2546,6642,,,,,,,,
강화군,0,60,4,6,2762,9468,,,,,,,,
강화군,0,60,4,7,2994,11921,,,,,,,,
강화군,0,60,4,8,3334,16461,,,,,,,,
강화군,0,60,4,9,4139,19188,,,,,,,,
강화군,0,60,4,10,9132,13151,,,,,,,,
강화군,0,70,0,0,2233,4285,,,,,,,,
강화군,0,70,0,1,1249,4202,,,,,,,,
강화군,0,70,0,2,1880,2440,,,,,,,,
강화군,0,70,0,3,2028,3180,,,,,,,,
강화군,0,70,0,4,2318,5296,,,,,,,,
강화군,0,70,0,5,2537,7958,,,,,,,,
강화군,0,70,0,6,2743,6442,,,,,,,,
강화군,0,70,0,7,2997,9505,,,,,,,,
강화군,0,70,0,8,3300,6962,,,,,,,,
강화군,0,70,0,9,4137,15224,,,,,,,,
강화군,0,70,0,10,7293,16253,,,,,,,,
강화군,0,70,1,0,3231,10551,,,,,,,,
강화군,0,70,1,1,1243,11802,,,,,,,,
강화군,0,70,1,2,1914,13696,,,,,,,,
강화군,0,70,1,3,2006,7221,,,,,,,,
강화군,0,70,1,4,,,,,,,,,,
강화군,0,70,1,5,,,,,,,,,,
강화군,0,70,1,6,2800,8324,,,,,,,,
강화군,0,70,1,7,2977,7412,,,,,,,,
강화군,0,70,1,8,3290,6935,,,,,,,,
강화군,0,70,1,9,3994,11470,,,,,,,,
강화군,0,70,1,10,7667,23672,,,,,,,,
강화군,0,70,2,0,,,,,,,,,,
강화군,0,70,2,4,,,,,,,,,,
강화군,0,70,2,8,,,,,,,,,,
강화군,0,70,2,9,,,,,,,,,,
강화군,0,70,3,0,2502,10012,,,,,,,,
강화군,0,70,3,1,1427,8713,,,,,,,,
강화군,0,70,3,2,1803,5126,,,,,,,,
강화군,0,70,3,3,2060,5284,,,,,,,,
강화군,0,70,3,4,,,,,,,,,,
강화군,0,70,3,5,,,,,,,,,,
강화군,0,70,3,6,,,,,,,,,,
강화군,0,70,3,7,,,,,,,,,,
강화군,0,70,3,8,,,,,,,,,,
강화군,0,70,3,9,4345,24436,,,,,,,,
강화군,0,70,3,10,,,,,,,,,,
강화군,0,70,4,0,2148,3483,,,,,,,,
강화군,0,70,4,1,1242,3438,,,,,,,,
강화군,0,70,4,2,1881,2216,,,,,,,,
강화군,0,70,4,3,2029,3002,,,,,,,,
강화군,0,70,4,4,2318,4670,,,,,,,,
강화군,0,70,4,5,2538,7759,,,,,,,,
강화군,0,70,4,6,2727,4093,,,,,,,,
강화군,0,70,4,7,3007,10073,,,,,,,,
강화군,0,70,4,8,3316,7025,,,,,,,,
강화군,0,70,4,9,4189,15381,,,,,,,,
강화군,0,70,4,10,7063,7116,,,,,,,,
강화군,0,80,0,0,1546,2021,,,,,,,,
강화군,0,80,0,1,1484,1960,,,,,,,,
강화군,0,80,0,2,1848,2893,,,,,,,,
강화군,0,80,0,3,2013,1923,,,,,,,,
강화군,0,80,0,4,,,,,,,,,,
강화군,0,80,0,5,,,,,,,,,,
강화군,0,80,0,6,,,,,,,,,,
강화군,0,80,0,7,,,,,,,,,,
강화군,0,80,0,8,,,,,,,,,,
강화군,0,80,0,9,,,,,,,,,,
강화군,0,80,0,10,,,,,,,,,,
강화군,0,80,1,0,2021,7280,,,,,,,,
강화군,0,80,1,1,1480,6647,,,,,,,,
강화군,0,80,1,2,,,,,,,,,,
강화군,0,80,1,10,,,,,,,,,,
강화군,0,80,3,0,,,,,,,,,,
강화군,0,80,3,1,,,,,,,,,,
강화군,0,80,3,3,,,,,,,,,,
강화군,0,80,4,0,1533,1797,,,,,,,,
강화군,0,80,4,1,1484,1775,,,,,,,,
강화군,0,80,4,2,1845,1766,,,,,,,,
강화군,0,80,4,3,2013,511,,,,,,,,
강화군,0,80,4,4,,,,,,,,,,
강화군,0,80,4,5,,,,,,,,,,
강화군,0,80,4,6,,,,,,,,,,
강화군,0,80,4,7,,,,,,,,,,
강화군,0,80,4,8,,,,,,,,,,
강화군,0,80,4,9,,,,,,,,,,
강화군,0,80,4,10,,,,,,,,,,
강화군,0,90,0,0,,2842,,,,,,,,
강화군,0,90,0,1,,2842,,,,,,,,
강화군,0,90,4,0,,2842,,,,,,,,
강화군,0,90,4,1,,2842,,,,,,,,
강화군,1,0,0,0,2958,11599,,,,,,,,
강화군,1,0,0,1,1365,7233,,,,,,,,
강화군,1,0,0,2,1810,4884,,,,,,,,
강화군,1,0,0,3,2060,6004,,,,,,,,
강화군,1,0,0,4,2319,7775,,,,,,,,
강화군,1,0,0,5,2550,8538,,,,,,,,
강화군,1,0,0,6,2760,11957,,,,,,,,
강화군,1,0,0,7,3012,14805,,,,,,,,
강화군,1,0,0,8,3359,16334,,,,,,,,
강화군,1,0,0,9,4045,23459,,,,,,,,
강화군,1,0,0,10,9303,30500,,,,,,,,
강화군,1,0,1,0,4328,22550,,,,,,,,
강화군,1,0,1,1,1244,20042,,,,,,,,
강화군,1,0,1,2,1835,21592,,,,,,,,
강화군,1,0,1,3,2034,12502,,,,,,,,
강화군,1,0,1,4,2339,15962,,,,,,,,
강화군,1,0,1,5,2538,16379,,,,,,,,
강화군,1,0,1,6,2777,14558,,,,,,,,
강화군,1,0,1,7,3021,14508,,,,,,,,
강화군,1,0,1,8,3370,13594,,,,,,,,
강화군,1,0,1,9,3965,25983,,,,,,,,
강화군,1,0,1,10,11435,48071,,,,,,,,
강화군,1,0,2,0,5045,24764,,,,,,,,
강화군,1,0,2,1,,,,,,,,,,
강화군,1,0,2,2,,,,,,,,,,
강화군,1,0,2,4,2310,21507,,,,,,,,
강화군,1,0,2,5,,,,,,,,,,
강화군,1,0,2,6,,,,,,,,,,
강화군,1,0,2,7,3017,21266,,,,,,,,
강화군,1,0,2,8,3400,19967,,,,,,,,
강화군,1,0,2,9,4098,20220,,,,,,,,
강화군,1,0,2,10,6992,30394,,,,,,,,
강화군,1,0,3,0,3680,18108,,,,,,,,
강화군,1,0,3,1,1305,12987,,,,,,,,
강화군,1,0,3,2,1801,11308,,,,,,,,
강화군,1,0,3,3,2083,14023,,,,,,,,
강화군,1,0,3,4,2317,13372,,,,,,,,
강화군,1,0,3,5,2556,13477,,,,,,,,
강화군,1,0,3,6,2766,16660,,,,,,,,
강화군,1,0,3,7,3014,17131,,,,,,,,
강화군,1,0,3,8,3373,18169,,,,,,,,
강화군,1,0,3,9,4093,21491,,,,,,,,
강화군,1,0,3,10,7522,26104,,,,,,,,
강화군,1,0,4,0,2462,7137,,,,,,,,
강화군,1,0,4,1,1392,4789,,,,,,,,
강화군,1,0,4,2,1810,3932,,,,,,,,
강화군,1,0,4,3,2058,4774,,,,,,,,
강화군,1,0,4,4,2319,6398,,,,,,,,
강화군,1,0,4,5,2549,7121,,,,,,,,
강화군,1,0,4,6,2756,9809,,,,,,,,
강화군,1,0,4,7,3008,13443,,,,,,,,
강화군,1,0,4,8,3332,18752,,,,,,,,
강화군,1,0,4,9,4076,23366,,,,,,,,
강화군,1,0,4,10,11505,18752,,,,,,,,
강화군,1,15,0,0,1765,2031,,,,,,,,
강화군,1,15,0,1,1500,1228,,,,,,,,
강화군,1,15,0,2,1764,2753,,,,,,,,
강화군,1,15,0,3,2094,,,,,,,,,
강화군,1,15,0,4,2255,1976,,,,,,,,
강화군,1,15,0,8,,,,,,,,,,
강화군,1,15,2,0,,,,,,,,,,
강화군,1,15,2,4,,,,,,,,,,
강화군,1,15,2,8,,,,,,,,,,
강화군,1,15,3,0,,,,,,,,,,
강화군,1,15,3,1,,,,,,,,,,
강화군,1,15,4,0,1763,2015,,,,,,,,
강화군,1,15,4,1,1505,1221,,,,,,,,
강화군,1,15,4,2,1764,2753,,,,,,,,
강화군,1,15,4,3,2094,,,,,,,,,
강화군,1,15,4,4,2257,68,,,,,,,,
강화군,1,20,0,0,1856,7484,,,,,,,,
강화군,1,20,0,1,1458,6198,,,,,,,,
강화군,1,20,0,2,1775,5260,,,,,,,,
강화군,1,20,0,3,2064,12069,,,,,,,,
강화군,1,20,0,4,2287,16160,,,,,,,,
강화군,1,20,0,5,2535,19652,,,,,,,,
강화군,1,20,0,6,2761,21425,,,,,,,,
강화군,1,20,0,7,3030,24316,,,,,,,,
강화군,1,20,0,8,3329,22264,,,,,,,,
강화군,1,20,0,9,4077,29789,,,,,,,,
강화군,1,20,0,10,6890,42939,,,,,,,,
강화군,1,20,1,0,2886,19714,,,,,,,,
강화군,1,20,1,1,,,,,,,,,,
강화군,1,20,1,2,,,,,,,,,,
강화군,1,20,1,3,,,,,,,,,,
강화군,1,20,1,4,,,,,,,,,,
강화군,1,20,1,5,,,,,,,,,,
강화군,1,20,1,6,2754,10720,,,,,,,,
강화군,1,20,1,7,,,,,,,,,,
강화군,1,20,1,8,,,,,,,,,,
강화군,1,20,1,9,,,,,,,,,,
강화군,1,20,1,10,,,,,,,,,,
강화군,1,20,2,0,2811,16278,,,,,,,,
강화군,1,20,2,1,,,,,,,,,,
강화군,1,20,2,4,,,,,,,,,,
강화군,1,20,2,5,,,,,,,,,,
강화군,1,20,2,6,,,,,,,,,,
강화군,1,20,2,7,,,,,,,,,,
강화군,1,20,2,8,,,,,,,,,,
강화군,1,20,2,9,,,,,,,,,,
강화군,1,20,2,10,,,,,,,,,,
강화군,1,20,3,0,1944,14196,,,,,,,,
강화군,1,20,3,1,1349,8883,,,,,,,,
강화군,1,20,3,2,1788,12958,,,,,,,,
강화군,1,20,3,3,2089,16671,,,,,,,,
강화군,1,20,3,4,2319,17517,,,,,,,,
강화군,1,20,3,5,2543,19382,,,,,,,,
강화군,1,20,3,6,2768,23141,,,,,,,,
강화군,1,20,3,7,3025,32543,,,,,,,,
강화군,1,20,3,8,3293,25301,,,,,,,,
강화군,1,20,3,9,4200,27813,,,,,,,,
강화군,1,20,3,10,,,,,,,,,,
강화군,1,20,4,0,1808,5779,,,,,,,,
강화군,1,20,4,1,1518,4772,,,,,,,,
강화군,1,20,4,2,1774,4718,,,,,,,,
강화군,1,20,4,3,2057,10603,,,,,,,,
강화군,1,20,4,4,2273,15944,,,,,,,,
강화군,1,20,4,5,2523,23088,,,,,,,,
강화군,1,20,4,6,2764,29398,,,,,,,,
강화군,1,20,4,7,,,,,,,,,,
강화군,1,20,4,8,,,,,,,,,,
강화군,1,20,4,9,,,,,,,,,,
강화군,1,20,4,10,,,,,,,,,,
강화군,1,30,0,0,3575,17291,,,,,,,,
강화군,1,30,0,1,1329,16773,,,,,,,,
강화군,1,30,0,2,1828,8986,,,,,,,,
강화군,1,30,0,3,2090,8941,,,,,,,,
강화군,1,30,0,4,2310,11503,,,,,,,,
강화군,1,30,0,5,2553,15956,,,,,,,,
강화군,1,30,0,6,2760,21793,,,,,,,,
강화군,1,30,0,7,2997,23888,,,,,,,,
강화군,1,30,0,8,3366,26995,,,,,,,,
강화군,1,30,0,9,4036,32180,,,,,,,,
강화군,1,30,0,10,23394,36031,,,,,,,,
강화군,1,30,1,0,3310,31158,,,,,,,,
강화군,1,30,1,1,1182,43088,,,,,,,,
강화군,1,30,1,2,,,,,,,,,,
강화군,1,30,1,3,,,,,,,,,,
강화군,1,30,1,4,2335,19327,,,,,,,,
강화군,1,30,1,5,2557,15353,,,,,,,,
