cus_tpc,ag_cnm,sex_dsc,jobnm,waa_provnm,gen_cwnm,sal_gugan,sum_sal,nps_am,mil_am,tp_am,geps_am,rvgtp_bac,rvgtp_bcsr_isrfe_aam,dffm_bac,ts_bac,be_bac,dffm_bcsr_isrfe_aam,frnd_bac,hh_am,gagye_am,dambo_am,gagye_ovd,dambo_ovd,jutaek_bac,sinyoung_bac,gita_bac,ejubi_bac,jungdogem_bac,jangem_bac,jutaekdambo_bac,jensaejagem_bac,jutaekgita_bac,woorsy_bac,gitasiny_bac,gitadambo_bac,jutaek_ovd,sinyoung_ovd,gita_ovd,ejubi_ovd,jungdogem_ovd,jangem_ovd,jutaekdambo_ovd,jensaejagem_ovd,jutaekgita_ovd,woorsy_ovd,gitasiny_ovd,gitadambo_ovd,ccd_us_cn,crdsel_us_cn,ocepay_us_cn,dome_ocepay_us_cn,fr_ocepay_us_cn,ist_us_cn,nint_ist_us_cn,chsv_us_cn,cdln_us_cn,chk_cd_us_cn,chk_cd_ocepay_us_cn,dome_chk_cd_ocepay_us_cn,fr_chk_cd_ocepay_us_cn,ltpy_traf_us_cn,hips_us_cn,msf_cd_us_am,fam_cd_us_am,ccd_us_am,crdsel_us_am,ocepay_us_am,dome_ocepay_us_am,fr_ocepay_us_am,ist_us_am,nint_ist_us_am,chsv_us_am,cdln_us_am,chk_cd_us_am,chk_cd_ocepay_us_am,dome_chk_cd_ocepay_us_am,fr_chk_cd_ocepay_us_am,ltpy_traf_us_am,hips_us_am
1,60대,1,회사원,전북,장수군,500만원미만,4362647.5,0,0,0,0,0,0,0,34902560,0,0,3649950,0,3386720.5,0,0,0,0,3386720.5,0,0,0,0,0,0,0,1690000,1696720.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9166665,1.9166665,1.7916665,1.7916665,0,0.125,0.125,0,0,0.833333,0.833333,0.833333,0,0,0.375,139040.875,0,96209.625,96209.625,41514.20833,41514.20833,0,54695.41667,54695.41667,0,0,42831.25,42831.25,42831.25,0,0,3929.166667
1,30대,2,주부,강원,속초시,200만원미만,41299.67434,3543.552632,0,0,0,1071742.618,239169.3421,409336.1382,165778.3322,57192.97368,0,1655703.664,484847.3684,5991804.378,5991804.378,3120.2368,3120.2368,5991804.378,0,0,0,0,1948936.664,4042867.714,0,0,0,0,0,3120.236842,0,0,0,0,3120.236842,0,0,0,0,0,0,2.708607461,2.694353072,2.540021931,2.234375,0.016995615,0.154331141,0.130756579,0.012609648,0.001644737,8.041118401,8.041118401,7.995888141,0.04523026,0.04523026,0.008497806,348390.9962,0,140735.8734,128118.0005,97700.25877,88660.22834,629.116776,30417.74178,22094.10609,6532.346491,6085.526316,221366.6149,221366.6149,220058.4465,1308.168311,488.536184,78.056469
1,40대,2,군인/군무원,경남,김해시,500만원미만,4122270.5,0,0,0,0,400000,0,0,0,0,0,135406.5,150000,2478334,0,0,0,0,2478334,0,0,0,0,0,0,0,0,2478334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0.7083335,0.7083335,0,0.1666665,0.1666665,0,0,25.2083335,25.2083335,25.2083335,0,0,0,779850.0417,0,29721.66667,29721.66667,11406.58333,11406.58333,0,18315.08333,18315.08333,0,0,750128.375,750128.375,750128.375,0,0,0
1,40대,1,기타직업군,전남,광양시,500만원미만,4274533.5,0,0,0,0,5463750,625000,0,0,0,0,9989489.5,4125000,8422500,7062500,0,0,7062500,1360000,0,0,0,0,7062500,0,0,0,1360000,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71875,10.71875,10.67708338,6.041666625,0.010416625,0.041666625,0.031249875,0,0,18.95833338,18.95833338,18.95833338,0,0.010416625,0.208333375,935109.5208,0,510534.1146,510534.1146,492023.6979,289018.4063,1751.541667,18510.41667,11947.91667,0,0,424575.4063,424575.4063,424575.4063,0,25,1181.041667
1,70대이상,2,기타직업군,경기,부천시,400만원미만,3490811.879,156629.0909,0,0,40307864.85,8130606.061,2823151.515,14220284.21,0,18097318.82,12121212.12,16360179.33,5073030.303,7486541.394,6146976.303,0,0,5843946,1339565.091,303030.303,0,0,0,5843946,0,0,0,1339565.091,303030.303,0,0,0,0,0,0,0,0,0,0,0,0,12.38383842,12.35858588,11.92171721,11.92171721,0,0.436868636,0.414141394,0.025252515,0,0.340909121,0.340909121,0.340909121,0,0.373737333,0,443191.4798,0,438072.7424,413072.7424,290036.4722,290036.4722,0,123036.2702,111663.3409,25000,0,5118.737374,5118.737374,5118.737374,0,4206.338384,0
1,50대,1,기타직업군,충남,금산군,500만원이상,7321457.5,138360,4116060,0,7638250,0,0,0,0,0,0,4870579.25,0,2245000,0,0,0,0,2245000,0,0,0,0,0,0,0,2245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.10416675,26.0833335,25.7708335,15.47916675,0,0.31250025,0.29166675,0,0.02083325,1.66666675,1.66666675,1.66666675,0,0.10416675,1.6458335,1130317.917,0,1054777.083,846443.75,759191.0417,423778.9583,0,87252.70833,81169.375,0,208333.3333,75540.83333,75540.83333,75540.83333,0,239.583333,12542.08333
3,40대,1,개인사업자,제주,서귀포시,200만원미만,41993.01477,362309.9358,0,0,1271.676301,943292.8825,371217.9094,421168.6484,324495.2681,120887.7559,18579.87155,5673774.966,682041.8304,52799338.92,51810217.13,64832.124,64782.0055,7299067.348,989121.7913,44511149.78,0,0,1142122.672,5939956.88,212267.1805,4720.61657,175401.413,813720.3783,44511149.78,64782.00546,50.118497,0,0,0,0,64782.00546,0,0,0,50.118497,0,9.021863622,8.994968956,8.80807108,8.623153503,0.028205949,0.186897873,0.156176403,0.024673515,0.002221148,5.783049668,5.783049668,5.744861913,0.038187754,0.043299076,0.042175122,497932.1169,5758.300471,490828.0993,450149.979,367043.1689,358960.836,2482.201804,83106.81011,64593.58438,19943.80218,20734.31813,187640.7376,187640.7376,185717.1363,1923.601317,306.563905,534.379951
1,50대,2,일반공무원,전남,영광군,500만원미만,4531273.955,71441.36364,0,0,0,4526403.182,0,5227272.727,268636.3636,3696185.182,0,3313729.955,1856403.182,25235994,0,0,0,0,25235994,0,0,0,0,0,0,0,15780981.95,9455012.045,0,0,0,0,0,0,0,0,0,0,0,0,0,9.621212182,9.621212182,9.196969727,9.132575727,0.064393909,0.424242409,0.397727273,0,0,7.382575727,7.382575727,7.359848455,0.022727273,0.128787955,0.003787864,754270.4394,34614.68182,521148.6667,521148.6667,370419.8409,357215.5947,13204.24621,150728.8258,119914.053,0,0,267736.4545,267736.4545,267577.322,159.132576,821.212121,33.333333
3,30대,2,개인사업자,전남,목포시,300만원미만,2351763.611,102593.3333,0,204882.7778,0,2052777.778,0,0,2563683.778,0,0,2474761.944,1409444.444,7264513.444,0,0,0,0,7264513.444,0,0,0,0,0,0,0,5555555.556,1708957.889,0,0,0,0,0,0,0,0,0,0,0,0,0,8.074074056,8.023148167,7.4814815,7.263888889,0,0.541666667,0.504629667,0.050925944,0,8.462962944,8.462962944,8.453703722,0.009259278,0.171296278,0.060185167,478497.2407,0,307634.2685,292356.4907,159784.3102,158850.5139,0,132572.1806,120339.3102,15277.77778,0,229754.4074,229754.4074,229019.9954,734.412037,2471.527778,362.962963
1,50대,1,기타직업군,대구,북구,500만원미만,4380815.667,245538.3333,0,0,4521840,2053333.333,0,0,0,0,0,8288676.333,420000,14224262.67,14224262.67,0,0,10890929.33,0,3333333.333,0,0,0,10890929.33,0,0,0,0,3333333.333,0,0,0,0,0,0,0,0,0,0,0,0,8.1666665,8,7.888888833,7.888888833,0,0.111111,0.111111,0.166666667,0,10.3055555,10.3055555,10.3055555,0,0.25,2.0555555,787683.4583,0,592954.5833,208232.3611,175900.4167,175900.4167,0,32331.94445,32331.94445,384722.2222,0,194728.875,194728.875,194728.875,0,6599.305556,8841.666667
1,40대,1,일반공무원,경기,성남시,300만원미만,2683751.397,0,0,0,0,2520517.241,286206.8966,0,252241.3793,294070,0,6910267.845,2283103.448,47118980.69,29147624.14,0,0,28154950.76,17971356.55,992673.3793,0,1920206.897,7214537.655,14520206.21,4500000,0,13264203.5,4707153.052,992673.3793,0,0,0,0,0,0,0,0,0,0,0,0,10.63649421,10.60775857,10.54310341,10.42241376,0.083333345,0.064655121,0.061781552,0.028735638,0,10.43247122,10.43247122,10.43247122,0,0.617816121,0.238505759,639415.2644,1422.413793,400314.1121,344998.0201,295544.0589,285680.2198,2845.281609,49453.96121,46583.12787,55316.09195,0,240523.5661,240523.5661,240523.5661,0,6397.600575,884.698276
1,30대,2,회사원,전남,신안군,300만원미만,2346070,0,0,0,0,975000,41840000,0,0,0,0,507783.5,975000,28173361,0,0,0,0,28173361,0,0,0,0,0,0,0,0,28173361,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3333335,7.3333335,7.1666665,7.1666665,0,0.1666665,0.083333,0,0,3.2083335,3.2083335,3.2083335,0,0,0,530229.8333,0,442101.75,442101.75,342060.0833,342060.0833,0,100041.6667,63666.66667,0,0,88128.08333,88128.08333,88128.08333,0,0,0
1,40대,2,전문직,강원,원주시,200만원미만,101557.1344,32169.03279,0,68494.62295,0,759234.877,410512.2951,691278.2033,410315.1426,52609.16721,278688.5246,1794681.926,570993.3115,2926664.943,2435814.185,0,0,2109396.152,490850.7574,326418.0328,0,0,1027739.962,1065590.616,0,16065.57377,49180.32787,441670.4295,326418.0328,0,0,0,0,0,0,0,0,0,0,0,0,3.970355187,3.935655736,3.764617479,3.032513654,0.032103821,0.171038246,0.156284146,0.031830598,0.002868849,6.058196707,6.058196707,6.055874302,0.002322405,0.091803274,0.122814207,318639.4908,0,176436.8072,142617.1351,109296.7281,91569.23156,236.455738,33320.40697,28162.82814,17480.87432,16338.79781,147664.9367,147664.9367,147586.4216,78.515164,951.072404,623.980874
1,50대,1,회사원,대구,서구,500만원미만,4439248.13,104575.2174,0,0,0,1294782.609,43478.26087,0,5840856.348,7083791.783,435577.3913,8720588.217,889130.4348,16143793,11232165.17,0,0,11232165.17,4911627.826,0,0,5817391.304,0,5414773.87,0,0,0,4911627.826,0,0,0,0,0,0,0,0,0,0,0,0,0,4.336956522,4.32971013,4.282608652,4.275362261,0,0.047101435,0.043478261,0.007246391,0,5.583333304,5.583333304,5.583333304,0,0.144927522,0.137681174,361076.913,0,198819.9022,195703.9601,180912.4384,180883.4529,0,14791.52174,14074.13044,3115.942029,0,162257.0109,162257.0109,162257.0109,0,4077.898551,971.73913
1,70대이상,1,농축임어업인,충북,충주시,200만원미만,19112.30864,328642.6475,0,86958.1893,573371.454,273864.5405,141329.2181,2029679.823,39566.38546,81686.07682,64586.96845,2051885.047,248873.5391,942548.5844,942548.5844,13177.4595,13177.4595,440252.118,0,502296.4664,0,0,186090.561,15390.9465,0,238770.6104,0,0,502296.4664,0,0,13177.45953,0,0,0,0,0,0,0,0,13177.45953,3.500800187,3.479652497,3.391289442,3.196844996,0.001143118,0.088363041,0.078417909,0.020118883,0.001028807,1.274005481,1.274005481,1.274005481,0,0.036236849,0.04229538,238276.3107,4806.062986,194974.991,175932.9242,146607.1111,137821.2595,53.539552,29325.8131,25706.0136,13955.18976,5086.877,49623.6805,49623.6805,49623.6805,0,325.485825,280.158893
1,50대,1,일반공무원,제주,서귀포시,500만원미만,4470078.859,24598.18182,0,0,0,2533310.515,1904522.222,480944.1717,757679.3939,884845.899,184.646465,9704704.02,1613181.818,58700966.63,32806498.47,0,0,4490101.01,25894468.15,28316397.46,0,0,0,4490101.01,0,0,18237531.4,7656936.747,28316397.46,0,0,0,0,0,0,0,0,0,0,0,0,18.80134678,18.73063971,18.30639731,17.17255891,0.017676768,0.424242404,0.398989879,0.066498313,0.004208747,12.39730638,12.39730638,12.39562287,0.001683495,0.597643121,0.002525253,1277983.46,5155.180135,917338.1246,857489.6397,719761.6498,688750.6759,2474.340909,137727.9899,117792.0387,36279.46128,23569.02357,366064.1515,366064.1515,366029.0993,35.052189,7490.252525,5.723906
1,50대,2,주부,서울,광진구,200만원미만,15621.48368,35979.24399,0,0,4320.93929,816639.0553,236149.9058,1444277.213,346482.1045,127629.5163,104879.7365,1596107.411,540126.2915,4851677.36,4839620.987,0,0,3967934.923,12056.37371,871686.0636,278321.8786,436029.7824,959493.1506,1223497.521,1042096.22,28496.37085,0,12056.37371,871686.0636,0,0,0,0,0,0,0,0,0,0,0,0,2.375310233,2.358653111,2.27949599,2.179314624,0.003150056,0.079157118,0.069778538,0.01524914,0.001407978,1.775272048,1.775272048,1.773720883,0.001551165,0.147432222,0.044864451,136279.2075,416.006539,96742.05906,77628.01115,58607.55517,55185.71478,520.554219,19020.45597,15724.96201,9133.855097,9980.192822,41465.75597,41465.75597,41377.56894,88.187023,1664.432035,217.988259
1,40대,1,교사,전북,익산시,400만원미만,3598729.182,0,0,0,0,5559897.364,0,0,0,0,0,1382836.636,2847272.727,28582457,14828181.82,0,0,14828181.82,13754275.18,0,0,0,0,14828181.82,0,0,2727272.727,11027002.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613636364,1.431818182,1.409090818,1.401515091,0.007575727,0.022727273,0.022727273,0.090909091,0.090909091,9.916666636,9.916666636,9.916666636,0,0.007575727,0,588169.3712,0,387062.5682,82517.11364,47884.31061,47327.18182,557.128788,34632.80303,34632.80303,93939.39394,210606.0606,201106.803,201106.803,201106.803,0,10.227273,0
1,60대,1,교사,전북,남원시,500만원이상,9326494.286,347897.1429,0,2941210,10320050.71,1857857.143,0,0,6175714.286,7137.142857,0,5187540.714,815000,13227704.07,1425714.286,0,0,1425714.286,11801989.79,0,0,0,1425714.286,0,0,0,10214285.71,1587704.071,0,0,0,0,0,0,0,0,0,0,0,0,0,13.66666664,13.40476186,13.28571421,9.994047571,0,0.119047571,0.107142857,0.184523786,0.077380929,6.380952429,6.380952429,6.380952429,0,0.154761857,0.922619,1018873.125,0,763146.994,518682.7083,466364.4345,375071.6607,0,52318.27381,50568.27381,89702.38095,154761.9048,255726.131,255726.131,255726.131,0,9248.809524,4437.261905
1,50대,1,교사,전남,광양시,500만원이상,6228189.353,0,0,0,1162595.294,4574705.882,1381176.471,1706457.059,11444117.65,2854919.647,0,11014508.41,4574705.882,45684350.12,3529411.765,0,0,0,42154938.35,3529411.765,0,0,0,0,0,0,40899411.76,1255526.588,3529411.765,0,0,0,0,0,0,0,0,0,0,0,0,15.29901965,15.29901965,15.22549029,10.51960794,0.161764706,0.073529353,0.073529353,0,0,20.41176471,20.41176471,20.39705882,0.014705824,0.362745118,1.485294059,1092929.897,0,452473.0833,452473.0833,419349.1176,279107.3333,3115.5,33123.96569,33123.96569,0,0,640456.8137,640456.8137,634118.0147,6338.79902,2804.411765,5397.45098
1,30대,2,기타직업군,전남,구례군,200만원미만,40467.06757,2426.216216,0,0,0,1274814.054,45945.94595,135135.1351,320361.8378,0,0,845917.1351,889678.9189,594594.5946,594594.5946,0,0,594594.5946,0,0,0,0,0,0,594594.5946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9954955,2.992117122,2.968468473,2.418918919,0.195945946,0.023648635,0.022522514,0.003378378,0,6.040540554,6.040540554,6.037162176,0.003378378,0.056306311,0,297977.6768,0,107399.9313,102444.9764,93387.5214,79877.29617,6059.856982,9057.454955,7261.283784,4954.954955,0,190577.7455,190577.7455,190224.8514,352.894144,379.560811,0
1,20대,2,전문직,대구,달서구,300만원미만,2292568.048,0,0,0,0,2380000,0,0,0,0,0,588818.1905,1262857.143,4006048.667,1245086.095,0,0,857142.8571,2760962.571,387943.2381,0,0,0,0,857142.8571,0,761904.7619,1999057.81,387943.2381,0,0,0,0,0,0,0,0,0,0,0,0,4.678571429,4.678571429,4.662698381,4.357142857,0.305555571,0.015873,0.015873,0,0,18.73015871,18.73015871,18.71825395,0.011904762,1.523809524,0.178571429,367490.631,0,99927.20238,99927.20238,93271.64683,87743.5,5528.146825,6655.555556,6655.555556,0,0,267563.4286,267563.4286,264369.2817,3194.146825,10055.55556,1266.111111
3,60대,2,개인사업자,대구,달서구,300만원미만,2406644.389,227940,0,0,1473340,933333.3333,12054444.44,5555555.556,0,0,0,7050125.5,77777.77778,214268767.7,212298498.2,0,0,57854053.78,1970269.444,154444444.4,0,0,0,57854053.78,0,0,0,1970269.444,154444444.4,0,0,0,0,0,0,0,0,0,0,0,0,7.615740778,7.541666722,7.300925833,7.300925833,0,0.240740667,0.189814778,0.074074056,0,4.356481444,4.356481444,4.356481444,0,0.3935185,0.004629611,427908.9583,2184.074074,530574.713,341685.8241,240143.5787,240143.5787,0,101542.2454,59194.10185,188888.8889,0,108723.5046,108723.5046,108723.5046,0,2876.157407,8.333333
1,40대,2,교사,강원,화천군,500만원미만,4229854,0,0,0,0,5591428.571,0,0,0,2364712.857,0,9687366.143,2060000,35979709.57,25268571.43,0,0,15268571.43,10711138.14,10000000,0,0,0,15268571.43,0,0,10285714.29,425423.8571,10000000,0,0,0,0,0,0,0,0,0,0,0,0,32.404762,32.404762,31.952381,18.39285714,0,0.452380857,0.452380857,0,0,5.535714143,5.535714143,5.535714143,0,0.488095143,0.166666714,1477864.429,0,1219607.238,1219607.238,966919.3929,579752.3929,0,252687.8452,252687.8452,0,0,258257.1905,258257.1905,258257.1905,0,3237.5,1200
1,40대,1,일반공무원,서울,서대문구,400만원미만,3580088.389,0,0,0,0,2277222.222,0,0,0,0,0,3871362.611,2243888.889,74110262.61,53885555.56,0,0,53885555.56,20224707.06,0,0,0,0,5552222.222,48333333.33,0,9962789.944,10261917.11,0,0,0,0,0,0,0,0,0,0,0,0,0,19.50925922,19.50925922,19.21296294,19.17592589,0.037037056,0.296296278,0.2685185,0,0,7.157407389,7.157407389,7.152777778,0.004629611,0.967592556,0.129629667,607170.7269,0,441790.5509,441790.5509,387906.9815,387757.5417,149.439815,53883.56945,47953.61574,0,0,165380.1759,165380.1759,163114.5324,2265.643519,16287.08333,499.074074
1,60대,1,전문직,서울,성동구,200만원미만,46788.60976,0,0,0,0,7317.073171,0,0,243.902439,0,0,450806.3902,7317.073171,21185657.8,19278292.68,0,0,19278292.68,1907365.122,0,0,8302682.927,0,0,10975609.76,0,0,1907365.122,0,0,0,0,0,0,0,0,0,0,0,0,0,1.365853659,1.363821146,1.331300829,1.333333341,-0.002032537,0.032520317,0.026422756,0.002032512,0,0.002032512,0.002032512,0.002032512,0,0.069105707,0,76494.25813,0,76435.72155,74403.20122,49287.93699,49139.45122,148.485772,25115.26423,12725.02033,2032.520325,0,58.536585,58.536585,58.536585,0,481.849593,0
1,50대,1,일반공무원,부산,사상구,500만원이상,6423017.222,0,0,0,0,1484444.444,0,6666666.667,0,0,0,12190300,1484444.444,67885392,31907777.78,0,0,31907777.78,35977614.22,0,0,0,0,1907777.778,30000000,0,24188888.89,11788725.33,0,0,0,0,0,0,0,0,0,0,0,0,0,13.72222222,13.62962956,13.55555544,1.481481444,0.074074111,0.074074,0.064814778,0.092592667,0,9.129629667,9.129629667,9.129629667,0,0.342592556,0,1115045.648,0,888013.75,734310.0463,665844.1204,86733.33333,13010.65741,68465.92593,46243.7037,153703.7037,0,227031.8981,227031.8981,227031.8981,0,9020.740741,0
1,40대,2,기타직업군,서울,마포구,300만원미만,2313649.5,0,0,0,0,678333.3333,0,0,0,0,0,3471071.833,503333.3333,114666666.7,114666666.7,0,0,81333333.33,0,33333333.33,0,0,0,0,81333333.33,0,0,0,33333333.33,0,0,0,0,0,0,0,0,0,0,0,0,18.3194445,18.3194445,18.16666667,18.15277767,0.013888833,0.152777667,0.125,0,0,0.319444333,0.319444333,0.319444333,0,0.5694445,0,793487.6111,0,775062.8889,775062.8889,744071.2222,743325.5694,745.652778,30991.66667,23250.69445,0,0,18424.72222,18424.72222,18424.72222,0,4153.472222,0
1,30대,1,경찰공무원,서울,서초구,200만원미만,78336.90323,0,0,0,0,1051000,0,0,0,0,0,879136.9032,1010322.581,12553617.84,12553617.84,0,0,12553617.84,0,0,0,0,7392327.516,0,5161290.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586021516,1.586021516,1.553763452,1.553763452,0,0.032258065,0.032258065,0,0,0.287634387,0.287634387,0.287634387,0,0.010752677,0,48757.71774,0,40543.41936,40543.41936,34649.87097,34649.87097,0,5893.548387,5893.548387,0,0,8214.298387,8214.298387,8214.298387,0,135.483871,0
3,50대,2,개인사업자,경기,김포시,400만원미만,3376405.4,142912,0,0,0,1158666.667,0,0,228000,28631.6,14613.33333,31431760.73,1078666.667,159548545.3,155278682.3,0,0,61985348.93,4269863.067,93293333.33,0,0,19144000,42841348.93,0,0,0,4269863.067,93293333.33,0,0,0,0,0,0,0,0,0,0,0,0,11.3277778,11.3277778,11.05,11.02777773,0.022222267,0.2777778,0.238888933,0,0,4.144444467,4.144444467,4.144444467,0,0.1722222,1.566666667,676288.5778,0,628006.1556,628006.1556,488431.2222,487293.0444,1138.177778,139574.9333,96660.98889,0,0,181887.1667,181887.1667,181887.1667,0,1266.222222,7871.5
1,50대,1,교직원,경기,양평군,200만원미만,37790.59091,41664.54545,0,111525.6818,0,112045.4545,0,0,6584.5,28064.56818,0,2071899.068,36818.18182,6758449.705,5710909.091,0,0,3438181.818,1047540.614,2272727.273,0,0,0,3438181.818,0,0,0,1047540.614,2272727.273,0,0,0,0,0,0,0,0,0,0,0,0,6.278409068,6.267045432,6.174242432,5.717803045,0.009469705,0.092803,0.092803,0.003787864,0.00757575,7.513257568,7.513257568,7.467803023,0.045454545,0.293560591,0.204545455,580311.7178,0,338137.0625,212379.4867,188992.7443,164928.3883,89.659091,23386.74242,23386.74242,8333.333333,117424.2424,242174.6553,242174.6553,239371.6477,2803.007576,3220.909091,889.734849
1,60대,1,회사원,강원,영월군,500만원미만,4328341.5,0,0,0,8587230,1625000,0,7500000,40340690.75,0,0,6984918.75,1625000,42389841.5,0,0,0,0,42389841.5,0,0,0,0,0,0,0,36225000,6164841.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0833335,18.0833335,18.04166675,18.04166675,0,0.04166675,0.04166675,0,0,0.25,0.25,0.25,0,0.25,0,723308.7083,0,716567.0417,716567.0417,661561.2083,661561.2083,0,55005.83333,55005.83333,0,0,6741.666667,6741.666667,6741.666667,0,6945.833333,0
3,60대,2,개인사업자,경남,진주시,500만원이상,11387344.64,1202395.085,0,0,4209750.508,13038474.58,29488307.8,14039079.69,331174.6102,6745143.407,3757118.644,34114102.64,3735932.203,67953873.97,65596126.27,0,0,20643610.68,2357747.695,44952515.59,0,0,4745762.712,15897847.97,0,0,0,2357747.695,44952515.59,0,0,0,0,0,0,0,0,0,0,0,0,12.8813559,12.87005646,12.31779663,11.42090395,0.001412424,0.552259847,0.509887,0.011299424,0,0.563559305,0.563559305,0.563559305,0,0.158192085,0.344632746,572926.8051,0,699269.7105,667913.7782,458629.9223,397366.8602,91.149718,209283.8559,183645.6088,31355.9322,0,16375.59746,16375.59746,16375.59746,0,1695.211864,1439.90113
1,30대,2,주부,대전,동구,200만원미만,23185.67341,7197.919075,0,0,0,698428.2803,51614.73988,182447.9364,372060.1474,67989.02312,14450.86705,1329295.997,581878.8584,1015173.461,966705.2023,0,0,960924.8555,48468.25867,5780.346821,135982.659,453901.7341,255780.3468,115260.1156,0,0,0,48468.25867,5780.346821,0,0,0,0,0,0,0,0,0,0,0,0,2.913896918,2.903299616,2.784802507,2.60308285,0.001926782,0.118497107,0.106695562,0.008911368,0.001685934,5.74759152,5.74759152,5.728684968,0.018906552,0.106695564,0.022398842,251879.6493,515.462548,108393.7136,95947.90438,74554.52854,70820.90535,121.244099,21393.37584,17193.97001,3606.695568,8839.11368,147284.0391,147284.0391,146594.6793,689.359827,675.227601,122.91185
1,60대,1,농축임어업인,경기,광주시,200만원미만,28816.26614,490942.2114,0,41510.84149,34618.00391,299217.2211,229491.1937,484344.4227,68436.42074,150916.2818,1056751.468,1903931.808,271428.5714,3310440.388,3299338.272,0,0,459342.7104,11102.11546,2839995.562,0,0,0,459342.7104,0,0,0,11102.11546,2839995.562,0,0,0,0,0,0,0,0,0,0,0,0,8.151011082,8.114155252,7.9396608,7.785714288,0.053979127,0.174494442,0.153131102,0.034898886,0.001956943,4.086268753,4.086268753,4.083170254,0.003098499,0.189986951,0.465753415,573481.2614,9183.577952,434708.3112,387170.803,304884.5266,298406.4843,1412.15411,82286.27642,71807.46135,34442.27006,13095.2381,161770.6354,161770.6354,161659.2482,111.387149,2008.463796,2370.184279
1,40대,2,일반공무원,전남,해남군,500만원이상,8584829.75,0,0,0,0,905307.5,0,1250000,1055.25,0,0,3017172,155307.5,70165397,25000000,0,0,25000000,45165397,0,0,0,0,0,25000000,0,21250000,23915397,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2291665,9.1458335,8.20833325,8.20833325,0,0.9375,0.9375,0,0.0833335,55.375,55.375,55.375,0,0.02083325,0,2641720.083,0,977369.5208,508619.5208,233114.75,233114.75,0,275504.7708,275504.7708,0,468750,1664350.563,1664350.563,1664350.563,0,52.083333,0
1,40대,1,일반공무원,강원,태백시,500만원이상,5827888.25,0,0,0,0,8958750,419113,0,2500,0,5004517.5,21725781.75,8958750,52212924.5,37747500,0,0,37747500,14465424.5,0,0,0,0,37747500,0,0,14465424.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3541665,11.3541665,11.3541665,0.2916665,0.33333325,0,0,0,0,13.9375,13.9375,13.9375,0,0,0,1042699.521,0,519218.4583,519218.4583,519218.4583,7451,8516.833333,0,0,0,0,523481.0625,523481.0625,523481.0625,0,0,0
1,50대,1,소방공무원,강원,춘천시,500만원이상,6337689.679,64338.11321,0,0,0,2372247.792,434528.3019,584905.6604,45471.69811,0,0,5997109.057,1297798.302,41980176.43,3086981.132,0,0,3086981.132,38893195.3,0,0,0,0,3086981.132,0,0,32217010.74,6676184.566,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01415089,20.95754713,20.5786163,17.16666662,0.150943396,0.378930774,0.36949683,0.056603755,0,15.1761006,15.1761006,15.16823896,0.007861623,0.599056547,0.459119491,1129950.917,45600.03931,824016.1289,804786.5692,690742.3679,582253.25,4392.143082,114044.2013,112276.9528,19229.55975,0,351534.827,351534.827,351399.1557,135.671384,8595.660377,1448.820755
1,50대,1,회사원,서울,동대문구,200만원미만,24015.03713,16689.9296,0,0,3578.880676,309901.8645,156624.5829,557536.066,619010.0986,65578.33932,42946.49243,1174554.532,235454.12,5578426.315,4930635.747,468.145,0,4647021.199,531518.1287,399886.988,199841.6051,561274.1992,1174659.37,1426468.098,1223864.836,60913.09081,236306.2562,295211.8724,399886.988,0,468.145019,0,0,0,0,0,0,0,0,468.145019,0,1.899976532,1.882831748,1.844567639,1.813313973,0.004106534,0.038264103,0.032133633,0.015678163,0.001466618,2.027015133,2.027015133,2.020356679,0.006658453,0.092499706,0.054895576,119407.4611,748.413015,78888.38704,60367.48262,47594.74683,46715.89828,302.688226,12772.73579,9827.213657,9957.311789,8563.592632,44510.52549,44510.52549,43749.63481,760.890678,1063.279068,328.212191
1,40대,2,회사원,강원,횡성군,200만원미만,103281.2656,51925.28646,0,0,0,1074942.133,2834092.211,875257.6328,3635646.865,689088.7135,312547.0573,2902112.987,737840.599,3357452.445,2454883.557,36995.9661,0,2203227.096,902568.888,251656.4609,0,0,639869.7917,1397576.055,165781.25,0,0,902568.888,251656.4609,0,36995.96615,0,0,0,0,0,0,0,0,36995.96615,0,8.241970484,8.18381075,7.873263891,6.409939245,0.023220482,0.310546872,0.278428818,0.052951383,0.005208328,7.661024331,7.661024331,7.642361135,0.018663195,0.111762141,0.184461805,649204.7092,152.66276,433780.3668,360865.8702,291671.5953,243210.8572,1151.378038,69194.27496,58861.68164,46286.89236,26627.60417,217755.072,217755.072,217440.2637,314.808377,992.33724,1392.779948
