cus_tpc,ag_cnm,sex_dsc,jobnm,waa_provnm,gen_cwnm,sal_gugan,sum_sal,nps_am,mil_am,tp_am,geps_am,rvgtp_bac,rvgtp_bcsr_isrfe_aam,dffm_bac,ts_bac,be_bac,dffm_bcsr_isrfe_aam,frnd_bac,hh_am,gagye_am,dambo_am,gagye_ovd,dambo_ovd,jutaek_bac,sinyoung_bac,gita_bac,ejubi_bac,jungdogem_bac,jangem_bac,jutaekdambo_bac,jensaejagem_bac,jutaekgita_bac,woorsy_bac,gitasiny_bac,gitadambo_bac,jutaek_ovd,sinyoung_ovd,gita_ovd,ejubi_ovd,jungdogem_ovd,jangem_ovd,jutaekdambo_ovd,jensaejagem_ovd,jutaekgita_ovd,woorsy_ovd,gitasiny_ovd,gitadambo_ovd,ccd_us_cn,crdsel_us_cn,ocepay_us_cn,dome_ocepay_us_cn,fr_ocepay_us_cn,ist_us_cn,nint_ist_us_cn,chsv_us_cn,cdln_us_cn,chk_cd_us_cn,chk_cd_ocepay_us_cn,dome_chk_cd_ocepay_us_cn,fr_chk_cd_ocepay_us_cn,ltpy_traf_us_cn,hips_us_cn,msf_cd_us_am,fam_cd_us_am,ccd_us_am,crdsel_us_am,ocepay_us_am,dome_ocepay_us_am,fr_ocepay_us_am,ist_us_am,nint_ist_us_am,chsv_us_am,cdln_us_am,chk_cd_us_am,chk_cd_ocepay_us_am,dome_chk_cd_ocepay_us_am,fr_chk_cd_ocepay_us_am,ltpy_traf_us_am,hips_us_am
1,30대,2,교직원,경기,의왕시,300만원미만,2431948,0,0,0,0,2700666.667,0,3465092.5,5786234.333,49751.5,0,744854.3333,2436666.667,6333333.333,0,0,0,0,6333333.333,0,0,0,0,0,0,0,0,6333333.333,0,0,0,0,0,0,0,0,0,0,0,0,0,5.541666667,5.541666667,5.541666667,0.291666667,0,0,0,0,0,12.375,12.375,12.1944445,0.1805555,1.097222167,0,386581.5,0,117528.3194,117528.3194,117528.3194,27406.25,0,0,0,0,0,269053.1806,269053.1806,268442.375,610.805556,6409.027778,0
3,60대,1,개인사업자,전북,전주시,500만원미만,4400671.615,4427912.308,0,1750065.641,1720932.051,7267948.718,2146186.667,0,2658337.436,4715351.231,6902.564103,37996304.31,2562820.513,29502630.62,15887065.64,0,0,10511336.87,13615564.97,5375728.769,0,0,7983131.744,2528205.128,0,0,6666666.667,6948898.308,5375728.769,0,0,0,0,0,0,0,0,0,0,0,0,15.1388889,15.09401713,14.40384623,13.93162397,0.008547,0.690170897,0.683760641,0.040598308,0.004273513,0.724358949,0.724358949,0.724358949,0,0.115384641,0.517094,652561.1218,0,879028.5705,781378.9979,543838.3654,534856.8718,599.869658,237540.6325,233771.8889,63675.21368,33974.35897,18442.67094,18442.67094,18442.67094,0,1172.970085,3461.581197
1,60대,1,기타직업군,강원,동해시,500만원미만,4504166.04,498715.2,11547390.4,0,18260109.6,884400,0,5758162.56,605915.04,8.28,4200000,13149992.6,660400,12285227.2,10000000,0,0,0,2285227.2,10000000,0,0,0,0,0,0,0,2285227.2,10000000,0,0,0,0,0,0,0,0,0,0,0,0,7.00333336,6.98000004,6.79666668,5.84333332,0,0.18333332,0.17999996,0.02333332,0,8.99,8.99,8.98333332,0.00666668,0.30333332,0.01,577556.2233,0,309823.53,296490.1967,223065.2967,189983.6633,0,73424.9,73024.9,13333.33333,0,267732.6933,267732.6933,267106.2933,626.4,3197,12.833333
3,40대,2,개인사업자,충남,계룡시,400만원미만,3688060.625,1727066.25,0,0,0,450000,1876725,0,0,0,0,8141502.75,225000,2735000,2735000,0,0,2735000,0,0,0,2735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3645835,9.2083335,8.8125,8.8125,0,0.395833375,0.385416625,0.15625,0,11.91666675,11.91666675,11.91666675,0,0.0625,0,1125987.594,0,714174.5625,566257.8958,363884.9479,363884.9479,0,202372.9479,185198.7292,147916.6667,0,661445.4896,661445.4896,661445.4896,0,377.604167,0
1,50대,2,일반공무원,경기,포천시,200만원미만,160715.5976,0,0,0,0,886704.2683,0,428520.8902,807884.6098,755383.2927,463414.6341,3771970.585,511829.2683,5543757.39,2865220.805,0,0,2865220.805,2678536.585,0,0,836097.561,917317.0732,1111806.171,0,0,1707317.073,971219.5122,0,0,0,0,0,0,0,0,0,0,0,0,0,6.917682951,6.900406512,6.654471561,6.048780488,0.00304878,0.245934939,0.226626,0.014227634,0.00304878,6.746951207,6.746951207,6.742886171,0.004065037,0.328252012,0.05386178,468919.2967,0,275328.8577,241731.2967,191816.7185,178739.7429,131.873984,49914.57825,42994.68902,4227.642276,29369.9187,193590.439,193590.439,193300.9024,289.536585,5067.205285,269.715447
1,40대,2,일반공무원,대구,수성구,400만원미만,3561138.124,48616.99115,0,0,45992.92035,4491880.991,1103539.823,2591700.788,472433.6283,1219960.664,159292.0354,6460443.531,2366891.504,38664586.66,15572373.21,0,0,15129895.34,23092213.45,442477.8761,0,420442.4779,5106194.69,6239098.876,2168141.593,1196017.699,13532000.1,9560213.354,442477.8761,0,0,0,0,0,0,0,0,0,0,0,0,8.010324513,7.977138673,7.628318584,7.095132726,0.014749265,0.348820027,0.346607646,0.025811195,0.007374628,8.646017673,8.646017673,8.644542743,0.00147492,0.370206504,0.185103239,652435.7647,0,423373.8968,330350.2979,260800.2876,242985.2471,820.714602,69550.01032,68792.85693,46637.16814,46386.43068,229061.868,229061.868,229023.5089,38.359145,3693.377581,1286.946903
1,40대,2,일반공무원,경북,고령군,200만원미만,385096.9286,0,0,0,0,4321971.25,428571.4286,285714.2857,1639413.929,59663.17857,0,5435361.679,2410464.286,6795000,1404285.714,0,0,1404285.714,5390714.286,0,0,0,0,1404285.714,0,0,1997857.143,3392857.143,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800595286,6.711309536,6.42559525,6.42559525,0,0.285714286,0.267857179,0.089285714,0,5.848214286,5.848214286,5.848214286,0,0.285714214,0,381389.6488,0,261525.9732,214323.5923,159133.8899,159133.8899,0,55189.70238,46311.72619,47202.38095,0,119863.6756,119863.6756,119863.6756,0,3145.952381,0
1,70대이상,1,개인사업자,경기,포천시,200만원미만,10406.58889,443412.1111,0,0,0,76444.44444,0,7168082.778,78894.83333,0,0,3130053.489,76444.44444,1146666.667,1146666.667,0,0,1146666.667,0,0,0,1146666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806481489,2.782407411,2.724999989,2.568518511,0.000925922,0.0574074,0.046296289,0.024074078,0,1.090740756,1.090740756,1.090740756,0,0.132407411,0.047222222,143383.6037,2435.398148,119833.4417,111129.738,85349.08982,80134.57407,8.876852,25780.64815,19540.16759,8703.703704,0,30203.29259,30203.29259,30203.29259,0,1014.240741,242.305556
1,60대,1,교사,서울,금천구,200만원미만,116666.6667,0,0,0,0,0,0,0,65834,0,0,1250552.583,0,21333333.33,21333333.33,0,0,21333333.33,0,0,0,0,0,0,21333333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930555583,1.930555583,1.923611167,1.923611167,0,0.006944417,0.006944417,0,0,2.986111083,2.986111083,2.986111083,0,0.027777833,0,194563.7014,0,82454.65972,82454.65972,72810.5625,72810.5625,0,9644.097222,9644.097222,0,0,112109.0417,112109.0417,112109.0417,0,61.111111,0
1,40대,2,일반공무원,부산,해운대구,200만원미만,136545.5185,6746.666667,0,0,0,1609455.442,117663.8177,639576.0171,89979.25926,148624.4786,183401.7094,2506863.755,947318.6895,6321321.801,3141318.812,0,0,3018578.171,3093735.182,209008.4473,0,86267.80627,0,670202.1026,2262108.262,0,1672053.245,1421681.937,209008.4473,0,0,0,0,0,0,0,0,0,0,0,0,3.43043686,3.423314356,3.317663835,3.172839519,0.016619179,0.105650521,0.095679006,0.006647672,0.000474832,0.910493826,0.910493826,0.910493826,0,0.148385564,0.054605883,142497.7258,0,118960.0192,108221.6527,89216.099,85938.74145,523.948243,19005.55366,17014.22887,8957.739791,1780.626781,23537.70655,23537.70655,23537.70655,0,1999.423077,221.688034
1,20대,2,기타직업군,전북,김제시,200만원미만,73212.65882,6033.823529,0,0,0,431265.8824,0,117647.0588,11260.88235,28533.92941,29411.76471,435949.1765,212971.7647,105882.3529,0,0,0,0,105882.3529,0,0,0,0,0,0,0,0,105882.3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905882353,0.905882353,0.877450988,0.851960794,0.025490194,0.028431376,0.0259804,0,0,10.1897059,10.1897059,10.12401962,0.065686282,0.041176471,0,214440.0025,0,28246.70931,28246.70931,19872.31814,19729.80686,142.511275,8374.391176,7498.459804,0,0,186193.2931,186193.2931,176885.3647,9307.928431,240.661765,0
1,50대,1,전문직,전남,순천시,200만원미만,6313.729323,83620.97744,0,0,0,2070577.368,270676.6917,1248709.97,1421649.233,17168.89474,263157.8947,2997431.571,1131780.376,4692583.82,3061817.526,0,0,2843772.414,1630766.293,218045.1128,0,477067.6692,1842105.263,524599.4812,0,0,532330.8271,1098435.466,218045.1128,0,0,0,0,0,0,0,0,0,0,0,0,3.204260624,3.147869647,3.068295722,2.97243106,0.003759398,0.079573917,0.074561383,0.056390977,0,3.625313286,3.625313286,3.598370932,0.026942353,0.025062654,0.085839594,265887.4399,0,175284.9399,156707.2456,118120.9831,113994.1297,1106.435464,38586.26253,36569.15727,18577.69424,0,103536.1642,103536.1642,103143.3064,392.857769,119.818296,440.538847
1,20대,1,경찰공무원,광주,광산구,200만원미만,22579.4,0,0,0,0,1355000,0,0,0,0,0,804759,1355000,27100000,27100000,0,0,19100000,0,8000000,0,0,0,0,19100000,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,1.0166667,1.0166667,1.0166667,1.0083334,0.0083333,0,0,0,0,5.3083334,5.3083334,5.3083334,0,0,0,126926.7417,0,61575.49167,61575.49167,61575.49167,57544.49167,4031,0,0,0,0,65351.25,65351.25,65351.25,0,0,0
1,30대,2,회사원,서울,금천구,500만원미만,4343049.667,0,0,0,0,11756666.67,0,25000000,16295600,9117547.333,0,1511288.333,3640000,32913333.33,16246666.67,0,0,16246666.67,16666666.67,0,0,0,0,16246666.67,0,0,16666666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33333317,27.33333317,27.33333317,6.75,-0.013888833,0,0,0,0,0.722222333,0.722222333,0.722222333,0,1.3194445,0.666666667,647426.7083,0,622536.8472,622536.8472,622536.8472,182989.1389,3284.569445,0,0,0,0,24889.86111,24889.86111,24889.86111,0,12082.08333,2367.083333
1,70대이상,1,교사,대전,중구,400만원미만,3482922.333,0,0,0,41012351.67,0,0,0,0,0,0,1762280,0,10357857.67,9166666.667,0,0,9166666.667,1191191,0,0,0,0,9166666.667,0,0,0,1191191,0,0,0,0,0,0,0,0,0,0,0,0,0,5.541666833,5.541666833,5.500000167,5.472222333,0,0.041666667,0.027777833,0,0,0.3194445,0.3194445,0.3194445,0,0.236111167,0.0555555,227434.0972,0,214557.4306,214557.4306,199780.4861,171803.125,0,14776.94445,9582.5,0,0,12876.66667,12876.66667,12876.66667,0,1942.361111,322.222222
1,40대,1,교사,경기,이천시,300만원미만,2100008,0,0,0,0,3400000,10200000,0,0,0,0,134328,3400000,82999955,54000000,0,0,54000000,28999955,0,0,0,0,54000000,0,0,9006111,19993844,0,0,0,0,0,0,0,0,0,0,0,0,0,30.416667,27.666667,26.833333,26.833333,0,0.833333,0.833333,2.75,0,18.5,18.5,18.166667,0.333333,0.25,0,1966259.583,0,1761624.667,1108291.333,786123,786123,0,322168.3333,322168.3333,653333.3333,0,204634.9167,204634.9167,201858.0833,2776.833333,1791.666667,0
1,50대,1,기타직업군,경북,구미시,500만원이상,10627496.36,337374.5455,0,0,6416408.182,1062280,0,0,0,0,4545454.545,8370942.636,964552.7273,23433091.45,20825816.73,0,0,19157634.91,2607274.727,1668181.818,0,0,19157634.91,0,0,0,0,2607274.727,1668181.818,0,0,0,0,0,0,0,0,0,0,0,0,3.367424182,3.359848455,3.356060591,3.356060591,0,0.003787864,0.003787864,0.003787864,0.003787864,9.912878773,9.912878773,9.886363636,0.026515136,0.064393955,0.128787864,525564.5038,0,126556.1515,95116.75758,93791,93791,0,1325.757576,1325.757576,1136.363636,30303.0303,399008.3523,399008.3523,395381.7424,3626.609849,194.69697,1465.530303
1,60대,1,경찰공무원,경남,통영시,300만원미만,2772463.143,0,0,0,32082532.86,814285.7143,0,0,1300428.571,297028.7143,0,5462477.571,514285.7143,3193041,0,0,0,0,3193041,0,0,0,0,0,0,0,0,3193041,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96428571,10.96428571,10.41666671,10.39285714,0,0.547619143,0.511904714,0,0,2.035714286,2.035714286,2.035714286,0,0.130952429,0.190476143,511688.6905,0,445215.5952,445215.5952,320493.2143,318150.3571,0,124722.381,117792.5,0,0,66473.09524,66473.09524,66473.09524,0,536.309524,1769.761905
1,50대,2,농축임어업인,경북,영주시,200만원미만,43123.52667,136144.3,0,0,0,1086302.593,1064312.033,750836.65,560798.0167,418909.9,407471,2384331.57,562844.4333,3693027.097,3496666.667,0,0,583333.3333,196360.43,2913333.333,583333.3333,0,0,0,0,0,0,196360.43,2913333.333,0,0,0,0,0,0,0,0,0,0,0,0,5.07000001,5.040833343,4.860277777,4.575833333,0.002222223,0.180555533,0.166666647,0.025555553,0.00361111,4.480277777,4.480277777,4.476388887,0.00388889,0.08305555,0.134722217,444053.8769,1843.030556,297802.7644,248830.5422,199345.4022,188746.9706,545.856667,49485.14,40385.10944,28638.88889,20333.33333,165009.4511,165009.4511,164898.2489,111.202222,800.175,1091.316667
1,60대,1,개인사업자,경기,성남시,300만원미만,2321513,627333,2454264,0,0,2148000,0,300000,3660276.1,314071.7,0,3697243,2148000,660000,0,0,0,0,660000,0,0,0,0,0,0,0,0,660000,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2249999,5.2249999,5.2166666,5.2166666,0,0.0083333,0.0083333,0,0,8.5,8.5,8.4916666,0.0083333,1.1083334,0,281312.9,0,99051.40833,99051.40833,98551.40833,98551.40833,0,500,500,0,0,182261.4917,182261.4917,182242.9583,18.533333,10661.83333,0
1,40대,1,소방공무원,경기,안양시,400만원미만,3495263.667,0,0,0,0,2241666.667,0,666666.6667,0,1277211.667,3046.666667,4282207.333,2131666.667,116492848.5,86122001.33,0,0,73122001.33,30370847.17,13000000,0,0,73122001.33,0,0,0,29883333.33,487513.8333,13000000,0,0,0,0,0,0,0,0,0,0,0,0,16.80555567,16.79166683,16.56944433,16.52777767,0.041666667,0.222222167,0.222222167,0.013888833,0,12.36111117,12.36111117,12.34722217,0.013888833,0.638889,1.875,634164.7222,0,501460.4583,499516.0139,434761.4028,430301.4583,4459.944445,64754.61111,64754.61111,1944.444445,0,132704.2639,132704.2639,126060.7917,6643.472222,12484.44444,11915.27778
1,30대,1,일반공무원,울산,울주군,400만원미만,3303633.263,0,0,0,0,4670947.421,424673.6842,0,617368.4211,361093.3158,0,2488160.526,2311052.632,27760195.16,6483277.053,50363.6842,0,6483277.053,21276918.11,0,0,0,6483277.053,0,0,0,10911845.84,10365072.26,0,0,50363.68421,0,0,0,0,0,0,0,0,50363.68421,0,7.206140368,7.206140368,7.057017632,6.964912368,0.030701737,0.149122789,0.144736842,0,0,15.86403521,15.86403521,15.85526326,0.008771947,0.276315684,0.179824579,615421.1272,7415.381579,226931.5,226931.5,166675.4167,162257.2456,366.026316,60256.08333,37848.1886,0,0,395905.0088,395905.0088,395627.364,277.644737,1331.052632,1164.912281
1,30대,1,교사,인천,중구,500만원이상,7518354.667,0,0,0,0,3423333.333,0,0,0,0,0,609903,3423333.333,185897351.3,138720000,0,0,138720000,47177351.33,0,0,0,73733333.33,64986666.67,0,0,18198445.33,28978906,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11.44444433,11.38888867,11.38888867,0,0.055555667,0,0.555555667,0,4.944444333,4.944444333,4.944444333,0,0.777778,0,790645.4444,0,586224.1667,323446.3889,320446.3889,320446.3889,0,3000,0,262777.7778,0,204421.2778,204421.2778,204421.2778,0,24987.5,0
1,60대,1,교사,전남,함평군,500만원이상,6413447,0,0,0,0,420000,0,0,0,0,0,9744756.5,420000,72600000,47600000,0,0,47600000,25000000,0,0,0,47600000,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.375,12.375,12.375,12.375,0,0,0,0,0,7,7,7,0,0,0,501439.4167,0,366734.75,366734.75,366734.75,366734.75,0,0,0,0,0,134704.6667,134704.6667,134704.6667,0,0,0
3,40대,1,개인사업자,충남,공주시,300만원미만,2774713,0,0,0,0,1463000,0,0,0,0,16680,2075391.3,1463000,14200000,0,0,0,0,14200000,0,0,0,0,0,0,0,9500000,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8166666,1.8166666,1.8083333,1.7916666,0,0.0083333,0.0083333,0,0,11.2999999,11.2999999,11.2999999,0,0.2,0,295539.85,0,54199.33333,54199.33333,52009.33333,51485.66667,0,2190,2190,0,0,241340.5167,241340.5167,241340.5167,0,962.916667,0
1,60대,2,회사원,충남,청양군,500만원미만,4339710,0,0,0,0,0,0,0,0,0,0,246082,0,23520000,23520000,0,0,23520000,0,0,0,0,0,23520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333,1.75,1.166667,1.166667,0,0.583333,0.416667,1.583333,0,7.083333,7.083333,7.083333,0,0,0,2482993.083,0,1929950.583,404950.5833,89328.91667,89328.91667,0,315621.6667,87621.66667,1525000,0,553042.5,553042.5,553042.5,0,0,0
1,60대,2,교직원,전남,완도군,200만원미만,234448.4286,604017.1429,0,0,0,0,0,0,0,0,0,1606737,0,24307858.29,17095916.14,0,0,0,7211942.143,17095916.14,0,0,0,0,0,0,0,7211942.143,17095916.14,0,0,0,0,0,0,0,0,0,0,0,0,7.690476143,7.690476143,7.523809429,7.523809429,0,0.166666714,0.166666714,0,0,8.964285571,8.964285571,8.916666571,0.047619,0,0.023809571,392297.6786,180047.9762,328868.3452,328868.3452,258824.2976,258824.2976,0,70044.04762,70044.04762,0,0,243477.3095,243477.3095,240445.5476,3031.761905,0,110.714286
1,20대,2,전문직,경남,김해시,300만원미만,2573417.649,0,0,525775.4054,0,3480503.243,129729.7297,1500000,772136.4054,39854.02703,0,6597076.568,967027.027,3059403.243,1368918.919,0,0,1368918.919,1690484.324,0,0,0,0,0,1368918.919,0,1351351.351,339132.973,0,0,0,0,0,0,0,0,0,0,0,0,0,4.777027,4.75675673,4.621621595,4.425675676,0.195945946,0.135135081,0.123873811,0.02027027,0,20.17567573,20.17567573,20.04954957,0.126126135,0.909909919,0.403153162,602662.991,0,156372.5405,135111.2793,99284.06306,97532.47748,1751.585586,35827.21622,31318.38739,21261.26126,0,446290.4505,446290.4505,444520.0676,1770.382883,5026.463964,1702.22973
3,30대,1,개인사업자,서울,광진구,500만원미만,4292970.5,0,0,0,0,4500000,0,1500000,0,0,0,31172379.5,1500000,118769816,118769816,0,0,0,0,118769816,0,0,0,0,0,0,0,0,118769816,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0.875,0.875,0,0,0,0,0,51.54166675,51.54166675,51.54166675,0,0.02083325,0.66666675,332958.3125,0,15018.33333,15018.33333,15018.33333,15018.33333,0,0,0,0,0,1496555.375,1496555.375,1496555.375,0,25,3424.583333
1,40대,1,학생,경기,평택시,200만원미만,22570.84779,2329.097345,0,0,0,671219.115,87610.61947,98286.99646,34627.52389,243694.6478,176991.1504,1070930.356,490882.8319,7308.2212,4778.7611,0,0,0,2529.460177,4778.761062,0,0,0,0,0,0,0,2529.460177,4778.761062,0,0,0,0,0,0,0,0,0,0,0,0,1.116076694,1.11533923,1.105457227,0.885693214,0.022861356,0.009882005,0.009734513,0.00058997,0.000147492,2.647640119,2.647640119,2.642330386,0.005309735,0.00678466,0.003834807,113905.5999,221.879794,53670.36991,50506.6531,47726.56313,42473.93761,286.193215,2780.089971,2720.023599,213.864307,2949.852507,60712.86785,60712.86785,60544.91209,167.955752,59.075221,35.362832
1,40대,2,전문직,울산,북구,300만원미만,2141280.2,0,0,0,0,6758000,0,2000000,920000,0,5300000,2741613.6,4558000,104382,0,0,0,0,104382,0,0,0,0,0,0,0,0,104382,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.75,4.7166668,4.7166668,0,0.0333332,0.0333332,0,0,5.5666666,5.5666666,5.5666666,0,0.05,0,302124.65,0,199651.15,199651.15,195167.3167,195167.3167,0,4483.833333,4483.833333,0,0,102473.5,102473.5,102473.5,0,560,0
1,20대,2,일반공무원,충남,금산군,300만원미만,2148601.125,0,0,0,0,2057500,0,0,0,0,0,369879.875,440000,5625000,0,0,0,0,5625000,0,0,0,0,0,0,0,3125000,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94791675,10.9270835,10.73958338,9.69791675,0.010416625,0.1875,0.1875,0.020833375,0,13.60416663,13.60416663,13.22916663,0.375,0.208333375,0,550046.9583,0,357873.2292,352144.0625,319703.7813,313336.7604,861.229167,32440.28125,32440.28125,5729.166667,0,192173.7292,192173.7292,187646.9375,4526.791667,1755.729167,0
3,70대이상,2,개인사업자,강원,원주시,200만원미만,17139.69748,447021.2605,49821.7479,0,173231.395,1103351.427,388828.4185,1158483.571,306528.9395,782104.1597,708745.4958,3152101.061,621458.874,2848367.253,2756002.845,0,0,1042374.627,92364.4084,1713628.218,0,47899.15966,262974.7899,520890.7563,0,210609.921,0,92364.4084,1713628.218,0,0,0,0,0,0,0,0,0,0,0,0,3.098319324,3.059943978,2.861694669,2.811204475,0.005112045,0.198249296,0.171848735,0.035784314,0.002591034,1.469397759,1.469397759,1.459593836,0.009803921,0.114355738,0.029271708,184648.3347,355.036835,188622.2185,158038.1849,92160.30273,89822.87164,1109.192507,65877.88214,58060.38424,21515.40616,9068.627451,43660.77717,43660.77717,43384.06085,276.716317,1341.766807,161.960784
1,30대,2,주부,울산,북구,500만원이상,7467248,538620,0,0,0,0,0,0,0,0,0,3331595.5,0,85000000,85000000,0,0,0,0,85000000,0,0,0,0,0,0,0,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,3.5833335,3.5833335,3,3,0,0.5833335,0.5833335,0,0,2.083333,2.083333,2.083333,0,0,0,42116.25,600363.3333,600363.3333,600363.3333,112417.5,112417.5,0,487945.8333,487945.8333,0,0,42116.25,42116.25,42116.25,0,0,0
1,50대,1,교사,강원,속초시,500만원이상,6544216.053,0,0,0,1059543.86,2170897.719,1577543.86,6457466.614,384154.4737,395444.9649,3666666.667,10941158.18,818266.1404,31448186.95,11215552.3,0,0,11215552.3,20232634.65,0,0,0,7684675.105,3383508.772,0,147368.4211,14757333.16,5475301.491,0,0,0,0,0,0,0,0,0,0,0,0,0,9.590643281,9.470760211,9.192982474,6.492690088,0.011695895,0.277777807,0.238304088,0.118421053,0.001461982,13.62280695,13.62280695,13.615497,0.007309947,0.236842088,0.25,989660.636,0,534857.4883,462489.0673,366595.6067,254269.1447,1004.321637,95893.46053,81739.80556,67982.45614,4385.964912,454803.1477,454803.1477,453814.5322,988.615497,4662.748538,1529.678363
3,30대,1,개인사업자,경기,구리시,400만원미만,3359147.5,0,0,0,0,2641666.667,10777106.67,0,0,0,0,8239802.333,2641666.667,54400000,54400000,0,0,54400000,0,0,0,0,0,0,54400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666667,0.291666667,0.277777833,0.277777833,0,0.013888833,0.013888833,0,0,8.138889,8.138889,8.138889,0,0.138888833,0,257315.9583,0,17325.95833,17325.95833,4010.680556,4010.680556,0,13315.27778,13315.27778,0,0,239990,239990,239990,0,393.055556,0
1,60대,1,교사,강원,동해시,500만원미만,4550430.429,0,0,0,22991918.57,7738571.429,4214285.714,44285714.29,32241072.86,2769431.143,50714285.71,15635897.14,7738571.429,15428571.43,2857142.857,0,0,0,12571428.57,2857142.857,0,0,0,0,0,0,12571428.57,0,2857142.857,0,0,0,0,0,0,0,0,0,0,0,0,10.36904757,10.36904757,10.35714271,8.761904571,0,0.011904714,0.011904714,0,0,1.952381,1.952381,1.952381,0,0.071428571,0.178571571,429644.1667,0,362031.5476,362031.5476,359963.0952,305869.6429,0,2068.452381,2068.452381,0,0,67612.61905,67612.61905,67612.61905,0,1247.619048,1188.095238
1,40대,1,교사,서울,강동구,500만원미만,4502078.882,0,0,0,0,3132941.176,588235.2941,1117647.059,0,0,0,5934152,2125294.118,45163934.53,15797647.06,3112.3529,0,15797647.06,29366287.47,0,0,0,0,15797647.06,0,0,22133989.29,7232298.176,0,0,3112.352941,0,0,0,0,0,0,0,0,3112.352941,0,8.999999941,8.999999941,8.789215588,8.632352882,0.088235294,0.210784353,0.200980412,0,0,7.284313765,7.284313765,7.284313765,0,0.333333353,0.053921588,376582.402,0,273531.6225,273531.6225,226340.8382,223906.6618,972.754902,47190.78431,44489.80392,0,0,103050.7794,103050.7794,103050.7794,0,2625.735294,486.27451
1,30대,2,학생,충남,논산시,200만원미만,26386.79383,5147.254686,0,0,0,1114359.364,11356.11907,471759.4157,182039.8181,33007.37266,32863.95369,767996.5436,938323.9912,10609.3528,4509.3716,0,0,0,6099.981257,4509.371555,0,0,0,0,0,0,0,6099.981257,4509.371555,0,0,0,0,0,0,0,0,0,0,0,0,1.998529951,1.994671075,1.920249907,1.499264974,0.007166484,0.07442117,0.07037854,0.00266446,0.001194413,5.553564863,5.553564863,5.543274528,0.010290334,0.069275999,0.026093347,225874.2288,0,78974.57038,71631.68174,57217.5815,46015.91299,324.815968,14414.10024,12523.8009,1701.580301,5641.308343,147025.9824,147025.9824,146904.2013,121.781055,427.020397,177.202315
1,30대,1,전문직,부산,중구,500만원이상,8774595,0,0,10230850,0,3090000,0,0,0,0,0,102349.5,3090000,189126758.5,117500000,0,0,117500000,71626758.5,0,0,0,0,0,117500000,0,0,71626758.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5416665,25.5416665,25.4583335,25.416667,0.0416665,0.0833335,0.0833335,0,0,12.9583335,12.9583335,12.9583335,0,1.125,0,1002071.667,0,769308.125,769308.125,739252.2917,739086.4167,165.875,30055.83333,30055.83333,0,0,232763.5417,232763.5417,232763.5417,0,42338.33333,0
1,40대,2,회사원,부산,연제구,400만원미만,3446334.593,0,0,0,0,3367638.667,1385980.37,1531222.222,8485450,3580978.259,677.037037,7201385.444,1700803.704,44280858.48,41376153.85,0,0,41376153.85,2904704.63,0,0,0,0,41376153.85,0,0,0,2904704.63,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72222222,15.72222222,15.57098767,13.20679015,0.012345667,0.151234593,0.145061704,0,0,2.765432074,2.765432074,2.765432074,0,0.407407407,0.123456815,545240.0432,4570.216049,509423.7222,509423.7222,449667.8241,365990.1358,1993.111111,59755.89815,56086.14506,0,0,40386.53704,40386.53704,40386.53704,0,5890.648148,682.222222
1,40대,1,교사,전북,고창군,500만원미만,4548547.429,0,0,0,0,2582857.143,4175714.286,0,0,1690245.571,0,6262346,1154285.714,34712116.29,0,0,0,0,34712116.29,0,0,0,0,0,0,0,12362857.14,22349259.14,0,0,0,0,0,0,0,0,0,0,0,0,0,8.738095286,8.714285714,8.666666857,8.380952429,0.285714286,0.047619,0.047619,0.023809571,0,10.13095243,10.13095243,10.13095243,0,0.047619,0.011904714,603484.619,0,233397.9405,217921.75,206430.6786,200764.1905,5666.488095,11491.07143,11491.07143,15476.19048,0,370086.6786,370086.6786,370086.6786,0,175,25
