기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,최근12개월신용및체크카드이용금액합계,최근12개월전체체크카드이용금액합계,최근12개월해외이용금액합계,최근12개월평균신용및체크카드이용금액합계,최근12개월평균체크카드이용금액,최근12개월평균해외이용금액,최근12개월신용및체크카드이용인구수,최근12개월체크카드이용인구수,최근12개월해외이용인구수,최근1개월신용및체크카드이용금액합계,최근1개월체크카드이용금액합계,최근1개월해외신판이용금액합계,최근1개월평균신용및체크카드이용금액,최근1개월평균체크카드이용금액,최근1개월평균해외이용금액,최근1개월신용및체크카드이용인구수,최근1개월체크카드이용인구수,최근1개월해외이용인구수
2018-06-30,2820000000,인천광역시,남동구,0,0,0,1,379512967,146870868,2763338,9202,4020,659,41242,36531,4191,35399087,14160744,284807,948,459,208,37326,30824,1370
2018-06-30,2820000000,인천광역시,남동구,0,0,1,6,47286433,7819321,471898,21007,4782,824,2251,1635,573,4381339,709503,52343,2011,591,301,2179,1201,174
2018-06-30,2820000000,인천광역시,남동구,0,0,3,0,2186959100,446679226,33492658,21653,5487,1017,100998,81401,32930,194422800,39543391,2874327,1963,611,274,99049,64756,10484
2018-06-30,2820000000,인천광역시,남동구,0,0,4,5,320602963,95833445,2849785,9541,3872,734,33602,24749,3884,29945663,8683176,258491,979,465,224,30603,18666,1155
2018-06-30,2820000000,인천광역시,남동구,0,15,1,0,,,,,,,7,7,0,,,,,,,4,4,0
2018-06-30,2820000000,인천광역시,남동구,0,15,3,6,,,,,,,3,3,0,,,,,,,3,3,0
2018-06-30,2820000000,인천광역시,남동구,0,20,0,4,85805686,35640370,1595063,19444,8241,838,4413,4325,1904,7909751,3020964,137862,1808,776,187,4375,3892,737
2018-06-30,2820000000,인천광역시,남동구,0,20,1,9,4094526,1191421,149310,42212,12675,3047,97,94,49,335447,93811,13567,3458,1078,617,97,87,22
2018-06-30,2820000000,인천광역시,남동구,0,20,3,3,29453899,11051262,556133,16947,6493,706,1738,1702,788,2830137,907355,56722,1648,597,188,1717,1521,302
2018-06-30,2820000000,인천광역시,남동구,0,20,4,8,7513665,2510287,217277,36652,12427,2650,205,202,82,593031,208741,20487,2950,1134,455,201,184,45
2018-06-30,2820000000,인천광역시,남동구,0,30,1,2,9075352,1406333,121023,30764,5625,1062,295,250,114,797369,104472,9278,2750,584,226,290,179,41
2018-06-30,2820000000,인천광역시,남동구,0,30,2,7,5726796,1400844,110654,21210,5813,1006,270,241,110,620466,126481,10325,2359,659,258,263,192,40
2018-06-30,2820000000,인천광역시,남동구,0,30,4,1,33252492,19765570,204528,12371,7640,845,2688,2587,242,3079914,1861230,18694,1253,829,267,2459,2245,70
2018-06-30,2820000000,인천광역시,남동구,0,40,0,6,138823667,34219078,1183270,13470,4377,786,10306,7818,1505,12875922,3089444,120058,1312,511,302,9812,6050,398
2018-06-30,2820000000,인천광역시,남동구,0,40,2,0,81188649,9942039,1587483,29512,4838,1355,2751,2055,1172,7163030,931732,119370,2643,594,346,2710,1568,345
2018-06-30,2820000000,인천광역시,남동구,0,40,3,5,25222159,5172579,214472,14681,3820,734,1718,1354,292,2225614,443554,16849,1342,429,213,1658,1034,79
2018-06-30,2820000000,인천광역시,남동구,0,40,4,10,82157936,15547575,1255274,45694,11432,1643,1798,1360,764,9805503,4405303,93417,5597,4232,380,1752,1041,246
2018-06-30,2820000000,인천광역시,남동구,0,50,1,4,6296289,530469,38712,26679,3816,880,236,139,44,576253,50169,1323,2505,551,132,230,91,10
2018-06-30,2820000000,인천광역시,남동구,0,50,2,9,3301738,419971,28213,17944,3206,882,184,131,32,265616,34088,359,1501,383,72,177,89,5
2018-06-30,2820000000,인천광역시,남동구,0,50,4,3,17002477,3239797,87454,10761,3130,595,1580,1035,147,1556873,310878,5787,1054,391,200,1477,796,29
2018-06-30,2820000000,인천광역시,남동구,0,60,0,8,59044423,6262263,435791,16977,3637,952,3478,1722,458,5167995,581724,31367,1537,505,327,3362,1153,96
2018-06-30,2820000000,인천광역시,남동구,0,60,2,2,,,,,,,8,3,1,,,,,,,8,2,0
2018-06-30,2820000000,인천광역시,남동구,0,60,2,9,965596,159472,2245,12070,3987,374,80,40,6,76427,11698,,1006,377,,76,31,2
2018-06-30,2820000000,인천광역시,남동구,0,60,3,7,8537490,1007810,64975,12500,2761,956,683,365,68,751964,89562,13295,1138,337,950,661,266,14
2018-06-30,2820000000,인천광역시,남동구,0,70,0,1,6635673,971277,21984,6436,2062,687,1031,471,32,593548,108999,2920,739,407,324,803,268,9
2018-06-30,2820000000,인천광역시,남동구,0,70,1,6,899109,76309,582,12150,2385,194,74,32,3,89317,6672,,1294,417,,69,16,0
2018-06-30,2820000000,인천광역시,남동구,0,70,3,1,1049342,90146,3464,8601,1803,577,122,50,6,99405,6815,,857,220,,116,31,2
2018-06-30,2820000000,인천광역시,남동구,0,70,4,6,3942064,434490,17609,12205,3621,489,323,120,36,325029,37485,2810,1052,446,312,309,84,9
2018-06-30,2820000000,인천광역시,남동구,0,80,1,0,1133679,116045,2314,12060,2418,463,94,48,5,86968,11687,,1061,403,,82,29,1
2018-06-30,2820000000,인천광역시,남동구,0,80,4,0,7804808,2190332,26121,3895,1959,871,2004,1118,30,751627,220636,6597,498,319,825,1508,691,8
2018-06-30,2820000000,인천광역시,남동구,0,90,4,7,,,,,,,1,1,0,,,,,,,1,1,0
2018-06-30,2820000000,인천광역시,남동구,1,0,1,4,18394994,2402571,172439,25799,4629,997,713,519,173,1779897,213930,32679,2576,572,573,691,374,57
2018-06-30,2820000000,인천광역시,남동구,1,0,2,9,29462691,5481913,756430,24091,5251,1320,1223,1044,573,2684146,487785,83054,2229,596,395,1204,819,210
2018-06-30,2820000000,인천광역시,남동구,1,0,4,3,90070352,39946753,762863,7930,4538,597,11358,8802,1277,8513437,3507521,69788,831,498,147,10246,7049,476
2018-06-30,2820000000,인천광역시,남동구,1,15,0,8,,,,,,,1,1,0,,,,,,,1,1,0
2018-06-30,2820000000,인천광역시,남동구,1,15,3,6,,,,,,,1,1,0,,,,,,,1,1,0
2018-06-30,2820000000,인천광역시,남동구,1,20,0,6,17651020,6498467,345772,21395,8083,1014,825,804,341,1587272,528454,36372,1940,733,276,818,721,132
2018-06-30,2820000000,인천광역시,남동구,1,20,2,0,18233691,5823309,504522,20373,6655,1064,895,875,474,1779083,491073,65867,2008,644,309,886,762,213
2018-06-30,2820000000,인천광역시,남동구,1,20,3,5,9423688,3413065,128189,18923,6937,588,498,492,218,904264,285596,19251,1838,645,214,492,443,90
2018-06-30,2820000000,인천광역시,남동구,1,20,4,10,1829634,994171,87863,30494,16850,3820,60,59,23,119808,58483,1050,2139,1147,117,56,51,9
2018-06-30,2820000000,인천광역시,남동구,1,30,1,4,5842709,1013136,71540,23278,4779,883,251,212,81,542516,88396,11203,2242,574,350,242,154,32
2018-06-30,2820000000,인천광역시,남동구,1,30,2,9,16282476,2813195,457001,26605,5190,1356,612,542,337,1421895,238570,47520,2350,560,368,605,426,129
2018-06-30,2820000000,인천광역시,남동구,1,30,4,3,27359597,14000250,317953,7437,4038,579,3679,3467,549,2698023,1251163,23393,831,449,111,3247,2784,211
2018-06-30,2820000000,인천광역시,남동구,1,40,0,8,125635989,23171082,1438597,23629,5941,1107,5317,3900,1299,11172452,1982980,119488,2164,671,310,5162,2955,386
2018-06-30,2820000000,인천광역시,남동구,1,40,2,2,,,,,,,4,3,0,,,,,,,4,2,0
2018-06-30,2820000000,인천광역시,남동구,1,40,3,7,27313673,5757304,284791,18530,4980,975,1474,1156,292,2526430,497301,33762,1761,566,341,1435,878,99
2018-06-30,2820000000,인천광역시,남동구,1,50,0,1,26445465,7969296,135657,13541,5233,864,1953,1523,157,2334176,743099,13475,1363,625,435,1713,1189,31
2018-06-30,2820000000,인천광역시,남동구,1,50,1,6,4335017,453740,31940,23307,3980,1101,186,114,29,432367,45927,2923,2389,581,418,181,79,7
2018-06-30,2820000000,인천광역시,남동구,1,50,3,0,251057953,53494179,2376252,22063,6781,995,11379,7889,2389,21687206,4617479,200872,1953,768,361,11104,6013,557
2018-06-30,2820000000,인천광역시,남동구,1,50,4,5,26750737,8839661,95693,6864,3041,647,3897,2907,148,2748461,865268,4826,811,407,151,3388,2127,32
2018-06-30,2820000000,인천광역시,남동구,1,60,0,10,72347749,12178568,988003,36012,12673,1644,2009,961,601,5873640,1005822,67148,3006,1557,497,1954,646,135
2018-06-30,2820000000,인천광역시,남동구,1,60,2,4,,,,,,,3,3,0,,,,,,,3,2,0
2018-06-30,2820000000,인천광역시,남동구,1,60,3,9,16419549,2216766,140223,18024,4271,811,911,519,173,1441000,211870,11701,1598,574,308,902,369,38
2018-06-30,2820000000,인천광역시,남동구,1,70,0,3,14095221,2030307,73347,5834,1939,1048,2416,1047,70,1306468,210414,9012,615,308,530,2126,683,17
2018-06-30,2820000000,인천광역시,남동구,1,70,1,8,1902093,63714,3801,11528,1327,380,165,48,10,205762,4756,476,1363,207,159,151,23,3
2018-06-30,2820000000,인천광역시,남동구,1,70,2,5,,,,,,,2,2,0,,,,,,,2,1,0
2018-06-30,2820000000,인천광역시,남동구,1,70,3,3,1361667,77639,5134,10394,1652,733,131,47,7,117522,9362,,933,323,,126,29,1
2018-06-30,2820000000,인천광역시,남동구,1,70,4,8,1136926,55666,16286,17764,3479,1629,64,16,10,81123,4446,,1308,404,,62,11,2
2018-06-30,2820000000,인천광역시,남동구,1,80,1,2,,,,,,,1,0,0,,,,,,,1,0,0
2018-06-30,2820000000,인천광역시,남동구,1,80,4,2,40438,10254,,2888,1139,,14,9,1,3477,1360,,348,227,,10,6,0
2018-06-30,2820000000,인천광역시,남동구,2,0,0,3,201874586,61177936,2110015,10770,4429,637,18744,13814,3314,18657102,5558110,212308,1080,504,208,17274,11019,1019
2018-06-30,2820000000,인천광역시,남동구,2,0,1,8,79552278,9520076,633926,20289,3932,829,3921,2421,765,7228644,856098,43972,1906,511,230,3793,1676,191
2018-06-30,2820000000,인천광역시,남동구,2,0,3,2,77821767,20712267,929569,15837,4705,561,4914,4402,1658,7196695,1807210,92993,1491,494,175,4827,3660,531
2018-06-30,2820000000,인천광역시,남동구,2,0,4,7,174364725,33820482,1563021,19727,5385,818,8839,6280,1910,15468323,2906151,131612,1796,602,275,8613,4831,479
2018-06-30,2820000000,인천광역시,남동구,2,15,1,8,,,,,,,1,1,0,,,,,,,0,0,0
2018-06-30,2820000000,인천광역시,남동구,2,15,4,2,11140712,10916692,3703,3057,2996,161,3644,3644,23,1469507,1423814,1791,419,406,149,3507,3506,12
2018-06-30,2820000000,인천광역시,남동구,2,20,1,0,15374094,3906760,254976,26925,7103,1036,571,550,246,1318293,324044,25891,2350,689,264,561,470,98
2018-06-30,2820000000,인천광역시,남동구,2,20,2,5,1285055,490781,22942,16909,6544,574,76,75,40,111508,38568,3470,1487,576,248,75,67,14
2018-06-30,2820000000,인천광역시,남동구,2,20,3,10,1979606,686487,107800,35350,12713,2764,56,54,39,171963,49258,4872,3127,1120,305,55,44,16
2018-06-30,2820000000,인천광역시,남동구,2,30,0,4,92388866,28638723,1201565,11802,4132,690,7828,6931,1741,8775395,2719535,113992,1202,496,217,7298,5486,525
2018-06-30,2820000000,인천광역시,남동구,2,30,1,9,14391455,1781041,351147,46726,7012,2422,308,254,145,1236132,140306,32299,4053,746,567,305,188,57
2018-06-30,2820000000,인천광역시,남동구,2,30,3,3,24877910,5199537,367045,17507,4166,720,1421,1248,510,2264616,472639,32606,1635,475,200,1385,995,163
2018-06-30,2820000000,인천광역시,남동구,2,30,3,9,51426456,7526582,1137681,33157,5571,1323,1551,1351,860,4361337,646389,93736,2836,607,303,1538,1065,309
2018-06-30,2820000000,인천광역시,남동구,2,30,4,8,52167488,6323378,490396,56765,7974,1168,919,793,420,3623876,547955,31697,3956,847,246,916,647,129
2018-06-30,2820000000,인천광역시,남동구,2,40,1,2,4680975,674346,36728,37151,7098,816,126,95,45,414974,56119,2554,3347,738,213,124,76,12
2018-06-30,2820000000,인천광역시,남동구,2,40,2,7,324865,54926,,19110,3923,,17,14,0,33238,5851,,2216,532,,15,11,0
2018-06-30,2820000000,인천광역시,남동구,2,40,4,1,23219616,10158658,99957,12437,6032,730,1867,1684,137,2186135,1022887,10777,1284,719,284,1702,1423,38
2018-06-30,2820000000,인천광역시,남동구,2,50,0,6,69074282,13369694,406176,11139,3281,591,6201,4075,687,6369381,1242238,31982,1086,414,271,5866,2997,118
2018-06-30,2820000000,인천광역시,남동구,2,50,2,0,11841431,1213880,94190,23038,3539,693,514,343,136,1050184,106839,11865,2075,426,383,506,251,31
2018-06-30,2820000000,인천광역시,남동구,2,50,3,5,5821793,929383,21561,12880,2960,385,452,314,56,535745,94061,2766,1223,404,251,438,233,11
2018-06-30,2820000000,인천광역시,남동구,2,50,4,10,16266762,1547811,284676,34832,5775,1725,467,268,165,1341246,105547,15433,2941,668,351,456,158,44
2018-06-30,2820000000,인천광역시,남동구,2,60,1,4,858729,55588,617,14806,1985,123,58,28,5,87361,3203,,1560,178,,56,18,1
2018-06-30,2820000000,인천광역시,남동구,2,60,2,9,405635,47802,2245,16225,3984,374,25,12,6,38434,2479,,1601,275,,24,9,2
2018-06-30,2820000000,인천광역시,남동구,2,60,4,3,20747944,3231327,87066,5935,1976,515,3496,1635,169,1860336,325163,5831,599,299,233,3105,1087,25
2018-06-30,2820000000,인천광역시,남동구,2,70,0,8,1571300,94842,2910,12181,2062,485,129,46,6,141622,8047,,1124,260,,126,31,2
2018-06-30,2820000000,인천광역시,남동구,2,70,2,3,,,,,,,2,2,0,,,,,,,1,1,0
2018-06-30,2820000000,인천광역시,남동구,2,70,3,9,,,,,,,7,2,3,,,,,,,7,1,0
2018-06-30,2820000000,인천광역시,남동구,2,80,0,3,23342,,,3335,,,7,2,0,2077,,,346,,,6,2,0
2018-06-30,2820000000,인천광역시,남동구,2,80,4,4,,,,,,,1,0,0,,,,,,,1,0,0
2018-06-30,2820000000,인천광역시,남동구,2,90,0,7,,,,,,,1,1,0,,,,,,,1,1,0
2018-06-30,2820000000,인천광역시,남동구,0,0,0,5,484353992,131511771,5043211,11374,4102,774,42583,32058,6516,44654205,11801668,439667,1134,481,215,39380,24511,2048
2018-06-30,2820000000,인천광역시,남동구,0,0,1,2,39158666,7076958,323623,33874,8824,987,1156,802,328,3316137,418860,17478,2942,726,194,1127,577,90
