기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,최근12개월신용및체크카드이용금액합계,최근12개월전체체크카드이용금액합계,최근12개월해외이용금액합계,최근12개월평균신용및체크카드이용금액합계,최근12개월평균체크카드이용금액,최근12개월평균해외이용금액,최근12개월신용및체크카드이용인구수,최근12개월체크카드이용인구수,최근12개월해외이용인구수,최근1개월신용및체크카드이용금액합계,최근1개월체크카드이용금액합계,최근1개월해외신판이용금액합계,최근1개월평균신용및체크카드이용금액,최근1개월평균체크카드이용금액,최근1개월평균해외이용금액,최근1개월신용및체크카드이용인구수,최근1개월체크카드이용인구수,최근1개월해외이용인구수
2019-06-30,2820000000,인천광역시,남동구,1,80,4,9,1215580,118377,,55254,11838,,22,10,0,35838,7757,,1629,862,,22,9,0
2019-06-30,2820000000,인천광역시,남동구,1,15,2,4,,,,,,,1,1,1,,,,,,,1,1,1
2019-06-30,2820000000,인천광역시,남동구,2,0,4,7,180703744,39259861,1565403,19868,5730,722,9095,6852,2168,15923315,3381384,134899,1788,623,240,8908,5425,563
2019-06-30,2820000000,인천광역시,남동구,2,0,0,8,449608773,82688942,4839817,24055,5820,868,18691,14207,5574,40605453,7440530,479335,2199,663,309,18463,11223,1551
2019-06-30,2820000000,인천광역시,남동구,2,60,1,9,9344736,629594,130441,33736,4957,1812,277,127,72,796834,52592,11161,2930,619,465,272,85,24
2019-06-30,2820000000,인천광역시,남동구,0,40,0,10,529728612,84473125,9858350,44654,9393,1834,11863,8993,5374,45175441,7046155,800548,3838,1020,479,11772,6911,1672
2019-06-30,2820000000,인천광역시,남동구,0,0,2,5,5200090,1176138,72905,20234,5114,663,257,230,110,447704,93615,7161,1798,509,188,249,184,38
2019-06-30,2820000000,인천광역시,남동구,0,0,1,9,248693852,30001517,2722241,40590,7726,1422,6127,3883,1914,20974640,2299743,194144,3489,842,376,6012,2730,516
2019-06-30,2820000000,인천광역시,남동구,0,70,2,3,,,,,,,4,2,0,,,,,,,4,1,0
2019-06-30,2820000000,인천광역시,남동구,2,50,0,1,37806008,9393142,246744,15539,4847,778,2433,1938,317,3332384,881626,21770,1487,575,389,2241,1532,56
2019-06-30,2820000000,인천광역시,남동구,0,60,2,7,184106,27622,,11507,3069,,16,9,2,16769,3254,,1048,465,,16,7,0
