기준년월,행정동코드,시도명,시군구명,성별,연령별,직업구분,분위구분,최근12개월신용및체크카드이용금액합계,최근12개월전체체크카드이용금액합계,최근12개월해외이용금액합계,최근12개월평균신용및체크카드이용금액합계,최근12개월평균체크카드이용금액,최근12개월평균해외이용금액,최근12개월신용및체크카드이용인구수,최근12개월체크카드이용인구수,최근12개월해외이용인구수,최근1개월신용및체크카드이용금액합계,최근1개월체크카드이용금액합계,최근1개월해외신판이용금액합계,최근1개월평균신용및체크카드이용금액,최근1개월평균체크카드이용금액,최근1개월평균해외이용금액,최근1개월신용및체크카드이용인구수,최근1개월체크카드이용인구수,최근1개월해외이용인구수
2019-12-31,2800000000,인천광역시,전체,0,0,0,0,36901769591,8623700850,531891111,17281,5061,1168,2135391,1704108,455529,3136704934,713278850,44597375,1551,530,322,2022850,1345548,138481
2019-12-31,2800000000,인천광역시,전체,0,0,0,1,1205008439,721157850,7867082,4922,3179,437,244813,226846,18017,111002676,65595229,729545,506,333,128,219362,196932,5696
2019-12-31,2800000000,인천광역시,전체,0,0,0,2,1764792785,807029845,13751130,8108,4404,563,217653,183254,24428,157621232,69973009,1218517,784,451,162,200944,154980,7506
2019-12-31,2800000000,인천광역시,전체,0,0,0,3,2378252850,845037126,22623301,10064,4363,670,236324,193676,33757,211638764,72943978,1998540,971,472,193,217879,154499,10330
2019-12-31,2800000000,인천광역시,전체,0,0,0,4,2528703775,780970387,23518362,10980,4270,722,230297,182887,32574,224240877,66582712,2112232,1057,473,218,212237,140812,9703
2019-12-31,2800000000,인천광역시,전체,0,0,0,5,2770950122,750836379,26537454,13419,4667,789,206492,160866,33634,240378593,62051847,2309597,1235,502,238,194708,123612,9719
2019-12-31,2800000000,인천광역시,전체,0,0,0,6,3040128268,775993696,29340957,15969,5229,810,190375,148403,36240,262881400,64143389,2613629,1446,558,250,181855,114855,10443
2019-12-31,2800000000,인천광역시,전체,0,0,0,7,3952561600,810023912,43989946,19988,5395,924,197745,150137,47627,335470921,64766732,3811821,1744,567,278,192390,114207,13730
2019-12-31,2800000000,인천광역시,전체,0,0,0,8,5310031676,993991254,70342615,24599,6075,1093,215861,163625,64356,444792951,78031531,6104655,2098,628,320,212021,124340,19071
2019-12-31,2800000000,인천광역시,전체,0,0,0,9,6215799122,1032056541,110891106,29084,6426,1383,213716,160610,80192,509550466,79497855,9128147,2411,652,369,211386,122001,24724
2019-12-31,2800000000,인천광역시,전체,0,0,0,10,7735540954,1106603860,183029158,42476,8270,2161,182115,133804,84704,639127054,89692568,14570692,3549,903,529,180068,99310,27559
2019-12-31,2800000000,인천광역시,전체,0,0,1,0,7458267076,895589567,105180331,35596,6549,1847,209526,136743,56946,637472158,75233268,8794843,3130,791,525,203662,95097,16766
2019-12-31,2800000000,인천광역시,전체,0,0,1,1,25189653,4872349,279576,16368,4248,724,1539,1147,386,2121391,390062,30013,1489,469,222,1425,832,135
2019-12-31,2800000000,인천광역시,전체,0,0,1,2,101557007,16173983,1279198,23218,5492,1286,4374,2945,995,8296842,1232482,77300,1978,593,256,4195,2078,302
2019-12-31,2800000000,인천광역시,전체,0,0,1,3,196819677,30502328,2741462,25515,5187,1272,7714,5880,2156,17023045,2639971,237866,2273,610,363,7489,4326,656
2019-12-31,2800000000,인천광역시,전체,0,0,1,4,244300566,42409172,2396719,24595,5673,961,9933,7476,2495,22007751,4382679,210786,2288,796,294,9618,5507,718
2019-12-31,2800000000,인천광역시,전체,0,0,1,5,249157731,42690848,2293902,21250,4973,870,11725,8584,2636,22097226,3659865,216098,1959,583,285,11281,6273,758
2019-12-31,2800000000,인천광역시,전체,0,0,1,6,481042709,81443325,3820851,20839,5142,882,23084,15838,4332,41625903,6912600,337119,1878,608,273,22170,11376,1234
2019-12-31,2800000000,인천광역시,전체,0,0,1,7,831398965,111638261,7116446,21889,4576,987,37983,24397,7211,72468650,9514425,657097,1975,562,327,36686,16921,2010
2019-12-31,2800000000,인천광역시,전체,0,0,1,8,1592334979,193285588,18132775,31803,6087,1418,50068,31756,12791,136139059,15909631,1612518,2790,737,457,48790,21598,3527
2019-12-31,2800000000,인천광역시,전체,0,0,1,9,1264547697,132210031,16194192,40775,6800,1619,31013,19444,10001,105043595,10722593,1343023,3449,814,466,30460,13171,2882
2019-12-31,2800000000,인천광역시,전체,0,0,1,10,2471918092,240363682,50925210,77024,12470,3652,32093,19276,13943,210648696,19868960,4073023,6677,1527,896,31548,13015,4544
2019-12-31,2800000000,인천광역시,전체,0,0,2,0,1426314976,247656847,42290582,27002,5639,1603,52823,43917,26382,119188686,19174207,3615465,2284,560,377,52176,34249,9590
2019-12-31,2800000000,인천광역시,전체,0,0,2,1,9897527,4051387,120381,11644,4965,480,850,816,251,909022,341892,8493,1101,481,104,826,711,82
